"Geschäft";"Geschäfts ID";"Datum";"Währung";"MwSt";"Umsatz ohne Steuer";"Umsatz inkl. Steuer";"Rückerstattet (ohne Steuer)";"Rückerstattet ( inkl. Steuer)";"MwSt-Betrag"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01";"EUR";"0,07";"826,52";"884,70";"0,00";"0,00";"58,18"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01";"EUR";"0,19";"521,80";"621,00";"0,00";"0,00";"99,20"
"Suedseite - Bakery and Roastery";"55978";"2025-05-02";"EUR";"0,07";"676,38";"723,90";"0,00";"0,00";"47,52"
"Suedseite - Bakery and Roastery";"55978";"2025-05-02";"EUR";"0,19";"254,89";"303,30";"0,00";"0,00";"48,41"
"Suedseite - Bakery and Roastery";"55978";"2025-05-03";"EUR";"0,00";"100,00";"100,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-05-03";"EUR";"0,07";"847,73";"907,30";"0,00";"0,00";"59,57"
"Suedseite - Bakery and Roastery";"55978";"2025-05-03";"EUR";"0,19";"275,56";"327,90";"0,00";"0,00";"52,34"
"Suedseite - Bakery and Roastery";"55978";"2025-05-04";"EUR";"0,00";"-13,60";"-13,60";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-05-04";"EUR";"0,07";"926,98";"992,21";"3,18";"3,40";"65,01"
"Suedseite - Bakery and Roastery";"55978";"2025-05-04";"EUR";"0,19";"494,94";"589,07";"5,04";"6,00";"93,17"
"Suedseite - Bakery and Roastery";"55978";"2025-05-06";"EUR";"0,07";"701,73";"751,13";"0,00";"0,00";"49,40"
"Suedseite - Bakery and Roastery";"55978";"2025-05-06";"EUR";"0,19";"165,13";"196,52";"0,00";"0,00";"31,39"
"Suedseite - Bakery and Roastery";"55978";"2025-05-07";"EUR";"0,07";"796,99";"853,16";"0,00";"0,00";"56,17"
"Suedseite - Bakery and Roastery";"55978";"2025-05-07";"EUR";"0,19";"254,03";"302,30";"0,00";"0,00";"48,27"
"Suedseite - Bakery and Roastery";"55978";"2025-05-08";"EUR";"0,00";"15,00";"15,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-05-08";"EUR";"0,07";"609,11";"652,10";"0,00";"0,00";"42,99"
"Suedseite - Bakery and Roastery";"55978";"2025-05-08";"EUR";"0,19";"248,92";"296,20";"0,00";"0,00";"47,28"
"Suedseite - Bakery and Roastery";"55978";"2025-05-09";"EUR";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-05-09";"EUR";"0,07";"776,65";"831,30";"0,00";"0,00";"54,65"
"Suedseite - Bakery and Roastery";"55978";"2025-05-09";"EUR";"0,19";"344,44";"409,89";"0,00";"0,00";"65,45"
"Suedseite - Bakery and Roastery";"55978";"2025-05-10";"EUR";"0,07";"820,78";"878,52";"0,00";"0,00";"57,74"
"Suedseite - Bakery and Roastery";"55978";"2025-05-10";"EUR";"0,19";"371,03";"441,50";"0,00";"0,00";"70,47"
"Suedseite - Bakery and Roastery";"55978";"2025-05-11";"EUR";"0,00";"-10,00";"-10,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-05-11";"EUR";"0,07";"834,36";"893,00";"0,00";"0,00";"58,64"
"Suedseite - Bakery and Roastery";"55978";"2025-05-11";"EUR";"0,19";"489,81";"582,92";"0,00";"0,00";"93,11"
"Suedseite - Bakery and Roastery";"55978";"2025-05-13";"EUR";"0,07";"885,15";"947,40";"0,00";"0,00";"62,25"
"Suedseite - Bakery and Roastery";"55978";"2025-05-13";"EUR";"0,19";"210,34";"250,30";"0,00";"0,00";"39,96"
"Suedseite - Bakery and Roastery";"55978";"2025-05-14";"EUR";"0,07";"538,77";"576,80";"0,00";"0,00";"38,03"
"Suedseite - Bakery and Roastery";"55978";"2025-05-14";"EUR";"0,19";"177,39";"211,10";"0,00";"0,00";"33,71"
