"Geschäft";"Geschäfts ID";"Datum";"Währung";"MwSt";"Umsatz ohne Steuer";"Umsatz inkl. Steuer";"Rückerstattet (ohne Steuer)";"Rückerstattet ( inkl. Steuer)";"MwSt-Betrag"
"Suedseite - Bakery and Roastery";"55978";"2025-05-15";"EUR";"0,00";"40,00";"40,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-05-15";"EUR";"0,07";"605,23";"647,75";"0,00";"0,00";"42,52"
"Suedseite - Bakery and Roastery";"55978";"2025-05-15";"EUR";"0,19";"147,65";"175,70";"0,00";"0,00";"28,05"
"Suedseite - Bakery and Roastery";"55978";"2025-05-16";"EUR";"0,00";"30,00";"30,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-05-16";"EUR";"0,07";"751,38";"804,30";"0,00";"0,00";"52,92"
"Suedseite - Bakery and Roastery";"55978";"2025-05-16";"EUR";"0,19";"249,32";"296,70";"6,55";"7,80";"46,13"
"Suedseite - Bakery and Roastery";"55978";"2025-05-17";"EUR";"0,00";"-10,40";"-10,40";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-05-17";"EUR";"0,07";"977,98";"1046,82";"0,00";"0,00";"68,84"
"Suedseite - Bakery and Roastery";"55978";"2025-05-17";"EUR";"0,19";"338,73";"403,10";"0,00";"0,00";"64,37"
"Suedseite - Bakery and Roastery";"55978";"2025-05-18";"EUR";"0,07";"853,44";"913,45";"2,94";"3,15";"59,80"
"Suedseite - Bakery and Roastery";"55978";"2025-05-18";"EUR";"0,19";"439,14";"522,55";"0,00";"0,00";"83,41"
"Suedseite - Bakery and Roastery";"55978";"2025-05-20";"EUR";"0,00";"10,00";"10,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-05-20";"EUR";"0,07";"510,09";"546,07";"9,25";"9,90";"35,33"
"Suedseite - Bakery and Roastery";"55978";"2025-05-20";"EUR";"0,19";"269,09";"320,20";"8,74";"10,40";"49,45"
"Suedseite - Bakery and Roastery";"55978";"2025-05-21";"EUR";"0,07";"494,56";"529,38";"0,00";"0,00";"34,82"
"Suedseite - Bakery and Roastery";"55978";"2025-05-21";"EUR";"0,19";"189,50";"225,50";"0,00";"0,00";"36,00"
"Suedseite - Bakery and Roastery";"55978";"2025-05-22";"EUR";"0,07";"732,78";"784,42";"3,08";"3,30";"51,42"
"Suedseite - Bakery and Roastery";"55978";"2025-05-22";"EUR";"0,19";"228,19";"271,50";"4,12";"4,90";"42,53"
"Suedseite - Bakery and Roastery";"55978";"2025-05-23";"EUR";"0,07";"509,17";"545,00";"0,00";"0,00";"35,83"
"Suedseite - Bakery and Roastery";"55978";"2025-05-23";"EUR";"0,19";"231,72";"275,74";"0,00";"0,00";"44,02"
"Suedseite - Bakery and Roastery";"55978";"2025-05-24";"EUR";"0,07";"982,29";"1051,40";"0,00";"0,00";"69,11"
"Suedseite - Bakery and Roastery";"55978";"2025-05-24";"EUR";"0,19";"378,85";"450,80";"0,00";"0,00";"71,95"
"Suedseite - Bakery and Roastery";"55978";"2025-05-25";"EUR";"0,00";"10,00";"10,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-05-25";"EUR";"0,07";"970,44";"1038,77";"0,00";"0,00";"68,33"
"Suedseite - Bakery and Roastery";"55978";"2025-05-25";"EUR";"0,19";"425,33";"506,10";"4,70";"5,60";"79,87"
"Suedseite - Bakery and Roastery";"55978";"2025-05-27";"EUR";"0,00";"-10,00";"-10,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-05-27";"EUR";"0,07";"749,06";"801,80";"0,00";"0,00";"52,74"
"Suedseite - Bakery and Roastery";"55978";"2025-05-27";"EUR";"0,19";"239,67";"285,20";"0,00";"0,00";"45,53"
"Suedseite - Bakery and Roastery";"55978";"2025-05-28";"EUR";"0,00";"-22,50";"-22,50";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-05-28";"EUR";"0,07";"784,20";"839,39";"12,61";"13,50";"54,30"
"Suedseite - Bakery and Roastery";"55978";"2025-05-28";"EUR";"0,19";"170,69";"203,10";"0,00";"0,00";"32,41"
"Suedseite - Bakery and Roastery";"55978";"2025-05-29";"EUR";"0,07";"773,03";"827,46";"0,00";"0,00";"54,43"
"Suedseite - Bakery and Roastery";"55978";"2025-05-29";"EUR";"0,19";"408,77";"486,42";"0,00";"0,00";"77,65"
"Suedseite - Bakery and Roastery";"55978";"2025-05-30";"EUR";"0,00";"53,80";"53,80";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-05-30";"EUR";"0,07";"823,25";"881,10";"0,00";"0,00";"57,85"
"Suedseite - Bakery and Roastery";"55978";"2025-05-30";"EUR";"0,19";"258,06";"307,10";"0,00";"0,00";"49,04"
"Suedseite - Bakery and Roastery";"55978";"2025-05-31";"EUR";"0,07";"830,58";"889,02";"0,00";"0,00";"58,44"
"Suedseite - Bakery and Roastery";"55978";"2025-05-31";"EUR";"0,19";"353,12";"420,20";"0,00";"0,00";"67,08"
