"Geschäft";"Geschäfts ID";"Datum";"Währung";"Zahlungsart";"Betrag";"Rückerstatteter Betrag";"Nettosumme"
"Suedseite - Bakery and Roastery";"55978";"2025-05-21";"EUR";"CASH";"314,18";"0,00";"314,18"
"Suedseite - Bakery and Roastery";"55978";"2025-05-21";"EUR";"SUMUP";"464,00";"0,00";"464,00"
"Suedseite - Bakery and Roastery";"55978";"2025-05-22";"EUR";"CASH";"266,60";"-8,20";"258,40"
"Suedseite - Bakery and Roastery";"55978";"2025-05-22";"EUR";"SUMUP";"825,33";"0,00";"825,33"
"Suedseite - Bakery and Roastery";"55978";"2025-05-23";"EUR";"CASH";"329,60";"0,00";"329,60"
"Suedseite - Bakery and Roastery";"55978";"2025-05-23";"EUR";"SUMUP";"517,29";"0,00";"517,29"
"Suedseite - Bakery and Roastery";"55978";"2025-05-24";"EUR";"CASH";"527,30";"0,00";"527,30"
"Suedseite - Bakery and Roastery";"55978";"2025-05-24";"EUR";"SUMUP";"1039,86";"0,00";"1039,86"
"Suedseite - Bakery and Roastery";"55978";"2025-05-25";"EUR";"CASH";"452,92";"-5,60";"447,32"
"Suedseite - Bakery and Roastery";"55978";"2025-05-25";"EUR";"SUMUP";"1153,02";"0,00";"1153,02"
"Suedseite - Bakery and Roastery";"55978";"2025-05-27";"EUR";"CASH";"423,30";"0,00";"423,30"
"Suedseite - Bakery and Roastery";"55978";"2025-05-27";"EUR";"SUMUP";"673,31";"0,00";"673,31"
"Suedseite - Bakery and Roastery";"55978";"2025-05-28";"EUR";"CASH";"406,61";"-13,50";"393,11"
"Suedseite - Bakery and Roastery";"55978";"2025-05-28";"EUR";"SUMUP";"634,94";"0,00";"634,94"
"Suedseite - Bakery and Roastery";"55978";"2025-05-29";"EUR";"CASH";"414,40";"0,00";"414,40"
"Suedseite - Bakery and Roastery";"55978";"2025-05-29";"EUR";"SUMUP";"934,91";"0,00";"934,91"
"Suedseite - Bakery and Roastery";"55978";"2025-05-30";"EUR";"CASH";"438,60";"0,00";"438,60"
"Suedseite - Bakery and Roastery";"55978";"2025-05-30";"EUR";"SUMUP";"842,31";"0,00";"842,31"
"Suedseite - Bakery and Roastery";"55978";"2025-05-31";"EUR";"CASH";"395,68";"0,00";"395,68"
"Suedseite - Bakery and Roastery";"55978";"2025-05-31";"EUR";"SUMUP";"957,72";"0,00";"957,72"
