"Geschäft";"Geschäfts ID";"Datum";"Währung";"Umsatz inkl. Steuer";"Umsatz ohne Steuer";"Betrag MwSt";"Gesamtrabatt";"Gesamt Stornos";"Gesamtrückerstattung (inkl. Steuer)";"Gesamtrückerstattung (ohne Steuer)";"Gesamt Zahlungen";"Gesamtausgaben";"Gesamtbetrag Kundenkonten";"Gesamtbetrag Trinkgeld"
"Suedseite - Bakery and Roastery";"55978";"2025-02-01";"EUR";"1448,30";"1305,08";"143,22";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"36,64"
"Suedseite - Bakery and Roastery";"55978";"2025-02-02";"EUR";"1833,10";"1646,86";"186,24";"2,98";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"65,70"
"Suedseite - Bakery and Roastery";"55978";"2025-02-03";"EUR";"14,90";"13,93";"0,97";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-02-04";"EUR";"724,90";"661,92";"61,70";"0,90";"0,00";"-8,00";"-6,72";"0,00";"0,00";"0,00";"16,30"
"Suedseite - Bakery and Roastery";"55978";"2025-02-05";"EUR";"747,40";"687,51";"59,89";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"17,01"
"Suedseite - Bakery and Roastery";"55978";"2025-02-06";"EUR";"763,52";"693,93";"68,81";"0,00";"0,00";"-11,92";"-11,14";"0,00";"0,00";"0,00";"17,12"
"Suedseite - Bakery and Roastery";"55978";"2025-02-07";"EUR";"951,32";"865,43";"85,89";"14,68";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"19,55"
"Suedseite - Bakery and Roastery";"55978";"2025-02-08";"EUR";"1473,84";"1333,90";"139,94";"5,56";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"50,12"
"Suedseite - Bakery and Roastery";"55978";"2025-02-09";"EUR";"1648,00";"1487,20";"160,80";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"51,85"
"Suedseite - Bakery and Roastery";"55978";"2025-02-11";"EUR";"901,20";"817,02";"84,18";"4,60";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"19,47"
"Suedseite - Bakery and Roastery";"55978";"2025-02-12";"EUR";"715,50";"655,73";"59,77";"3,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"20,20"
"Suedseite - Bakery and Roastery";"55978";"2025-02-13";"EUR";"789,04";"715,14";"73,90";"3,06";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"28,43"
"Suedseite - Bakery and Roastery";"55978";"2025-02-14";"EUR";"1012,72";"919,58";"93,14";"2,78";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"34,38"
"Suedseite - Bakery and Roastery";"55978";"2025-02-15";"EUR";"1526,90";"1392,94";"133,96";"0,70";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"49,94"
"Suedseite - Bakery and Roastery";"55978";"2025-02-16";"EUR";"1345,82";"1218,67";"123,78";"0,00";"0,00";"-35,40";"-32,03";"0,00";"0,00";"0,00";"62,05"
"Suedseite - Bakery and Roastery";"55978";"2025-02-18";"EUR";"676,40";"615,76";"60,64";"2,50";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"24,82"
"Suedseite - Bakery and Roastery";"55978";"2025-02-19";"EUR";"897,18";"821,78";"75,40";"2,22";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"26,49"
"Suedseite - Bakery and Roastery";"55978";"2025-02-20";"EUR";"828,30";"749,80";"78,50";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"32,20"
"Suedseite - Bakery and Roastery";"55978";"2025-02-21";"EUR";"1200,70";"1084,70";"116,00";"8,40";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"27,55"
"Suedseite - Bakery and Roastery";"55978";"2025-02-22";"EUR";"1037,98";"945,24";"92,74";"2,22";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"32,13"
"Suedseite - Bakery and Roastery";"55978";"2025-02-23";"EUR";"2096,70";"1883,50";"212,77";"0,00";"0,00";"-6,60";"-6,17";"0,00";"0,00";"0,00";"60,13"
"Suedseite - Bakery and Roastery";"55978";"2025-02-25";"EUR";"943,90";"861,93";"81,97";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"25,33"
"Suedseite - Bakery and Roastery";"55978";"2025-02-26";"EUR";"595,92";"545,63";"50,29";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"13,24"
"Suedseite - Bakery and Roastery";"55978";"2025-02-27";"EUR";"696,70";"635,00";"61,70";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"7,97"
"Suedseite - Bakery and Roastery";"55978";"2025-02-28";"EUR";"699,60";"635,32";"64,28";"2,10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"19,97"
"Suedseite - Bakery and Roastery";"55978";"2025-02-01";"EUR";"1448,30";"1305,08";"143,22";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"36,64"
"Suedseite - Bakery and Roastery";"55978";"2025-02-02";"EUR";"1833,10";"1646,86";"186,24";"2,98";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"65,70"
"Suedseite - Bakery and Roastery";"55978";"2025-02-04";"EUR";"724,90";"661,92";"61,70";"0,90";"0,00";"-8,00";"-6,72";"0,00";"0,00";"0,00";"16,30"
"Suedseite - Bakery and Roastery";"55978";"2025-02-05";"EUR";"747,40";"687,51";"59,89";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"17,01"
"Suedseite - Bakery and Roastery";"55978";"2025-02-06";"EUR";"763,52";"693,93";"68,81";"0,00";"0,00";"-11,92";"-11,14";"0,00";"0,00";"0,00";"17,12"
"Suedseite - Bakery and Roastery";"55978";"2025-02-07";"EUR";"951,32";"865,43";"85,89";"14,68";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"19,55"
"Suedseite - Bakery and Roastery";"55978";"2025-02-08";"EUR";"1473,84";"1333,90";"139,94";"5,56";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"50,12"
"Suedseite - Bakery and Roastery";"55978";"2025-02-09";"EUR";"1648,00";"1487,20";"160,80";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"51,85"
"Suedseite - Bakery and Roastery";"55978";"2025-02-11";"EUR";"901,20";"817,02";"84,18";"4,60";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"19,47"
"Suedseite - Bakery and Roastery";"55978";"2025-02-12";"EUR";"715,50";"655,73";"59,77";"3,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"20,20"
"Suedseite - Bakery and Roastery";"55978";"2025-02-13";"EUR";"789,04";"715,14";"73,90";"3,06";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"28,43"
"Suedseite - Bakery and Roastery";"55978";"2025-02-14";"EUR";"1012,72";"919,58";"93,14";"2,78";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"34,38"
"Suedseite - Bakery and Roastery";"55978";"2025-02-15";"EUR";"1526,90";"1392,94";"133,96";"0,70";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"49,94"
"Suedseite - Bakery and Roastery";"55978";"2025-02-16";"EUR";"1345,82";"1218,67";"123,78";"0,00";"0,00";"-35,40";"-32,03";"0,00";"0,00";"0,00";"62,05"
"Suedseite - Bakery and Roastery";"55978";"2025-02-18";"EUR";"676,40";"615,76";"60,64";"2,50";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"24,82"
"Suedseite - Bakery and Roastery";"55978";"2025-02-19";"EUR";"897,18";"821,78";"75,40";"2,22";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"26,49"
"Suedseite - Bakery and Roastery";"55978";"2025-02-20";"EUR";"828,30";"749,80";"78,50";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"32,20"
"Suedseite - Bakery and Roastery";"55978";"2025-02-21";"EUR";"1200,70";"1084,70";"116,00";"8,40";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"27,55"
"Suedseite - Bakery and Roastery";"55978";"2025-02-22";"EUR";"1037,98";"945,24";"92,74";"2,22";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"32,13"
"Suedseite - Bakery and Roastery";"55978";"2025-02-23";"EUR";"2096,70";"1883,50";"212,77";"0,00";"0,00";"-6,60";"-6,17";"0,00";"0,00";"0,00";"60,13"
"Suedseite - Bakery and Roastery";"55978";"2025-02-25";"EUR";"943,90";"861,93";"81,97";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"25,33"
