"Geschäft";"Geschäfts ID";"Datum";"Währung";"MwSt";"Umsatz ohne Steuer";"Umsatz inkl. Steuer";"Rückerstattet (ohne Steuer)";"Rückerstattet ( inkl. Steuer)";"MwSt-Betrag"
"Suedseite - Bakery and Roastery";"55978";"2025-02-21";"EUR";"0,00";"-10,00";"-10,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-02-21";"EUR";"0,07";"767,99";"821,90";"0,00";"0,00";"53,91"
"Suedseite - Bakery and Roastery";"55978";"2025-02-21";"EUR";"0,19";"326,71";"388,80";"0,00";"0,00";"62,09"
"Suedseite - Bakery and Roastery";"55978";"2025-02-22";"EUR";"0,07";"725,85";"776,88";"0,00";"0,00";"51,03"
"Suedseite - Bakery and Roastery";"55978";"2025-02-22";"EUR";"0,19";"219,39";"261,10";"0,00";"0,00";"41,71"
"Suedseite - Bakery and Roastery";"55978";"2025-02-23";"EUR";"0,07";"1208,16";"1293,00";"6,17";"6,60";"84,41"
"Suedseite - Bakery and Roastery";"55978";"2025-02-23";"EUR";"0,19";"675,34";"803,70";"0,00";"0,00";"128,36"
"Suedseite - Bakery and Roastery";"55978";"2025-02-25";"EUR";"0,07";"683,53";"731,60";"0,00";"0,00";"48,07"
"Suedseite - Bakery and Roastery";"55978";"2025-02-25";"EUR";"0,19";"178,40";"212,30";"0,00";"0,00";"33,90"
"Suedseite - Bakery and Roastery";"55978";"2025-02-26";"EUR";"0,00";"15,00";"15,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-02-26";"EUR";"0,07";"422,40";"452,12";"0,00";"0,00";"29,72"
"Suedseite - Bakery and Roastery";"55978";"2025-02-26";"EUR";"0,19";"108,23";"128,80";"0,00";"0,00";"20,57"
"Suedseite - Bakery and Roastery";"55978";"2025-02-27";"EUR";"0,07";"492,64";"527,30";"0,00";"0,00";"34,66"
"Suedseite - Bakery and Roastery";"55978";"2025-02-27";"EUR";"0,19";"142,36";"169,40";"0,00";"0,00";"27,04"
"Suedseite - Bakery and Roastery";"55978";"2025-02-28";"EUR";"0,07";"471,63";"504,80";"0,00";"0,00";"33,17"
"Suedseite - Bakery and Roastery";"55978";"2025-02-28";"EUR";"0,19";"163,69";"194,80";"0,00";"0,00";"31,11"
