"Geschäft";"Geschäfts ID";"Datum";"Währung";"Zahlungsart";"Trinkgeld-Betrag"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"1,26"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"1,61"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"0,50"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"0,03"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"1,21"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"1,17"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"0,50"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"1,43"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"2,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"1,47"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"1,24"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"1,32"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"1,10"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"1,74"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"2,85"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"1,17"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"1,16"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"1,51"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"1,57"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"2,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"0,50"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"1,00"
