"Geschäft";"Geschäfts ID";"Datum und Uhrzeit";"Belegnummer";"Grund";"Buchungstext";"Währung";"Einnahmen";"Ausgaben";"Mehrwertsteuersatz";"Betrag MwSt";"Kassenbestand"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01 13:15:12";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-3291";"Sonstige Einnahme";"";"EUR";"4,30";"";"0,00";"0,00";"229,25"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01 13:19:04";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-3292";"Sonstige Einnahme";"";"EUR";"11,30";"";"0,00";"0,00";"240,55"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01 13:34:41";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-3293";"Sonstige Einnahme";"";"EUR";"4,30";"";"0,00";"0,00";"244,85"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01 13:37:59";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-3294";"Sonstige Einnahme";"";"EUR";"5,40";"";"0,00";"0,00";"250,25"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01 13:42:29";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-3295";"Sonstige Einnahme";"";"EUR";"8,00";"";"0,00";"0,00";"258,25"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01 13:45:37";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-3296";"Sonstige Einnahme";"";"EUR";"4,20";"";"0,00";"0,00";"262,45"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01 14:02:33";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-3297";"Sonstige Einnahme";"";"EUR";"3,80";"";"0,00";"0,00";"266,25"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01 14:13:02";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-3298";"Sonstige Einnahme";"";"EUR";"11,60";"";"0,00";"0,00";"277,85"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01 14:27:16";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-3299";"Sonstige Einnahme";"";"EUR";"13,30";"";"0,00";"0,00";"291,15"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01 14:28:56";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-3300";"Sonstige Einnahme";"";"EUR";"7,40";"";"0,00";"0,00";"298,55"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01 14:44:54";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-3301";"Sonstige Einnahme";"";"EUR";"3,30";"";"0,00";"0,00";"301,85"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01 14:51:05";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-3302";"Sonstige Einnahme";"";"EUR";"4,00";"";"0,00";"0,00";"305,85"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01 14:58:23";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-3303";"Sonstige Einnahme";"";"EUR";"4,00";"";"0,00";"0,00";"309,85"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01 15:09:40";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-3304";"Sonstige Einnahme";"";"EUR";"4,30";"";"0,00";"0,00";"314,15"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01 15:21:02";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-3305";"Sonstige Einnahme";"";"EUR";"4,60";"";"0,00";"0,00";"318,75"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01 15:31:18";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-3306";"Sonstige Einnahme";"";"EUR";"12,50";"";"0,00";"0,00";"331,25"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01 15:33:41";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-3307";"Sonstige Einnahme";"";"EUR";"4,00";"";"0,00";"0,00";"335,25"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01 15:43:27";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-3308";"Sonstige Einnahme";"";"EUR";"4,60";"";"0,00";"0,00";"339,85"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01 15:44:13";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-3309";"Sonstige Einnahme";"";"EUR";"4,60";"";"0,00";"0,00";"344,45"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01 15:45:17";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-3310";"Sonstige Einnahme";"";"EUR";"4,30";"";"0,00";"0,00";"348,75"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01 15:59:43";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-3311";"Sonstige Einnahme";"";"EUR";"10,20";"";"0,00";"0,00";"358,95"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01 16:05:48";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-3312";"Sonstige Einnahme";"";"EUR";"4,20";"";"0,00";"0,00";"363,15"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01 16:14:07";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-3313";"Sonstige Einnahme";"";"EUR";"3,70";"";"0,00";"0,00";"366,85"
