"Geschäft";"Geschäfts ID";"Datum";"Währung";"Zahlungsart";"Betrag";"Rückerstatteter Betrag";"Nettosumme"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"CASH";"258,85";"-7,70";"251,15"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"SUMUP";"1103,12";"0,00";"1103,12"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-02";"EUR";"CASH";"248,40";"0,00";"248,40"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-02";"EUR";"SUMUP";"943,78";"0,00";"943,78"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-03";"EUR";"CASH";"136,10";"0,00";"136,10"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-03";"EUR";"SUMUP";"488,39";"0,00";"488,39"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-04";"EUR";"CASH";"120,80";"0,00";"120,80"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-04";"EUR";"SUMUP";"435,61";"0,00";"435,61"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-05";"EUR";"CASH";"177,63";"0,00";"177,63"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-05";"EUR";"SUMUP";"376,83";"0,00";"376,83"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-06";"EUR";"CASH";"202,54";"0,00";"202,54"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-06";"EUR";"SUMUP";"460,77";"0,00";"460,77"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-07";"EUR";"CASH";"269,93";"-6,81";"263,12"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-07";"EUR";"SUMUP";"660,11";"-5,29";"654,82"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-07";"EUR";"VOUCHER";"-7,61";"0,00";"-7,61"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-08";"EUR";"CASH";"397,65";"0,00";"397,65"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-08";"EUR";"CREDIT_NOTE";"6,70";"-6,70";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-08";"EUR";"SUMUP";"1143,21";"0,00";"1143,21"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-09";"EUR";"CASH";"351,60";"-3,80";"347,80"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-09";"EUR";"SUMUP";"727,63";"0,00";"727,63"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-10";"EUR";"CASH";"60,70";"0,00";"60,70"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-10";"EUR";"SUMUP";"284,87";"0,00";"284,87"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-11";"EUR";"CASH";"127,20";"0,00";"127,20"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-11";"EUR";"SUMUP";"391,73";"0,00";"391,73"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-11";"EUR";"VOUCHER";"-0,20";"0,00";"-0,20"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-12";"EUR";"CASH";"94,80";"0,00";"94,80"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-12";"EUR";"SUMUP";"375,04";"0,00";"375,04"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-13";"EUR";"CASH";"99,58";"0,00";"99,58"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-13";"EUR";"SUMUP";"373,95";"0,00";"373,95"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-14";"EUR";"CASH";"190,70";"0,00";"190,70"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-14";"EUR";"SUMUP";"511,88";"0,00";"511,88"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-15";"EUR";"CASH";"247,49";"0,00";"247,49"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-15";"EUR";"SUMUP";"944,58";"0,00";"944,58"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-16";"EUR";"CASH";"212,33";"0,00";"212,33"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-16";"EUR";"SUMUP";"944,05";"0,00";"944,05"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-17";"EUR";"CASH";"136,39";"0,00";"136,39"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-17";"EUR";"SUMUP";"332,01";"0,00";"332,01"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-18";"EUR";"CASH";"115,68";"0,00";"115,68"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-18";"EUR";"SUMUP";"330,60";"0,00";"330,60"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-19";"EUR";"CASH";"151,42";"0,00";"151,42"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-19";"EUR";"SUMUP";"527,64";"0,00";"527,64"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-20";"EUR";"CASH";"133,32";"0,00";"133,32"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-20";"EUR";"SUMUP";"423,08";"0,00";"423,08"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-21";"EUR";"CASH";"215,03";"-4,00";"211,03"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-21";"EUR";"SUMUP";"705,87";"-6,90";"698,97"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-22";"EUR";"CASH";"338,05";"-3,50";"334,55"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-22";"EUR";"SUMUP";"1096,50";"0,00";"1096,50"
