"Geschäft";"Geschäfts ID";"Datum";"Währung";"Umsatz inkl. Steuer";"Umsatz ohne Steuer";"Betrag MwSt";"Gesamtrabatt";"Gesamt Stornos";"Gesamtrückerstattung (inkl. Steuer)";"Gesamtrückerstattung (ohne Steuer)";"Gesamt Zahlungen";"Gesamtausgaben";"Gesamtbetrag Kundenkonten";"Gesamtbetrag Trinkgeld"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-01";"EUR";"384,38";"359,77";"24,61";"10,88";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-02";"EUR";"443,41";"415,39";"28,02";"1,26";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-03";"EUR";"629,28";"586,07";"43,05";"17,49";"0,00";"-2,50";"-2,34";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-04";"EUR";"880,26";"821,71";"58,55";"2,94";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-05";"EUR";"1430,22";"1335,18";"94,86";"50,96";"0,00";"-2,70";"-2,52";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-06";"EUR";"939,89";"862,85";"77,04";"3,70";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-07";"EUR";"487,48";"447,74";"39,74";"11,76";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-08";"EUR";"607,00";"558,11";"48,89";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-09";"EUR";"604,25";"559,86";"44,39";"11,15";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-10";"EUR";"852,98";"798,63";"53,79";"15,19";"0,00";"-3,50";"-2,94";"0,00";"0,00";"0,00";"0,00"
