"Geschäft";"Geschäfts ID";"Datum und Uhrzeit";"Belegnummer";"Grund";"Buchungstext";"Währung";"Einnahmen";"Ausgaben";"Mehrwertsteuersatz";"Betrag MwSt";"Kassenbestand"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-02 10:43:56";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7362";"Sonstige Einnahme";"";"EUR";"20,00";"";"0,00";"0,00";"170,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-02 10:43:56";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7363";"Wechselgeld";"";"EUR";"";"-15,30";"0,00";"0,00";"154,70"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-02 10:48:46";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7364";"Sonstige Einnahme";"";"EUR";"6,90";"";"0,00";"0,00";"161,60"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-02 11:03:12";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7365";"Sonstige Einnahme";"";"EUR";"50,00";"";"0,00";"0,00";"211,60"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-02 11:03:12";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7366";"Wechselgeld";"";"EUR";"";"-39,30";"0,00";"0,00";"172,30"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-02 11:04:02";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7367";"Sonstige Einnahme";"";"EUR";"5,80";"";"0,00";"0,00";"178,10"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-02 11:05:28";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7368";"Sonstige Einnahme";"";"EUR";"7,00";"";"0,00";"0,00";"185,10"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-02 12:15:03";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7369";"Sonstige Einnahme";"";"EUR";"12,60";"";"0,00";"0,00";"197,70"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-02 13:12:31";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7370";"Sonstige Einnahme";"";"EUR";"20,00";"";"0,00";"0,00";"217,70"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-02 13:12:31";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7371";"Wechselgeld";"";"EUR";"";"-11,80";"0,00";"0,00";"205,90"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-02 13:20:19";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7372";"Sonstige Einnahme";"";"EUR";"7,00";"";"0,00";"0,00";"212,90"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-02 13:30:59";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7373";"Sonstige Einnahme";"";"EUR";"8,10";"";"0,00";"0,00";"221,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-02 13:36:44";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7374";"Sonstige Einnahme";"";"EUR";"6,50";"";"0,00";"0,00";"227,50"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-02 14:45:51";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7375";"Sonstige Einnahme";"";"EUR";"4,00";"";"0,00";"0,00";"231,50"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-02 14:52:31";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7376";"Sonstige Einnahme";"";"EUR";"4,60";"";"0,00";"0,00";"236,10"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-02 15:01:28";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7377";"Sonstige Einnahme";"";"EUR";"10,00";"";"0,00";"0,00";"246,10"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-02 15:01:28";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7378";"Wechselgeld";"";"EUR";"";"-2,90";"0,00";"0,00";"243,20"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-02 15:13:22";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7379";"Sonstige Einnahme";"";"EUR";"5,00";"";"0,00";"0,00";"248,20"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-02 15:14:12";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7380";"Sonstige Einnahme";"";"EUR";"5,00";"";"0,00";"0,00";"253,20"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-02 15:14:12";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7381";"Wechselgeld";"";"EUR";"";"-0,80";"0,00";"0,00";"252,40"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-02 15:19:23";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7382";"Sonstige Einnahme";"";"EUR";"20,00";"";"0,00";"0,00";"272,40"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-02 15:19:23";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7383";"Wechselgeld";"";"EUR";"";"-0,80";"0,00";"0,00";"271,60"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-02 16:24:09";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7384";"Sonstige Einnahme";"";"EUR";"15,40";"";"0,00";"0,00";"287,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-02 17:45:42";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7385";"Sonstige Einnahme";"";"EUR";"8,40";"";"0,00";"0,00";"295,40"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-02 17:56:38";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7386";"Sonstige Einnahme";"";"EUR";"10,00";"";"0,00";"0,00";"305,40"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-02 17:56:38";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7387";"Wechselgeld";"";"EUR";"";"-0,62";"0,00";"0,00";"304,78"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-02 19:00:35";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7388";"Transfer von Kasse zur Bank";"";"EUR";"";"-154,78";"0,00";"0,00";"150,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-03 10:47:53";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7389";"Sonstige Einnahme";"";"EUR";"11,30";"";"0,00";"0,00";"161,30"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-03 11:10:43";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7390";"Sonstige Einnahme";"";"EUR";"4,00";"";"0,00";"0,00";"165,30"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-03 11:33:29";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7391";"Sonstige Einnahme";"";"EUR";"4,00";"";"0,00";"0,00";"169,30"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-03 11:40:58";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7392";"Sonstige Einnahme";"";"EUR";"4,00";"";"0,00";"0,00";"173,30"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-03 12:00:44";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7393";"Sonstige Einnahme";"";"EUR";"8,00";"";"0,00";"0,00";"181,30"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-03 12:41:22";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7394";"Sonstige Einnahme";"";"EUR";"3,30";"";"0,00";"0,00";"184,60"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-03 13:05:41";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7395";"Sonstige Einnahme";"";"EUR";"3,50";"";"0,00";"0,00";"188,10"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-03 13:06:40";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7396";"Sonstige Einnahme";"";"EUR";"4,70";"";"0,00";"0,00";"192,80"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-03 13:07:11";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7397";"Sonstige Einnahme";"";"EUR";"3,50";"";"0,00";"0,00";"196,30"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-03 13:08:00";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7398";"Sonstige Einnahme";"";"EUR";"3,50";"";"0,00";"0,00";"199,80"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-03 13:12:59";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7399";"Sonstige Einnahme";"";"EUR";"4,00";"";"0,00";"0,00";"203,80"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-03 13:40:05";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7400";"Sonstige Einnahme";"";"EUR";"4,00";"";"0,00";"0,00";"207,80"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-03 14:13:28";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7401";"Sonstige Einnahme";"";"EUR";"7,56";"";"0,00";"0,00";"215,36"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-03 14:57:07";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7402";"Sonstige Einnahme";"";"EUR";"9,40";"";"0,00";"0,00";"224,76"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-03 15:07:48";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7403";"Sonstige Einnahme";"";"EUR";"7,90";"";"0,00";"0,00";"232,66"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-03 15:11:21";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7404";"Sonstige Einnahme";"";"EUR";"4,90";"";"0,00";"0,00";"237,56"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-03 15:27:36";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7405";"Sonstige Einnahme";"";"EUR";"4,60";"";"0,00";"0,00";"242,16"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-03 15:27:58";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7406";"Sonstige Einnahme";"";"EUR";"20,00";"";"0,00";"0,00";"262,16"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-03 15:27:58";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7407";"Wechselgeld";"";"EUR";"";"-17,50";"0,00";"0,00";"244,66"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-03 15:28:23";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7408";"Erstattung";"";"EUR";"";"-2,50";"0,00";"0,00";"242,16"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-03 15:48:02";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7409";"Sonstige Einnahme";"";"EUR";"8,00";"";"0,00";"0,00";"250,16"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-03 16:10:38";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7410";"Sonstige Einnahme";"";"EUR";"4,00";"";"0,00";"0,00";"254,16"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-03 17:13:12";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7411";"Sonstige Einnahme";"";"EUR";"4,80";"";"0,00";"0,00";"258,96"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-03 18:20:13";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7412";"Transfer von Kasse zur Bank";"";"EUR";"";"-108,96";"0,00";"0,00";"150,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-04 09:37:33";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7413";"Sonstige Einnahme";"";"EUR";"9,60";"";"0,00";"0,00";"159,60"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-04 10:11:00";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7414";"Sonstige Einnahme";"";"EUR";"7,00";"";"0,00";"0,00";"166,60"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-04 10:25:30";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7415";"Sonstige Einnahme";"";"EUR";"7,60";"";"0,00";"0,00";"174,20"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-04 10:27:41";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7416";"Sonstige Einnahme";"";"EUR";"4,00";"";"0,00";"0,00";"178,20"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-04 10:48:40";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7417";"Sonstige Einnahme";"";"EUR";"4,00";"";"0,00";"0,00";"182,20"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-04 10:53:39";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7418";"Sonstige Einnahme";"";"EUR";"7,30";"";"0,00";"0,00";"189,50"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-04 11:14:02";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7419";"Sonstige Einnahme";"";"EUR";"7,40";"";"0,00";"0,00";"196,90"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-04 13:02:22";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7420";"Sonstige Einnahme";"";"EUR";"4,00";"";"0,00";"0,00";"200,90"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-04 13:04:31";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7421";"Sonstige Einnahme";"";"EUR";"4,00";"";"0,00";"0,00";"204,90"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-04 13:10:47";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7422";"Sonstige Einnahme";"";"EUR";"4,00";"";"0,00";"0,00";"208,90"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-04 14:08:30";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7423";"Sonstige Einnahme";"";"EUR";"8,00";"";"0,00";"0,00";"216,90"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-04 14:36:41";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7424";"Sonstige Einnahme";"";"EUR";"26,30";"";"0,00";"0,00";"243,20"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-04 14:38:33";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7425";"Sonstige Einnahme";"";"EUR";"9,00";"";"0,00";"0,00";"252,20"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-04 14:53:34";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7426";"Sonstige Einnahme";"";"EUR";"5,00";"";"0,00";"0,00";"257,20"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-04 15:06:17";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7427";"Sonstige Einnahme";"";"EUR";"6,50";"";"0,00";"0,00";"263,70"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-04 15:09:17";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7428";"Sonstige Einnahme";"";"EUR";"3,80";"";"0,00";"0,00";"267,50"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-04 16:01:18";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7429";"Sonstige Einnahme";"";"EUR";"7,20";"";"0,00";"0,00";"274,70"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-04 16:15:26";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7430";"Sonstige Einnahme";"";"EUR";"17,40";"";"0,00";"0,00";"292,10"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-04 17:06:22";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7431";"Sonstige Einnahme";"";"EUR";"14,20";"";"0,00";"0,00";"306,30"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-04 17:14:13";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7432";"Sonstige Einnahme";"";"EUR";"6,70";"";"0,00";"0,00";"313,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-04 17:16:07";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7433";"Sonstige Einnahme";"";"EUR";"8,00";"";"0,00";"0,00";"321,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-04 17:18:52";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7434";"Sonstige Einnahme";"";"EUR";"8,10";"";"0,00";"0,00";"329,10"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-04 17:21:38";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7435";"Sonstige Einnahme";"";"EUR";"6,50";"";"0,00";"0,00";"335,60"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-04 17:29:49";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7436";"Sonstige Einnahme";"";"EUR";"8,00";"";"0,00";"0,00";"343,60"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-04 17:32:18";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7437";"Sonstige Einnahme";"";"EUR";"9,70";"";"0,00";"0,00";"353,30"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-04 17:59:16";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7438";"Sonstige Einnahme";"";"EUR";"3,50";"";"0,00";"0,00";"356,80"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-04 18:39:35";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7439";"Transfer von Kasse zur Bank";"";"EUR";"";"-206,80";"0,00";"0,00";"150,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-05 09:34:36";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7440";"Sonstige Einnahme";"";"EUR";"3,50";"";"0,00";"0,00";"153,50"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-05 09:38:22";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7441";"Sonstige Einnahme";"";"EUR";"3,50";"";"0,00";"0,00";"157,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-05 09:45:05";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7442";"Sonstige Einnahme";"";"EUR";"2,31";"";"0,00";"0,00";"159,31"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-05 10:02:20";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7443";"Sonstige Einnahme";"";"EUR";"4,00";"";"0,00";"0,00";"163,31"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-05 10:10:21";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7444";"Sonstige Einnahme";"";"EUR";"5,81";"";"0,00";"0,00";"169,12"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-05 10:41:07";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7445";"Sonstige Einnahme";"";"EUR";"4,60";"";"0,00";"0,00";"173,72"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-05 10:43:12";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7446";"Sonstige Einnahme";"";"EUR";"51,31";"";"0,00";"0,00";"225,03"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-05 10:43:12";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7447";"Wechselgeld";"";"EUR";"";"-45,00";"0,00";"0,00";"180,03"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-05 10:53:34";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7448";"Sonstige Einnahme";"";"EUR";"2,70";"";"0,00";"0,00";"182,73"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-05 10:57:26";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7449";"Sonstige Einnahme";"";"EUR";"6,79";"";"0,00";"0,00";"189,52"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-05 11:19:56";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7450";"Sonstige Einnahme";"";"EUR";"2,31";"";"0,00";"0,00";"191,83"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-05 11:33:35";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7451";"Sonstige Einnahme";"";"EUR";"4,20";"";"0,00";"0,00";"196,03"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-05 11:56:55";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7452";"Sonstige Einnahme";"";"EUR";"3,70";"";"0,00";"0,00";"199,73"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-05 12:18:05";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-7453";"Sonstige Einnahme";"";"EUR";"4,00";"";"0,00";"0,00";"203,73"
