"Geschäft";"Geschäfts ID";"Datum";"Währung";"Zahlungsart";"Betrag";"Rückerstatteter Betrag";"Nettosumme"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-15";"EUR";"SUMUP";"459,84";"0,00";"459,84"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-16";"EUR";"CASH";"226,90";"0,00";"226,90"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-16";"EUR";"SUMUP";"566,56";"0,00";"566,56"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-17";"EUR";"CASH";"143,06";"-16,50";"126,56"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-17";"EUR";"SUMUP";"764,01";"0,00";"764,01"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-18";"EUR";"CASH";"224,30";"0,00";"224,30"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-18";"EUR";"SUMUP";"816,39";"0,00";"816,39"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-19";"EUR";"CASH";"387,03";"0,00";"387,03"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-19";"EUR";"SUMUP";"1292,87";"0,00";"1292,87"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-20";"EUR";"CASH";"227,25";"0,00";"227,25"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-20";"EUR";"SUMUP";"748,46";"0,00";"748,46"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-21";"EUR";"CASH";"194,84";"0,00";"194,84"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-21";"EUR";"SUMUP";"436,10";"0,00";"436,10"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-22";"EUR";"CASH";"217,90";"0,00";"217,90"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-22";"EUR";"SUMUP";"301,53";"0,00";"301,53"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-23";"EUR";"CASH";"252,50";"0,00";"252,50"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-23";"EUR";"SUMUP";"678,92";"0,00";"678,92"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-24";"EUR";"CASH";"149,15";"0,00";"149,15"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-24";"EUR";"SUMUP";"608,75";"0,00";"608,75"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-25";"EUR";"CASH";"269,60";"-10,20";"259,40"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-25";"EUR";"SUMUP";"685,86";"0,00";"685,86"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-26";"EUR";"CASH";"365,95";"-3,30";"362,65"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-26";"EUR";"SUMUP";"1332,98";"0,00";"1332,98"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-27";"EUR";"CASH";"298,10";"0,00";"298,10"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-27";"EUR";"SUMUP";"806,33";"0,00";"806,33"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-28";"EUR";"CASH";"125,81";"0,00";"125,81"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-28";"EUR";"SUMUP";"487,68";"0,00";"487,68"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-29";"EUR";"CASH";"154,01";"0,00";"154,01"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-29";"EUR";"SUMUP";"692,04";"0,00";"692,04"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-30";"EUR";"CASH";"207,30";"0,00";"207,30"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-30";"EUR";"CREDIT_NOTE";"4,90";"-4,90";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-30";"EUR";"SUMUP";"623,57";"0,00";"623,57"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-31";"EUR";"CASH";"319,73";"0,00";"319,73"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-31";"EUR";"SUMUP";"624,07";"0,00";"624,07"
