"Geschäft";"Geschäfts ID";"Datum";"Währung";"MwSt";"Umsatz ohne Steuer";"Umsatz inkl. Steuer";"Rückerstattet (ohne Steuer)";"Rückerstattet ( inkl. Steuer)";"MwSt-Betrag"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-13";"EUR";"0,07";"412,59";"441,50";"0,00";"0,00";"28,91"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-13";"EUR";"0,19";"90,02";"107,13";"0,00";"0,00";"17,11"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-14";"EUR";"0,00";"167,41";"167,41";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-14";"EUR";"0,07";"480,84";"514,52";"0,00";"0,00";"33,68"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-14";"EUR";"0,19";"102,83";"122,42";"0,00";"0,00";"19,59"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-15";"EUR";"0,00";"54,90";"54,90";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-15";"EUR";"0,07";"505,94";"541,40";"0,00";"0,00";"35,46"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-15";"EUR";"0,19";"83,59";"99,50";"0,00";"0,00";"15,91"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-16";"EUR";"0,00";"157,44";"157,44";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-16";"EUR";"0,07";"336,34";"359,90";"0,00";"0,00";"23,56"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-16";"EUR";"0,19";"75,20";"89,50";"0,00";"0,00";"14,30"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-17";"EUR";"0,00";"195,10";"195,10";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-17";"EUR";"0,07";"458,45";"490,60";"0,00";"0,00";"32,15"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-17";"EUR";"0,19";"129,70";"154,40";"0,00";"0,00";"24,70"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-18";"EUR";"0,00";"104,52";"104,52";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-18";"EUR";"0,07";"541,88";"579,92";"0,00";"0,00";"38,04"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-18";"EUR";"0,19";"130,03";"154,77";"0,00";"0,00";"24,74"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-19";"EUR";"0,00";"267,86";"267,86";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-19";"EUR";"0,07";"664,45";"711,08";"7,94";"8,50";"46,07"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-19";"EUR";"0,19";"131,33";"156,30";"0,00";"0,00";"24,97"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-20";"EUR";"0,00";"171,20";"171,20";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-20";"EUR";"0,07";"652,45";"698,26";"0,00";"0,00";"45,81"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-20";"EUR";"0,19";"123,24";"146,70";"0,00";"0,00";"23,46"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-21";"EUR";"0,00";"213,79";"213,79";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-21";"EUR";"0,07";"686,42";"734,56";"0,00";"0,00";"48,14"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-21";"EUR";"0,19";"115,34";"137,30";"0,00";"0,00";"21,96"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-22";"EUR";"0,00";"182,90";"182,90";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-22";"EUR";"0,07";"290,08";"310,41";"0,00";"0,00";"20,33"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-22";"EUR";"0,19";"73,09";"87,00";"0,00";"0,00";"13,91"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-23";"EUR";"0,00";"115,20";"115,20";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-23";"EUR";"0,07";"318,53";"340,90";"0,00";"0,00";"22,37"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-23";"EUR";"0,19";"72,93";"86,80";"0,00";"0,00";"13,87"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-24";"EUR";"0,00";"122,37";"122,37";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-24";"EUR";"0,07";"366,58";"392,30";"0,00";"0,00";"25,72"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-24";"EUR";"0,19";"105,06";"125,05";"0,00";"0,00";"19,99"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-25";"EUR";"0,00";"174,22";"174,22";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-25";"EUR";"0,07";"517,23";"553,56";"0,00";"0,00";"36,33"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-25";"EUR";"0,19";"102,02";"121,40";"0,00";"0,00";"19,38"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-26";"EUR";"0,00";"98,90";"98,90";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-26";"EUR";"0,07";"268,27";"287,08";"0,00";"0,00";"18,81"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-26";"EUR";"0,19";"62,51";"74,40";"0,00";"0,00";"11,89"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-27";"EUR";"0,00";"59,16";"59,16";"5,10";"5,10";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-27";"EUR";"0,07";"546,50";"584,87";"7,85";"8,40";"37,82"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-27";"EUR";"0,19";"131,97";"157,04";"0,00";"0,00";"25,07"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-28";"EUR";"0,00";"221,60";"221,60";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-28";"EUR";"0,07";"742,39";"794,46";"0,00";"0,00";"52,07"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-28";"EUR";"0,19";"171,24";"203,80";"0,00";"0,00";"32,56"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-29";"EUR";"0,00";"149,30";"149,30";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-29";"EUR";"0,07";"510,25";"546,01";"9,82";"10,50";"35,08"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-29";"EUR";"0,19";"90,67";"107,95";"2,94";"3,50";"16,72"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-30";"EUR";"0,00";"173,30";"173,30";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-30";"EUR";"0,07";"310,62";"332,40";"0,00";"0,00";"21,78"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-30";"EUR";"0,19";"81,75";"97,30";"0,00";"0,00";"15,55"
