"Geschäft";"Geschäfts ID";"Datum und Uhrzeit";"Belegnummer";"Grund";"Buchungstext";"Währung";"Einnahmen";"Ausgaben";"Mehrwertsteuersatz";"Betrag MwSt";"Kassenbestand"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01 14:14:31";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6456";"Sonstige Einnahme";"";"EUR";"5,10";"";"0,00";"0,00";"272,75"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01 14:26:59";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6457";"Sonstige Einnahme";"";"EUR";"4,60";"";"0,00";"0,00";"277,35"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01 14:27:41";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6458";"Sonstige Einnahme";"";"EUR";"3,70";"";"0,00";"0,00";"281,05"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01 14:54:08";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6459";"Sonstige Einnahme";"";"EUR";"2,70";"";"0,00";"0,00";"283,75"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01 15:04:14";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6460";"Sonstige Einnahme";"";"EUR";"3,70";"";"0,00";"0,00";"287,45"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01 15:07:40";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6461";"Sonstige Einnahme";"";"EUR";"7,20";"";"0,00";"0,00";"294,65"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01 15:15:32";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6462";"Sonstige Einnahme";"";"EUR";"3,50";"";"0,00";"0,00";"298,15"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01 15:27:16";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6463";"Sonstige Einnahme";"";"EUR";"7,90";"";"0,00";"0,00";"306,05"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01 15:54:35";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6464";"Sonstige Einnahme";"";"EUR";"4,00";"";"0,00";"0,00";"310,05"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01 17:00:42";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6465";"Sonstige Einnahme";"";"EUR";"8,20";"";"0,00";"0,00";"318,25"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01 17:06:12";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6466";"Sonstige Einnahme";"";"EUR";"7,20";"";"0,00";"0,00";"325,45"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01 17:09:04";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6467";"Sonstige Einnahme";"";"EUR";"4,60";"";"0,00";"0,00";"330,05"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01 18:28:43";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6468";"Transfer von Kasse zur Bank";"";"EUR";"";"-180,05";"0,00";"0,00";"150,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-02 09:56:49";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6469";"Sonstige Einnahme";"";"EUR";"7,00";"";"0,00";"0,00";"157,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-02 10:35:13";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6470";"Sonstige Einnahme";"";"EUR";"4,00";"";"0,00";"0,00";"161,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-02 11:06:53";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6471";"Sonstige Einnahme";"";"EUR";"11,50";"";"0,00";"0,00";"172,50"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-02 11:14:51";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6472";"Sonstige Einnahme";"";"EUR";"3,30";"";"0,00";"0,00";"175,80"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-02 11:27:42";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6473";"Sonstige Einnahme";"";"EUR";"6,90";"";"0,00";"0,00";"182,70"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-02 12:38:45";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6474";"Sonstige Einnahme";"";"EUR";"4,00";"";"0,00";"0,00";"186,70"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-02 13:54:15";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6475";"Sonstige Einnahme";"";"EUR";"4,00";"";"0,00";"0,00";"190,70"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-02 15:33:13";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6476";"Sonstige Einnahme";"";"EUR";"7,10";"";"0,00";"0,00";"197,80"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-02 15:43:31";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6477";"Sonstige Einnahme";"";"EUR";"17,90";"";"0,00";"0,00";"215,70"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-02 16:11:12";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6478";"Sonstige Einnahme";"";"EUR";"4,90";"";"0,00";"0,00";"220,60"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-02 18:02:00";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6479";"Transfer von Kasse zur Bank";"";"EUR";"";"-70,60";"0,00";"0,00";"150,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-03 10:30:25";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6480";"Sonstige Einnahme";"";"EUR";"4,00";"";"0,00";"0,00";"154,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-03 10:40:15";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6481";"Sonstige Einnahme";"";"EUR";"4,00";"";"0,00";"0,00";"158,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-03 10:46:42";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6482";"Sonstige Einnahme";"";"EUR";"2,70";"";"0,00";"0,00";"160,70"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-03 11:28:34";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6483";"Sonstige Einnahme";"";"EUR";"4,00";"";"0,00";"0,00";"164,70"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-03 12:10:13";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6484";"Sonstige Einnahme";"";"EUR";"2,70";"";"0,00";"0,00";"167,40"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-03 12:20:15";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6485";"Sonstige Einnahme";"";"EUR";"10,00";"";"0,00";"0,00";"177,40"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-03 13:15:15";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6486";"Sonstige Einnahme";"";"EUR";"2,70";"";"0,00";"0,00";"180,10"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-03 13:41:52";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6487";"Sonstige Einnahme";"";"EUR";"9,30";"";"0,00";"0,00";"189,40"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-03 14:40:53";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6488";"Sonstige Einnahme";"";"EUR";"20,00";"";"0,00";"0,00";"209,40"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-03 14:40:53";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6489";"Wechselgeld";"";"EUR";"";"-13,40";"0,00";"0,00";"196,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-03 14:44:10";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6490";"Sonstige Einnahme";"";"EUR";"10,00";"";"0,00";"0,00";"206,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-03 14:44:10";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6491";"Wechselgeld";"";"EUR";"";"-1,40";"0,00";"0,00";"204,60"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-03 15:02:34";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6492";"Sonstige Einnahme";"";"EUR";"10,00";"";"0,00";"0,00";"214,60"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-03 15:02:34";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6493";"Wechselgeld";"";"EUR";"";"-2,70";"0,00";"0,00";"211,90"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-03 15:04:40";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6494";"Sonstige Einnahme";"";"EUR";"50,00";"";"0,00";"0,00";"261,90"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-03 15:04:41";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6495";"Wechselgeld";"";"EUR";"";"-46,50";"0,00";"0,00";"215,40"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-03 15:05:06";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6496";"Sonstige Einnahme";"";"EUR";"3,50";"";"0,00";"0,00";"218,90"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-03 15:39:01";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6497";"Sonstige Einnahme";"";"EUR";"2,90";"";"0,00";"0,00";"221,80"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-03 16:46:12";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6498";"Sonstige Einnahme";"";"EUR";"5,10";"";"0,00";"0,00";"226,90"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-03 18:17:17";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6499";"Transfer von Kasse zur Bank";"";"EUR";"";"-76,90";"0,00";"0,00";"150,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-04 09:54:03";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6500";"Sonstige Einnahme";"";"EUR";"7,50";"";"0,00";"0,00";"157,50"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-04 10:50:06";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6501";"Sonstige Einnahme";"";"EUR";"4,00";"";"0,00";"0,00";"161,50"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-04 11:04:23";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6502";"Sonstige Einnahme";"";"EUR";"13,30";"";"0,00";"0,00";"174,80"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-04 12:06:14";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6503";"Sonstige Einnahme";"";"EUR";"8,00";"";"0,00";"0,00";"182,80"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-04 12:33:35";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6504";"Sonstige Einnahme";"";"EUR";"12,80";"";"0,00";"0,00";"195,60"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-04 13:20:41";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6505";"Trinkgeldauszahlung";"Tips";"EUR";"";"-6,40";"0,00";"0,00";"189,20"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-04 13:31:32";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6506";"Sonstige Einnahme";"";"EUR";"5,00";"";"0,00";"0,00";"194,20"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-04 16:18:46";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6507";"Sonstige Einnahme";"";"EUR";"7,30";"";"0,00";"0,00";"201,50"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-04 16:36:45";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6508";"Sonstige Einnahme";"";"EUR";"3,80";"";"0,00";"0,00";"205,30"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-04 18:30:47";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6509";"Sonstige Einnahme";"";"EUR";"4,60";"";"0,00";"0,00";"209,90"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-04 18:36:37";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6510";"Transfer von Kasse zur Bank";"";"EUR";"";"-59,90";"0,00";"0,00";"150,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-05 09:29:35";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6511";"Sonstige Einnahme";"";"EUR";"7,30";"";"0,00";"0,00";"157,30"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-05 09:32:01";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6512";"Sonstige Einnahme";"";"EUR";"9,10";"";"0,00";"0,00";"166,40"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-05 10:55:25";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6513";"Sonstige Einnahme";"";"EUR";"8,80";"";"0,00";"0,00";"175,20"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-05 10:55:55";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6514";"Sonstige Einnahme";"";"EUR";"7,70";"";"0,00";"0,00";"182,90"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-05 11:57:05";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6515";"Sonstige Einnahme";"";"EUR";"8,20";"";"0,00";"0,00";"191,10"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-05 11:57:46";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6516";"Sonstige Einnahme";"";"EUR";"4,90";"";"0,00";"0,00";"196,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-05 12:03:58";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6517";"Sonstige Einnahme";"";"EUR";"7,70";"";"0,00";"0,00";"203,70"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-05 12:14:08";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6518";"Sonstige Einnahme";"";"EUR";"3,50";"";"0,00";"0,00";"207,20"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-05 12:29:58";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6519";"Sonstige Einnahme";"";"EUR";"4,55";"";"0,00";"0,00";"211,75"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-05 12:39:45";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6520";"Sonstige Einnahme";"";"EUR";"10,00";"";"0,00";"0,00";"221,75"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-05 14:26:17";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6521";"Sonstige Einnahme";"";"EUR";"9,80";"";"0,00";"0,00";"231,55"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-05 15:20:41";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6522";"Sonstige Einnahme";"";"EUR";"12,62";"";"0,00";"0,00";"244,17"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-05 15:57:04";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6523";"Sonstige Einnahme";"";"EUR";"7,70";"";"0,00";"0,00";"251,87"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-05 16:19:14";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6524";"Sonstige Einnahme";"";"EUR";"50,00";"";"0,00";"0,00";"301,87"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-05 16:19:14";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6525";"Wechselgeld";"";"EUR";"";"-30,92";"0,00";"0,00";"270,95"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-05 16:26:12";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6526";"Sonstige Einnahme";"";"EUR";"2,70";"";"0,00";"0,00";"273,65"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-05 16:29:24";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6527";"Sonstige Einnahme";"";"EUR";"10,00";"";"0,00";"0,00";"283,65"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-05 16:29:24";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6528";"Wechselgeld";"";"EUR";"";"-1,20";"0,00";"0,00";"282,45"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-05 16:47:37";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6529";"Sonstige Einnahme";"";"EUR";"10,02";"";"0,00";"0,00";"292,47"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-05 16:47:37";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6530";"Wechselgeld";"";"EUR";"";"-0,50";"0,00";"0,00";"291,97"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-05 16:52:01";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6531";"Sonstige Einnahme";"";"EUR";"6,20";"";"0,00";"0,00";"298,17"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-05 16:58:42";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6532";"Sonstige Einnahme";"";"EUR";"5,00";"";"0,00";"0,00";"303,17"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-05 16:58:43";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6533";"Wechselgeld";"";"EUR";"";"-2,10";"0,00";"0,00";"301,07"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-05 17:04:41";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6534";"Sonstige Einnahme";"";"EUR";"10,00";"";"0,00";"0,00";"311,07"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-05 17:04:41";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6535";"Wechselgeld";"";"EUR";"";"-5,60";"0,00";"0,00";"305,47"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-05 17:07:49";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6536";"Sonstige Einnahme";"";"EUR";"16,00";"";"0,00";"0,00";"321,47"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-05 17:36:00";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6537";"Sonstige Einnahme";"";"EUR";"9,50";"";"0,00";"0,00";"330,97"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-05 18:02:55";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6538";"Sonstige Einnahme";"";"EUR";"13,20";"";"0,00";"0,00";"344,17"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-05 18:58:40";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6539";"Transfer von Kasse zur Bank";"";"EUR";"";"-171,13";"0,00";"0,00";"173,04"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-05 18:59:17";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6540";"Transfer von Kasse zur Bank";"";"EUR";"";"-23,04";"0,00";"0,00";"150,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-06 11:29:11";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6541";"Sonstige Einnahme";"";"EUR";"10,30";"";"0,00";"0,00";"160,30"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-06 12:16:44";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6542";"Sonstige Einnahme";"";"EUR";"3,80";"";"0,00";"0,00";"164,10"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-06 12:41:53";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6543";"Sonstige Einnahme";"";"EUR";"7,30";"";"0,00";"0,00";"171,40"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-06 12:47:53";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6544";"Sonstige Einnahme";"";"EUR";"8,80";"";"0,00";"0,00";"180,20"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-06 13:06:07";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6545";"Sonstige Einnahme";"";"EUR";"6,60";"";"0,00";"0,00";"186,80"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-06 13:10:41";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6546";"Sonstige Einnahme";"";"EUR";"8,30";"";"0,00";"0,00";"195,10"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-06 15:30:08";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6547";"Sonstige Einnahme";"";"EUR";"6,50";"";"0,00";"0,00";"201,60"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-06 17:02:10";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6548";"Sonstige Einnahme";"";"EUR";"5,00";"";"0,00";"0,00";"206,60"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-06 18:12:35";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6549";"Transfer von Kasse zur Bank";"";"EUR";"";"-56,60";"0,00";"0,00";"150,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-07 10:10:33";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6550";"Sonstige Einnahme";"";"EUR";"3,70";"";"0,00";"0,00";"153,70"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-07 10:31:34";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6551";"Sonstige Einnahme";"";"EUR";"5,60";"";"0,00";"0,00";"159,30"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-07 10:32:30";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6552";"Sonstige Einnahme";"";"EUR";"5,80";"";"0,00";"0,00";"165,10"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-07 11:39:02";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6553";"Sonstige Einnahme";"";"EUR";"2,70";"";"0,00";"0,00";"167,80"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-07 11:39:08";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6554";"Sonstige Einnahme";"";"EUR";"4,40";"";"0,00";"0,00";"172,20"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-07 11:40:47";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6555";"Sonstige Einnahme";"";"EUR";"9,40";"";"0,00";"0,00";"181,60"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-07 12:11:07";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6556";"Sonstige Einnahme";"";"EUR";"4,40";"";"0,00";"0,00";"186,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-07 12:27:54";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-6557";"Sonstige Einnahme";"";"EUR";"4,40";"";"0,00";"0,00";"190,40"
