"Geschäft";"Geschäfts ID";"Datum";"Währung";"Zahlungsart";"Trinkgeld-Betrag"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01";"EUR";"SUMUP";"1,41"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01";"EUR";"SUMUP";"1,30"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01";"EUR";"SUMUP";"0,40"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01";"EUR";"SUMUP";"1,53"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01";"EUR";"SUMUP";"1,17"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01";"EUR";"SUMUP";"1,11"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01";"EUR";"SUMUP";"1,14"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01";"EUR";"SUMUP";"3,44"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01";"EUR";"SUMUP";"2,55"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01";"EUR";"SUMUP";"2,32"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01";"EUR";"SUMUP";"1,45"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01";"EUR";"SUMUP";"0,50"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01";"EUR";"SUMUP";"1,08"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01";"EUR";"SUMUP";"1,58"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01";"EUR";"SUMUP";"1,08"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01";"EUR";"SUMUP";"1,00"
