"Geschäft";"Geschäfts ID";"Datum";"Währung";"Zahlungsart";"Betrag";"Rückerstatteter Betrag";"Nettosumme"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-25";"EUR";"CASH";"208,10";"0,00";"208,10"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-25";"EUR";"SUMUP";"670,01";"0,00";"670,01"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-26";"EUR";"CASH";"131,51";"0,00";"131,51"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-26";"EUR";"SUMUP";"352,70";"0,00";"352,70"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-27";"EUR";"CASH";"232,10";"-13,50";"218,60"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-27";"EUR";"SUMUP";"603,05";"0,00";"603,05"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-28";"EUR";"CASH";"169,42";"0,00";"169,42"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-28";"EUR";"SUMUP";"1102,52";"0,00";"1102,52"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-29";"EUR";"CASH";"173,00";"0,00";"173,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-29";"EUR";"SUMUP";"675,75";"-14,00";"661,75"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-30";"EUR";"CASH";"210,10";"0,00";"210,10"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-30";"EUR";"SUMUP";"415,99";"0,00";"415,99"
