"Geschäft";"Geschäfts ID";"Datum";"Währung";"Umsatz inkl. Steuer";"Umsatz ohne Steuer";"Betrag MwSt";"Gesamtrabatt";"Gesamt Stornos";"Gesamtrückerstattung (inkl. Steuer)";"Gesamtrückerstattung (ohne Steuer)";"Gesamt Zahlungen";"Gesamtausgaben";"Gesamtbetrag Kundenkonten";"Gesamtbetrag Trinkgeld"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-01";"EUR";"1056,48";"975,78";"80,70";"16,83";"0,00";"0,00";"0,00";"1106,31";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-02";"EUR";"533,99";"495,25";"38,74";"8,00";"0,00";"0,00";"0,00";"568,01";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-03";"EUR";"681,80";"635,88";"45,92";"20,40";"0,00";"0,00";"0,00";"717,02";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-04";"EUR";"543,80";"499,62";"44,18";"5,30";"0,00";"0,00";"0,00";"573,11";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-05";"EUR";"571,19";"527,51";"43,68";"10,08";"4,90";"0,00";"0,00";"594,23";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-06";"EUR";"733,17";"679,21";"53,96";"18,85";"0,00";"0,00";"0,00";"767,11";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-07";"EUR";"1933,86";"1768,64";"165,22";"15,27";"0,00";"0,00";"0,00";"2030,45";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-08";"EUR";"875,80";"802,08";"73,62";"20,40";"0,00";"-1,50";"-1,40";"917,92";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-09";"EUR";"1265,74";"1161,08";"104,18";"0,00";"0,00";"-7,30";"-6,82";"1327,74";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-10";"EUR";"602,72";"549,34";"53,38";"3,18";"0,00";"0,00";"0,00";"631,74";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-11";"EUR";"765,21";"706,38";"58,83";"2,34";"0,00";"0,00";"0,00";"803,11";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-12";"EUR";"747,32";"699,01";"48,31";"12,63";"0,00";"0,00";"0,00";"775,34";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-13";"EUR";"666,80";"620,78";"46,02";"19,28";"0,00";"0,00";"0,00";"687,43";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-14";"EUR";"804,35";"751,08";"53,27";"15,97";"0,00";"0,00";"0,00";"843,95";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-15";"EUR";"695,80";"644,43";"51,37";"0,00";"0,00";"0,00";"0,00";"730,88";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-16";"EUR";"606,84";"568,98";"37,86";"4,00";"0,00";"0,00";"0,00";"633,40";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-06-17";"EUR";"840,10";"783,25";"56,85";"4,70";"0,00";"0,00";"0,00";"866,91";"0,00";"0,00";"0,00"
