"Geschäft";"Geschäfts ID";"Datum und Uhrzeit";"Belegnummer";"Grund";"Buchungstext";"Währung";"Einnahmen";"Ausgaben";"Mehrwertsteuersatz";"Betrag MwSt";"Kassenbestand"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-02 14:30:35";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2686";"Sonstige Einnahme";"";"EUR";"7,30";"";"0,00";"0,00";"216,50"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-02 15:04:26";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2687";"Sonstige Einnahme";"";"EUR";"3,50";"";"0,00";"0,00";"220,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-02 15:39:50";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2688";"Sonstige Einnahme";"";"EUR";"3,50";"";"0,00";"0,00";"223,50"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-02 15:40:46";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2689";"Sonstige Einnahme";"";"EUR";"6,90";"";"0,00";"0,00";"230,40"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-02 15:41:47";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2690";"Sonstige Einnahme";"";"EUR";"6,50";"";"0,00";"0,00";"236,90"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-02 15:48:56";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2691";"Sonstige Einnahme";"";"EUR";"4,20";"";"0,00";"0,00";"241,10"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-02 18:30:02";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2692";"Transfer von Kasse zur Bank";"";"EUR";"";"-91,10";"0,00";"0,00";"150,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-03 11:32:12";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2693";"Sonstige Einnahme";"";"EUR";"6,40";"";"0,00";"0,00";"156,40"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-03 12:11:05";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2694";"Sonstige Einnahme";"";"EUR";"9,20";"";"0,00";"0,00";"165,60"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-03 12:27:26";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2695";"Sonstige Einnahme";"";"EUR";"8,80";"";"0,00";"0,00";"174,40"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-03 12:28:28";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2696";"Sonstige Einnahme";"";"EUR";"4,90";"";"0,00";"0,00";"179,30"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-03 12:44:16";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2697";"Sonstige Einnahme";"";"EUR";"17,40";"";"0,00";"0,00";"196,70"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-03 13:49:47";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2698";"Sonstige Einnahme";"";"EUR";"3,30";"";"0,00";"0,00";"200,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-03 14:15:04";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2699";"Sonstige Einnahme";"";"EUR";"3,50";"";"0,00";"0,00";"203,50"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-03 14:18:22";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2700";"Sonstige Einnahme";"";"EUR";"3,50";"";"0,00";"0,00";"207,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-03 14:31:31";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2701";"Sonstige Einnahme";"";"EUR";"5,10";"";"0,00";"0,00";"212,10"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-03 15:33:14";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2702";"Sonstige Einnahme";"";"EUR";"4,00";"";"0,00";"0,00";"216,10"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-03 16:07:56";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2703";"Sonstige Einnahme";"";"EUR";"6,80";"";"0,00";"0,00";"222,90"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-03 16:48:51";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2704";"Sonstige Einnahme";"";"EUR";"3,70";"";"0,00";"0,00";"226,60"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-03 18:03:39";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2705";"Transfer von Kasse zur Bank";"";"EUR";"";"-76,60";"0,00";"0,00";"150,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-04 10:18:09";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2706";"Sonstige Einnahme";"";"EUR";"7,00";"";"0,00";"0,00";"157,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-04 10:19:32";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2707";"Sonstige Einnahme";"";"EUR";"8,00";"";"0,00";"0,00";"165,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-04 10:33:58";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2708";"Sonstige Einnahme";"";"EUR";"7,00";"";"0,00";"0,00";"172,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-04 10:36:45";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2709";"Sonstige Einnahme";"";"EUR";"7,10";"";"0,00";"0,00";"179,10"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-04 12:04:40";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2710";"Sonstige Einnahme";"";"EUR";"7,60";"";"0,00";"0,00";"186,70"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-04 12:41:50";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2711";"Sonstige Einnahme";"";"EUR";"4,40";"";"0,00";"0,00";"191,10"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-04 13:13:18";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2712";"Sonstige Einnahme";"";"EUR";"9,10";"";"0,00";"0,00";"200,20"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-04 13:38:31";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2713";"Sonstige Einnahme";"";"EUR";"4,97";"";"0,00";"0,00";"205,17"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-04 13:52:21";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2714";"Sonstige Einnahme";"";"EUR";"4,00";"";"0,00";"0,00";"209,17"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-04 13:53:23";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2715";"Sonstige Einnahme";"";"EUR";"4,00";"";"0,00";"0,00";"213,17"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-04 14:02:10";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2716";"Sonstige Einnahme";"";"EUR";"8,80";"";"0,00";"0,00";"221,97"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-04 14:52:25";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2717";"Sonstige Einnahme";"";"EUR";"4,00";"";"0,00";"0,00";"225,97"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-04 15:21:26";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2718";"Sonstige Einnahme";"";"EUR";"7,30";"";"0,00";"0,00";"233,27"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-04 15:52:18";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2719";"Sonstige Einnahme";"";"EUR";"6,60";"";"0,00";"0,00";"239,87"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-04 15:53:14";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2720";"Sonstige Einnahme";"";"EUR";"3,30";"";"0,00";"0,00";"243,17"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-04 16:03:24";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2721";"Sonstige Einnahme";"";"EUR";"9,80";"";"0,00";"0,00";"252,97"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-04 16:56:35";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2722";"Sonstige Einnahme";"";"EUR";"3,50";"";"0,00";"0,00";"256,47"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-04 17:12:37";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2723";"Sonstige Einnahme";"";"EUR";"4,00";"";"0,00";"0,00";"260,47"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-04 17:17:29";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2724";"Sonstige Einnahme";"";"EUR";"2,70";"";"0,00";"0,00";"263,17"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-04 18:28:27";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2725";"Transfer von Kasse zur Bank";"";"EUR";"";"-113,17";"0,00";"0,00";"150,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-05 09:52:44";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2726";"Sonstige Einnahme";"";"EUR";"4,60";"";"0,00";"0,00";"154,60"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-05 10:09:25";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2727";"Sonstige Einnahme";"";"EUR";"6,70";"";"0,00";"0,00";"161,30"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-05 10:28:54";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2728";"Sonstige Einnahme";"";"EUR";"4,00";"";"0,00";"0,00";"165,30"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-05 10:56:54";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2729";"Sonstige Einnahme";"";"EUR";"6,70";"";"0,00";"0,00";"172,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-05 12:05:00";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2730";"Sonstige Einnahme";"";"EUR";"2,70";"";"0,00";"0,00";"174,70"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-05 12:07:54";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2731";"Sonstige Einnahme";"";"EUR";"7,30";"";"0,00";"0,00";"182,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-05 13:01:09";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2732";"Sonstige Einnahme";"";"EUR";"4,20";"";"0,00";"0,00";"186,20"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-05 13:19:06";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2733";"Sonstige Einnahme";"";"EUR";"2,80";"";"0,00";"0,00";"189,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-05 13:42:08";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2734";"Sonstige Einnahme";"";"EUR";"8,00";"";"0,00";"0,00";"197,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-05 13:42:14";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2735";"Sonstige Einnahme";"";"EUR";"4,00";"";"0,00";"0,00";"201,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-05 14:09:31";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2736";"Sonstige Einnahme";"";"EUR";"8,30";"";"0,00";"0,00";"209,30"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-05 14:10:50";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2737";"Sonstige Einnahme";"";"EUR";"16,50";"";"0,00";"0,00";"225,80"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-05 14:18:17";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2738";"Sonstige Einnahme";"";"EUR";"17,70";"";"0,00";"0,00";"243,50"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-05 14:32:10";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2739";"Sonstige Einnahme";"";"EUR";"3,70";"";"0,00";"0,00";"247,20"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-05 14:33:09";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2740";"Sonstige Einnahme";"";"EUR";"9,00";"";"0,00";"0,00";"256,20"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-05 14:48:15";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2741";"Sonstige Einnahme";"";"EUR";"6,20";"";"0,00";"0,00";"262,40"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-05 14:50:32";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2742";"Sonstige Einnahme";"";"EUR";"8,00";"";"0,00";"0,00";"270,40"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-05 15:23:10";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2743";"Sonstige Einnahme";"";"EUR";"6,20";"";"0,00";"0,00";"276,60"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-05 15:24:37";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2744";"Sonstige Einnahme";"";"EUR";"6,20";"";"0,00";"0,00";"282,80"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-05 15:46:06";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2745";"Sonstige Einnahme";"";"EUR";"6,40";"";"0,00";"0,00";"289,20"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-05 16:22:55";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2746";"Sonstige Einnahme";"";"EUR";"17,80";"";"0,00";"0,00";"307,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-05 18:01:03";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2747";"Transfer von Kasse zur Bank";"";"EUR";"";"-157,00";"0,00";"0,00";"150,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-06 11:04:47";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2748";"Sonstige Einnahme";"";"EUR";"2,70";"";"0,00";"0,00";"152,70"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-06 12:16:19";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2749";"Sonstige Einnahme";"";"EUR";"4,00";"";"0,00";"0,00";"156,70"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-06 12:37:19";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2750";"Sonstige Einnahme";"";"EUR";"9,20";"";"0,00";"0,00";"165,90"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-06 12:40:54";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2751";"Sonstige Einnahme";"";"EUR";"5,46";"";"0,00";"0,00";"171,36"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-06 12:49:41";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2752";"Sonstige Einnahme";"";"EUR";"10,40";"";"0,00";"0,00";"181,76"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-06 13:09:18";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2753";"Sonstige Einnahme";"";"EUR";"8,00";"";"0,00";"0,00";"189,76"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-06 14:12:47";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2754";"Sonstige Einnahme";"";"EUR";"8,00";"";"0,00";"0,00";"197,76"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-06 14:23:57";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2755";"Sonstige Einnahme";"";"EUR";"18,20";"";"0,00";"0,00";"215,96"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-06 14:30:39";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2756";"Sonstige Einnahme";"";"EUR";"4,55";"";"0,00";"0,00";"220,51"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-06 16:14:16";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2757";"Sonstige Einnahme";"";"EUR";"14,70";"";"0,00";"0,00";"235,21"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-06 16:56:36";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2758";"Sonstige Einnahme";"";"EUR";"4,60";"";"0,00";"0,00";"239,81"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-06 16:57:59";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2759";"Sonstige Einnahme";"";"EUR";"4,00";"";"0,00";"0,00";"243,81"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-06 17:23:52";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2760";"Sonstige Einnahme";"";"EUR";"12,00";"";"0,00";"0,00";"255,81"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-06 17:27:55";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2761";"Sonstige Einnahme";"";"EUR";"4,90";"";"0,00";"0,00";"260,71"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-06 17:38:54";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2762";"Sonstige Einnahme";"";"EUR";"4,00";"";"0,00";"0,00";"264,71"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-06 17:42:57";"56297-28245446-D325-4F3D-9C53-5A3EDDFEA119-2763";"Sonstige Einnahme";"";"EUR";"7,84";"";"0,00";"0,00";"272,55"
