"Geschäft";"Geschäfts ID";"Datum";"Währung";"Umsatz inkl. Steuer";"Umsatz ohne Steuer";"Betrag MwSt";"Gesamtrabatt";"Gesamt Stornos";"Gesamtrückerstattung (inkl. Steuer)";"Gesamtrückerstattung (ohne Steuer)";"Gesamt Zahlungen";"Gesamtausgaben";"Gesamtbetrag Kundenkonten";"Gesamtbetrag Trinkgeld"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-01";"EUR";"1142,12";"1056,06";"84,40";"4,14";"0,00";"-19,10";"-17,44";"1182,26";"0,00";"0,00";"59,24"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-02";"EUR";"806,90";"743,11";"63,79";"4,30";"0,00";"0,00";"0,00";"854,80";"0,00";"0,00";"47,90"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-03";"EUR";"229,10";"210,98";"18,12";"0,00";"0,00";"0,00";"0,00";"235,95";"0,00";"0,00";"6,85"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-04";"EUR";"546,78";"505,75";"41,03";"10,19";"0,00";"0,00";"0,00";"563,34";"0,00";"0,00";"16,56"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-05";"EUR";"435,00";"403,40";"31,60";"14,90";"0,00";"0,00";"0,00";"453,93";"0,00";"0,00";"18,93"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-06";"EUR";"449,62";"412,82";"36,80";"3,72";"0,00";"0,00";"0,00";"469,49";"0,00";"0,00";"19,87"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-07";"EUR";"550,02";"506,68";"43,34";"0,80";"0,00";"0,00";"0,00";"579,65";"0,00";"0,00";"29,63"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-08";"EUR";"1458,74";"1342,58";"116,16";"3,45";"0,00";"0,00";"0,00";"1528,12";"0,00";"0,00";"69,38"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-09";"EUR";"767,01";"703,52";"63,49";"1,95";"0,00";"0,00";"0,00";"807,82";"0,00";"0,00";"40,81"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-10";"EUR";"379,69";"350,07";"29,62";"0,00";"0,00";"0,00";"0,00";"399,33";"0,00";"0,00";"19,64"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-11";"EUR";"296,72";"270,76";"25,96";"0,00";"0,00";"0,00";"0,00";"313,82";"0,00";"0,00";"17,10"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-12";"EUR";"317,36";"295,10";"22,26";"1,50";"0,00";"0,00";"0,00";"327,35";"0,00";"0,00";"9,99"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-13";"EUR";"491,15";"454,39";"36,76";"6,66";"0,00";"0,00";"0,00";"508,22";"0,00";"0,00";"17,07"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-14";"EUR";"610,38";"565,58";"44,80";"20,10";"0,00";"0,00";"0,00";"636,86";"0,00";"0,00";"26,48"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-15";"EUR";"1122,62";"1033,35";"89,27";"1,95";"0,00";"0,00";"0,00";"1185,17";"0,00";"0,00";"62,55"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-16";"EUR";"729,80";"673,31";"56,49";"3,10";"0,00";"-20,00";"-20,00";"751,86";"0,00";"0,00";"42,06"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-17";"EUR";"454,08";"418,78";"35,30";"8,02";"0,00";"0,00";"0,00";"471,60";"0,00";"0,00";"17,52"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-18";"EUR";"408,94";"377,28";"31,66";"0,00";"0,00";"0,00";"0,00";"432,72";"0,00";"0,00";"23,78"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-19";"EUR";"546,37";"505,84";"40,53";"9,79";"0,00";"0,00";"0,00";"566,34";"0,00";"0,00";"19,97"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-20";"EUR";"509,19";"465,70";"43,49";"2,97";"0,00";"0,00";"0,00";"526,23";"0,00";"0,00";"17,04"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-21";"EUR";"821,39";"755,20";"65,02";"0,00";"0,00";"-17,91";"-16,74";"833,98";"0,00";"0,00";"30,50"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-22";"EUR";"1030,11";"946,65";"83,46";"4,83";"0,00";"0,00";"0,00";"1076,70";"0,00";"0,00";"46,59"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-23";"EUR";"1254,40";"1150,25";"104,15";"9,29";"0,00";"0,00";"0,00";"1300,04";"0,00";"0,00";"45,64"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-24";"EUR";"436,24";"399,45";"36,79";"9,38";"0,00";"0,00";"0,00";"454,79";"0,00";"0,00";"18,55"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-25";"EUR";"301,91";"277,11";"24,80";"0,99";"0,00";"0,00";"0,00";"317,54";"0,00";"0,00";"15,63"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-26";"EUR";"407,73";"374,40";"32,84";"0,00";"0,00";"-7,50";"-7,01";"413,70";"0,00";"0,00";"13,47"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-27";"EUR";"427,55";"389,59";"37,96";"1,86";"0,00";"0,00";"0,00";"439,69";"0,00";"0,00";"12,14"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-28";"EUR";"644,30";"597,05";"47,25";"5,22";"0,00";"0,00";"0,00";"678,16";"0,00";"0,00";"33,86"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-01";"EUR";"1142,12";"1056,06";"84,40";"4,14";"0,00";"-19,10";"-17,44";"1182,26";"0,00";"0,00";"59,24"
