"Geschäft";"Geschäfts ID";"Datum";"Währung";"Zahlungsart";"Trinkgeld-Betrag"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-01";"EUR";"SUMUP";"1,89"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-01";"EUR";"SUMUP";"2,21"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-01";"EUR";"SUMUP";"2,78"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-01";"EUR";"SUMUP";"0,50"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-01";"EUR";"SUMUP";"2,62"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-01";"EUR";"SUMUP";"1,13"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-01";"EUR";"SUMUP";"1,06"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-01";"EUR";"SUMUP";"2,10"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-01";"EUR";"SUMUP";"2,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-01";"EUR";"SUMUP";"1,56"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-01";"EUR";"SUMUP";"1,50"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-01";"EUR";"SUMUP";"1,86"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-01";"EUR";"SUMUP";"1,98"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-01";"EUR";"SUMUP";"2,76"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-01";"EUR";"SUMUP";"3,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-01";"EUR";"SUMUP";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-01";"EUR";"SUMUP";"1,13"
