"Geschäft";"Geschäfts ID";"Datum";"Währung";"Zahlungsart";"Betrag";"Rückerstatteter Betrag";"Nettosumme"
"Suedseite - Bakery and Roastery";"55978";"2025-06-15";"EUR";"CASH";"384,42";"0,00";"384,42"
"Suedseite - Bakery and Roastery";"55978";"2025-06-15";"EUR";"SUMUP";"983,67";"0,00";"983,67"
"Suedseite - Bakery and Roastery";"55978";"2025-06-17";"EUR";"CASH";"377,10";"0,00";"377,10"
"Suedseite - Bakery and Roastery";"55978";"2025-06-17";"EUR";"SUMUP";"451,45";"0,00";"451,45"
"Suedseite - Bakery and Roastery";"55978";"2025-06-18";"EUR";"CASH";"500,83";"0,00";"500,83"
"Suedseite - Bakery and Roastery";"55978";"2025-06-18";"EUR";"SUMUP";"202,86";"0,00";"202,86"
"Suedseite - Bakery and Roastery";"55978";"2025-06-19";"EUR";"CASH";"351,70";"0,00";"351,70"
"Suedseite - Bakery and Roastery";"55978";"2025-06-19";"EUR";"SUMUP";"830,95";"0,00";"830,95"
"Suedseite - Bakery and Roastery";"55978";"2025-06-20";"EUR";"CASH";"360,30";"0,00";"360,30"
"Suedseite - Bakery and Roastery";"55978";"2025-06-20";"EUR";"SUMUP";"735,88";"0,00";"735,88"
"Suedseite - Bakery and Roastery";"55978";"2025-06-21";"EUR";"CASH";"472,80";"0,00";"472,80"
"Suedseite - Bakery and Roastery";"55978";"2025-06-21";"EUR";"SUMUP";"943,32";"0,00";"943,32"
"Suedseite - Bakery and Roastery";"55978";"2025-06-22";"EUR";"CASH";"384,15";"0,00";"384,15"
"Suedseite - Bakery and Roastery";"55978";"2025-06-22";"EUR";"SUMUP";"969,98";"0,00";"969,98"
"Suedseite - Bakery and Roastery";"55978";"2025-06-23";"EUR";"SUMUP";"25,00";"0,00";"25,00"
"Suedseite - Bakery and Roastery";"55978";"2025-06-24";"EUR";"CASH";"367,70";"-4,00";"363,70"
"Suedseite - Bakery and Roastery";"55978";"2025-06-24";"EUR";"SUMUP";"508,83";"0,00";"508,83"
"Suedseite - Bakery and Roastery";"55978";"2025-06-25";"EUR";"CASH";"378,00";"0,00";"378,00"
"Suedseite - Bakery and Roastery";"55978";"2025-06-25";"EUR";"SUMUP";"524,81";"0,00";"524,81"
"Suedseite - Bakery and Roastery";"55978";"2025-06-26";"EUR";"CASH";"318,90";"0,00";"318,90"
"Suedseite - Bakery and Roastery";"55978";"2025-06-26";"EUR";"SUMUP";"470,49";"0,00";"470,49"
"Suedseite - Bakery and Roastery";"55978";"2025-06-27";"EUR";"CASH";"521,05";"0,00";"521,05"
"Suedseite - Bakery and Roastery";"55978";"2025-06-27";"EUR";"CREDIT_NOTE";"20,10";"0,00";"20,10"
"Suedseite - Bakery and Roastery";"55978";"2025-06-27";"EUR";"SUMUP";"556,04";"0,00";"556,04"
"Suedseite - Bakery and Roastery";"55978";"2025-06-28";"EUR";"CASH";"354,30";"0,00";"354,30"
"Suedseite - Bakery and Roastery";"55978";"2025-06-28";"EUR";"SUMUP";"663,56";"0,00";"663,56"
"Suedseite - Bakery and Roastery";"55978";"2025-06-29";"EUR";"CASH";"251,30";"0,00";"251,30"
"Suedseite - Bakery and Roastery";"55978";"2025-06-29";"EUR";"SUMUP";"1105,93";"0,00";"1105,93"
