"Datum geschlossen";"Geschäfts ID";"Geschäft";"Erstattungsnummer";"Bestellnummer";"Von Verkäufer eröffnet";"Anmerkungen";"Produkt";"Artikelnummer";"Menge";"Gutscheincode";"Währung";"Umsatz inkl. Steuer";"Umsatz ohne Steuer";"MwSt.-Betrag"
"2025-07-03 15:28:23";"56297";"Suedseite - Coffee Roasters & Bakery";"60B6844B-E608-4000-A44A-719EB4C00FAE";"8A562BCA-D744-49EF-ACE4-D993109CF2AD";"Vendeur";"Returned item";"Kinder Kakao";"";"-1";"";"EUR";"-2,50";"-2,34";"-0,16"
"2025-07-05 16:04:33";"56297";"Suedseite - Coffee Roasters & Bakery";"9BE0E81A-5318-443D-9422-734BAB4882EA";"0123F677-9F1E-4476-B0D6-3CA556D49D7C";"Vendeur";"I made a mistake and want to cancel the order";"Croissant plain";"";"-1";"";"EUR";"-2,70";"-2,52";"-0,18"
"2025-07-10 16:50:13";"56297";"Suedseite - Coffee Roasters & Bakery";"552DA0F4-22AF-42BD-843F-ECF77B0F8DC5";"4FABC788-E83D-4E5A-87DA-F95188798153";"Vendeur";"I made a mistake and want to cancel the order";"Limo";"";"-1";"";"EUR";"-3,50";"-2,94";"-0,56"
"2025-07-11 16:27:21";"56297";"Suedseite - Coffee Roasters & Bakery";"C48035D6-194D-4AB8-BA3B-9235E4167855";"948E608F-4E68-4437-829A-882C4928F486";"Vendeur";"I made a mistake and want to cancel the order";"Iced Matcha";"";"-1";"";"EUR";"-5,10";"-5,10";"0,00"
"2025-07-11 16:27:21";"56297";"Suedseite - Coffee Roasters & Bakery";"C48035D6-194D-4AB8-BA3B-9235E4167855";"948E608F-4E68-4437-829A-882C4928F486";"Vendeur";"I made a mistake and want to cancel the order";"Iced Americano";"";"-1";"";"EUR";"-3,90";"-3,90";"0,00"
"2025-07-12 12:47:53";"56297";"Suedseite - Coffee Roasters & Bakery";"5EB38026-6C87-497F-881C-304D8CCED1AE";"46A2DAD6-97AB-42B9-B87D-78177AEF2727";"Vendeur";"I made a mistake and want to cancel the order";"Chai";"";"-1";"";"EUR";"-4,60";"-4,30";"-0,30"
"2025-07-12 12:47:53";"56297";"Suedseite - Coffee Roasters & Bakery";"5EB38026-6C87-497F-881C-304D8CCED1AE";"46A2DAD6-97AB-42B9-B87D-78177AEF2727";"Vendeur";"I made a mistake and want to cancel the order";"Flat White";"";"-2";"";"EUR";"-8,00";"-7,48";"-0,52"
"2025-07-12 14:14:30";"56297";"Suedseite - Coffee Roasters & Bakery";"CEE130FD-AEE1-4DA0-BFD4-8CE9C51565B2";"D8A302E0-AEC0-4F0D-8FC2-1BD5B225F3A1";"Vendeur";"I made a mistake and want to cancel the order";"Pias Kombucha";"";"-1";"";"EUR";"-3,90";"-3,28";"-0,62"
"2025-07-12 14:14:30";"56297";"Suedseite - Coffee Roasters & Bakery";"CEE130FD-AEE1-4DA0-BFD4-8CE9C51565B2";"D8A302E0-AEC0-4F0D-8FC2-1BD5B225F3A1";"Vendeur";"I made a mistake and want to cancel the order";"Pias Kombucha";"";"-1";"";"EUR";"-3,90";"-3,28";"-0,62"
"2025-07-12 14:18:14";"56297";"Suedseite - Coffee Roasters & Bakery";"12AE7FA9-3AD8-4F35-919D-62C34CCA8143";"A5958E48-B821-4CE5-88A8-F62179661FA4";"Vendeur";"I made a mistake and want to cancel the order";"Iced Flatwhite";"";"-2";"";"EUR";"-8,40";"-8,40";"0,00"
"2025-07-17 11:51:18";"56297";"Suedseite - Coffee Roasters & Bakery";"1AA9F093-6C7E-4B16-9DE3-4847D10E0D51";"14EF30D4-9129-4718-9436-46E077ACD005";"Vendeur";"I made a mistake and want to cancel the order";"Cortado";"";"-2";"";"EUR";"-8,20";"-6,89";"-1,31"
"2025-07-17 11:51:18";"56297";"Suedseite - Coffee Roasters & Bakery";"1AA9F093-6C7E-4B16-9DE3-4847D10E0D51";"14EF30D4-9129-4718-9436-46E077ACD005";"Vendeur";"I made a mistake and want to cancel the order";"Flat White";"";"-1";"";"EUR";"-4,30";"-3,61";"-0,69"
"2025-07-17 11:51:18";"56297";"Suedseite - Coffee Roasters & Bakery";"1AA9F093-6C7E-4B16-9DE3-4847D10E0D51";"14EF30D4-9129-4718-9436-46E077ACD005";"Vendeur";"I made a mistake and want to cancel the order";"Flat White";"";"-1";"";"EUR";"-4,00";"-3,74";"-0,26"
"2025-07-25 14:17:58";"56297";"Suedseite - Coffee Roasters & Bakery";"250D0905-7609-431D-AB85-7C743B9F73CF";"BA47A817-0331-403A-A9F7-7B1F8FB9ABA0";"Vendeur";"I made a mistake and want to cancel the order";"Pizza";"";"-1";"";"EUR";"-3,50";"-3,27";"-0,23"
"2025-07-25 14:17:58";"56297";"Suedseite - Coffee Roasters & Bakery";"250D0905-7609-431D-AB85-7C743B9F73CF";"BA47A817-0331-403A-A9F7-7B1F8FB9ABA0";"Vendeur";"I made a mistake and want to cancel the order";"Flat White";"";"-1";"";"EUR";"-4,00";"-3,74";"-0,26"
"2025-07-25 14:17:58";"56297";"Suedseite - Coffee Roasters & Bakery";"250D0905-7609-431D-AB85-7C743B9F73CF";"BA47A817-0331-403A-A9F7-7B1F8FB9ABA0";"Vendeur";"I made a mistake and want to cancel the order";"Croissant plain";"";"-1";"";"EUR";"-2,70";"-2,52";"-0,18"
"2025-07-26 16:26:47";"56297";"Suedseite - Coffee Roasters & Bakery";"4450E018-4008-40A0-95F7-EC7E5A030AAD";"C8B15DD0-176D-4E9E-AF35-2AA3CFF8E706";"Vendeur";"I made a mistake and want to cancel the order";"Knoten";"";"-1";"";"EUR";"-3,30";"-3,08";"-0,22"
"2025-07-30 15:04:56";"56297";"Suedseite - Coffee Roasters & Bakery";"E9C3798E-BFDA-4669-966D-5B7E3D28C03A";"38F2F7CD-35AA-4CB6-934F-7E31396B828A";"Vendeur";"I made a mistake and want to cancel the order";"Limo";"";"-1";"";"EUR";"-2,45";"-2,06";"-0,39"
"2025-07-30 15:04:56";"56297";"Suedseite - Coffee Roasters & Bakery";"E9C3798E-BFDA-4669-966D-5B7E3D28C03A";"38F2F7CD-35AA-4CB6-934F-7E31396B828A";"Vendeur";"I made a mistake and want to cancel the order";"Limo";"";"-1";"";"EUR";"-2,45";"-2,06";"-0,39"
