"Datum geschlossen";"Geschäfts ID";"Geschäft";"Bestellnummer";"Bestellname";"Verkäufer";"Anmerkungen";"Produkt";"Artikelnummer";"Menge";"Währung";"Stückpreis inkl. MwSt"
"2025-04-24 13:58:57";"56297";"Suedseite - Coffee Roasters & Bakery";"707B2D6C-F3DA-47BE-A711-E6A85FCB99A8";"A38";"Vendeur";"Typo";"Finca Buenos Aires";"";"1";"EUR";"12,90"
