"Geschäft";"Geschäfts ID";"Datum";"Währung";"Umsatz inkl. Steuer";"Umsatz ohne Steuer";"Betrag MwSt";"Gesamtrabatt";"Gesamt Stornos";"Gesamtrückerstattung (inkl. Steuer)";"Gesamtrückerstattung (ohne Steuer)";"Gesamt Zahlungen";"Gesamtausgaben";"Gesamtbetrag Kundenkonten";"Gesamtbetrag Trinkgeld"
"Suedseite - Bakery and Roastery";"55978";"2025-03-20";"EUR";"675,70";"613,03";"62,67";"0,00";"0,00";"0,00";"0,00";"695,37";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-21";"EUR";"1197,30";"1082,39";"112,58";"3,00";"0,00";"-28,20";"-25,87";"1199,02";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-22";"EUR";"1204,15";"1094,07";"110,08";"3,75";"0,00";"0,00";"0,00";"1246,57";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-23";"EUR";"1671,93";"1509,54";"160,93";"16,71";"0,00";"-22,40";"-20,94";"1695,56";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-25";"EUR";"756,32";"688,61";"67,71";"2,48";"0,00";"0,00";"0,00";"771,70";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-26";"EUR";"889,57";"810,16";"79,00";"2,88";"0,00";"-6,20";"-5,79";"915,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-27";"EUR";"819,08";"747,79";"71,29";"2,52";"0,00";"0,00";"0,00";"840,39";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-28";"EUR";"1178,00";"1075,79";"101,39";"3,62";"0,00";"-12,40";"-11,58";"1191,68";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-29";"EUR";"1192,51";"1083,62";"108,89";"0,00";"0,00";"0,00";"0,00";"1256,91";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-30";"EUR";"1241,17";"1119,60";"121,57";"4,95";"0,00";"0,00";"0,00";"1281,54";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-01-03";"EUR";"1045,90";"946,51";"98,11";"3,10";"0,00";"-8,00";"-6,72";"1083,86";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-01-12";"EUR";"1458,65";"1301,08";"154,58";"8,40";"0,00";"-22,25";"-19,26";"1492,21";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-01-13";"EUR";"1,00";"0,93";"0,07";"0,00";"0,00";"-1,00";"-1,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-01-18";"EUR";"1324,30";"1202,78";"120,13";"0,00";"0,00";"-15,10";"-13,71";"1370,50";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-01-22";"EUR";"740,00";"673,82";"65,59";"0,00";"0,00";"-9,00";"-8,41";"755,62";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-01-24";"EUR";"990,12";"900,22";"89,04";"0,00";"0,00";"-13,10";"-12,24";"1016,19";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-01-25";"EUR";"1410,30";"1285,02";"123,23";"3,70";"0,00";"-20,50";"-18,45";"1441,21";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-01-26";"EUR";"1352,00";"1220,09";"130,30";"1,20";"0,00";"-12,20";"-10,59";"1387,06";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-01-30";"EUR";"899,30";"817,88";"78,58";"1,20";"0,00";"-25,60";"-22,76";"916,17";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-02-04";"EUR";"724,90";"661,92";"61,70";"0,90";"0,00";"-8,00";"-6,72";"733,20";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-02-06";"EUR";"763,52";"693,93";"68,81";"0,00";"0,00";"-11,92";"-11,14";"768,72";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-02-16";"EUR";"1345,82";"1218,67";"123,78";"0,00";"0,00";"-35,40";"-32,03";"1372,47";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-02-23";"EUR";"2096,70";"1883,50";"212,77";"0,00";"0,00";"-6,60";"-6,17";"2150,23";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01";"EUR";"1424,34";"1294,64";"128,70";"1,98";"0,00";"-8,20";"-7,20";"1464,67";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-02";"EUR";"1403,58";"1268,32";"132,77";"2,22";"0,00";"-24,80";"-22,31";"1436,64";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-03";"EUR";"1,40";"1,19";"0,00";"0,00";"0,00";"-1,40";"-1,19";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-04";"EUR";"881,80";"809,31";"70,68";"0,00";"0,00";"-16,00";"-14,19";"882,41";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-05";"EUR";"1132,50";"1029,67";"100,78";"0,00";"0,00";"-19,90";"-17,85";"1136,34";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-06";"EUR";"578,00";"521,39";"56,18";"0,00";"0,00";"-6,50";"-6,07";"597,47";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-09";"EUR";"1698,78";"1520,98";"175,29";"19,52";"0,00";"-21,60";"-19,09";"1734,63";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-21";"EUR";"1197,30";"1082,39";"112,58";"3,00";"0,00";"-28,20";"-25,87";"1199,02";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-23";"EUR";"1671,93";"1509,54";"160,93";"16,71";"0,00";"-22,40";"-20,94";"1695,56";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-26";"EUR";"889,57";"810,16";"79,00";"2,88";"0,00";"-6,20";"-5,79";"915,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-28";"EUR";"1178,00";"1075,79";"101,39";"3,62";"0,00";"-12,40";"-11,58";"1191,68";"0,00";"0,00";"0,00"
