"Geschäft";"Geschäfts ID";"Datum";"Währung";"Zahlungsart";"Betrag";"Rückerstatteter Betrag";"Nettosumme"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01";"EUR";"CASH";"330,30";"0,00";"330,30"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01";"EUR";"SUMUP";"483,99";"0,00";"483,99"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02";"EUR";"CASH";"328,76";"0,00";"328,76"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02";"EUR";"SUMUP";"405,73";"0,00";"405,73"
"Suedseite - Bakery and Roastery";"55978";"2025-04-03";"EUR";"CASH";"405,35";"0,00";"405,35"
"Suedseite - Bakery and Roastery";"55978";"2025-04-03";"EUR";"SUMUP";"510,66";"0,00";"510,66"
"Suedseite - Bakery and Roastery";"55978";"2025-04-04";"EUR";"CASH";"407,30";"0,00";"407,30"
"Suedseite - Bakery and Roastery";"55978";"2025-04-04";"EUR";"SUMUP";"796,22";"0,00";"796,22"
"Suedseite - Bakery and Roastery";"55978";"2025-04-05";"EUR";"CASH";"495,10";"0,00";"495,10"
"Suedseite - Bakery and Roastery";"55978";"2025-04-05";"EUR";"SUMUP";"1192,77";"0,00";"1192,77"
"Suedseite - Bakery and Roastery";"55978";"2025-04-06";"EUR";"CASH";"540,12";"-12,70";"527,42"
"Suedseite - Bakery and Roastery";"55978";"2025-04-06";"EUR";"SUMUP";"1021,46";"0,00";"1021,46"
"Suedseite - Bakery and Roastery";"55978";"2025-04-08";"EUR";"CASH";"384,30";"-10,20";"374,10"
"Suedseite - Bakery and Roastery";"55978";"2025-04-08";"EUR";"SUMUP";"501,78";"0,00";"501,78"
"Suedseite - Bakery and Roastery";"55978";"2025-04-09";"EUR";"CASH";"308,20";"0,00";"308,20"
"Suedseite - Bakery and Roastery";"55978";"2025-04-09";"EUR";"SUMUP";"485,97";"0,00";"485,97"
"Suedseite - Bakery and Roastery";"55978";"2025-04-10";"EUR";"CASH";"356,62";"0,00";"356,62"
