"Geschäft";"Geschäfts ID";"Datum";"Währung";"Zahlungsart";"Trinkgeld-Betrag"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01";"EUR";"SUMUP";"1,09"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01";"EUR";"SUMUP";"5,01"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01";"EUR";"SUMUP";"3,30"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01";"EUR";"SUMUP";"1,50"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01";"EUR";"SUMUP";"1,96"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01";"EUR";"SUMUP";"1,54"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01";"EUR";"SUMUP";"2,14"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01";"EUR";"SUMUP";"1,72"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01";"EUR";"SUMUP";"1,57"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01";"EUR";"SUMUP";"0,50"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01";"EUR";"SUMUP";"2,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01";"EUR";"SUMUP";"2,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01";"EUR";"SUMUP";"1,24"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01";"EUR";"SUMUP";"1,16"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01";"EUR";"SUMUP";"1,16"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02";"EUR";"SUMUP";"3,15"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02";"EUR";"SUMUP";"3,45"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02";"EUR";"CASH";"0,60"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02";"EUR";"SUMUP";"1,90"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02";"EUR";"SUMUP";"1,30"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02";"EUR";"SUMUP";"3,33"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02";"EUR";"SUMUP";"0,80"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02";"EUR";"SUMUP";"1,30"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02";"EUR";"SUMUP";"3,50"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-03";"EUR";"SUMUP";"2,99"
"Suedseite - Bakery and Roastery";"55978";"2025-04-03";"EUR";"SUMUP";"1,85"
"Suedseite - Bakery and Roastery";"55978";"2025-04-03";"EUR";"SUMUP";"1,76"
"Suedseite - Bakery and Roastery";"55978";"2025-04-03";"EUR";"CASH";"3,40"
"Suedseite - Bakery and Roastery";"55978";"2025-04-03";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-03";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-03";"EUR";"SUMUP";"1,64"
"Suedseite - Bakery and Roastery";"55978";"2025-04-03";"EUR";"SUMUP";"1,65"
"Suedseite - Bakery and Roastery";"55978";"2025-04-03";"EUR";"SUMUP";"1,11"
"Suedseite - Bakery and Roastery";"55978";"2025-04-03";"EUR";"SUMUP";"2,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-03";"EUR";"SUMUP";"2,21"
"Suedseite - Bakery and Roastery";"55978";"2025-04-03";"EUR";"SUMUP";"0,80"
"Suedseite - Bakery and Roastery";"55978";"2025-04-03";"EUR";"SUMUP";"1,67"
"Suedseite - Bakery and Roastery";"55978";"2025-04-03";"EUR";"SUMUP";"1,02"
"Suedseite - Bakery and Roastery";"55978";"2025-04-03";"EUR";"SUMUP";"1,37"
"Suedseite - Bakery and Roastery";"55978";"2025-04-03";"EUR";"SUMUP";"1,40"
"Suedseite - Bakery and Roastery";"55978";"2025-04-03";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-03";"EUR";"SUMUP";"1,23"
"Suedseite - Bakery and Roastery";"55978";"2025-04-03";"EUR";"SUMUP";"3,74"
"Suedseite - Bakery and Roastery";"55978";"2025-04-03";"EUR";"SUMUP";"2,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-04";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-04";"EUR";"SUMUP";"2,62"
"Suedseite - Bakery and Roastery";"55978";"2025-04-04";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-04";"EUR";"SUMUP";"1,12"
"Suedseite - Bakery and Roastery";"55978";"2025-04-04";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-04";"EUR";"SUMUP";"2,02"
"Suedseite - Bakery and Roastery";"55978";"2025-04-04";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-04";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-04";"EUR";"SUMUP";"2,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-04";"EUR";"SUMUP";"2,30"
"Suedseite - Bakery and Roastery";"55978";"2025-04-04";"EUR";"SUMUP";"2,31"
"Suedseite - Bakery and Roastery";"55978";"2025-04-04";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-04";"EUR";"SUMUP";"5,26"
"Suedseite - Bakery and Roastery";"55978";"2025-04-04";"EUR";"SUMUP";"2,18"
"Suedseite - Bakery and Roastery";"55978";"2025-04-04";"EUR";"SUMUP";"0,80"
"Suedseite - Bakery and Roastery";"55978";"2025-04-04";"EUR";"SUMUP";"1,46"
"Suedseite - Bakery and Roastery";"55978";"2025-04-04";"EUR";"SUMUP";"2,67"
"Suedseite - Bakery and Roastery";"55978";"2025-04-04";"EUR";"SUMUP";"1,35"
"Suedseite - Bakery and Roastery";"55978";"2025-04-04";"EUR";"SUMUP";"2,01"
"Suedseite - Bakery and Roastery";"55978";"2025-04-04";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-04";"EUR";"SUMUP";"1,92"
"Suedseite - Bakery and Roastery";"55978";"2025-04-04";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-04";"EUR";"SUMUP";"2,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-05";"EUR";"SUMUP";"1,69"
"Suedseite - Bakery and Roastery";"55978";"2025-04-05";"EUR";"SUMUP";"2,08"
"Suedseite - Bakery and Roastery";"55978";"2025-04-05";"EUR";"SUMUP";"5,16"
"Suedseite - Bakery and Roastery";"55978";"2025-04-05";"EUR";"SUMUP";"1,59"
"Suedseite - Bakery and Roastery";"55978";"2025-04-05";"EUR";"SUMUP";"1,78"
"Suedseite - Bakery and Roastery";"55978";"2025-04-05";"EUR";"SUMUP";"1,53"
"Suedseite - Bakery and Roastery";"55978";"2025-04-05";"EUR";"SUMUP";"1,69"
"Suedseite - Bakery and Roastery";"55978";"2025-04-05";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-05";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-05";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-05";"EUR";"SUMUP";"1,07"
"Suedseite - Bakery and Roastery";"55978";"2025-04-05";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-05";"EUR";"SUMUP";"1,39"
"Suedseite - Bakery and Roastery";"55978";"2025-04-05";"EUR";"SUMUP";"1,35"
"Suedseite - Bakery and Roastery";"55978";"2025-04-05";"EUR";"SUMUP";"0,50"
"Suedseite - Bakery and Roastery";"55978";"2025-04-05";"EUR";"SUMUP";"3,68"
"Suedseite - Bakery and Roastery";"55978";"2025-04-05";"EUR";"SUMUP";"3,38"
