"Geschäft";"Geschäfts ID";"Datum";"Währung";"Umsatz inkl. Steuer";"Umsatz ohne Steuer";"Betrag MwSt";"Gesamtrabatt";"Gesamt Stornos";"Gesamtrückerstattung (inkl. Steuer)";"Gesamtrückerstattung (ohne Steuer)";"Gesamt Zahlungen";"Gesamtausgaben";"Gesamtbetrag Kundenkonten";"Gesamtbetrag Trinkgeld"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01";"EUR";"781,40";"709,73";"71,67";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02";"EUR";"707,16";"642,68";"64,48";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-03";"EUR";"881,17";"800,91";"80,26";"3,93";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-04";"EUR";"1163,50";"1057,49";"106,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-05";"EUR";"1638,77";"1489,56";"149,21";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-06";"EUR";"1494,48";"1346,31";"147,34";"1,22";"0,00";"-12,70";"-11,87";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-08";"EUR";"855,50";"774,62";"80,21";"1,00";"0,00";"-10,20";"-9,53";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-09";"EUR";"771,90";"700,44";"71,46";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-10";"EUR";"887,82";"810,40";"77,42";"3,38";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-11";"EUR";"1157,00";"1047,41";"108,77";"3,68";"0,00";"-7,20";"-6,38";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-12";"EUR";"1517,85";"1380,50";"137,35";"6,15";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-13";"EUR";"1715,40";"1543,01";"172,39";"7,80";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-15";"EUR";"706,36";"641,81";"64,55";"9,45";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-16";"EUR";"924,50";"838,01";"84,40";"1,40";"0,00";"-15,00";"-12,91";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-17";"EUR";"807,81";"731,86";"75,95";"1,12";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-18";"EUR";"1125,22";"1018,90";"106,32";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-19";"EUR";"1409,48";"1292,92";"114,62";"3,20";"0,00";"-29,50";"-27,56";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-20";"EUR";"1040,69";"941,93";"98,76";"7,71";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-22";"EUR";"671,97";"608,77";"63,20";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-23";"EUR";"759,77";"690,59";"69,18";"2,14";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-24";"EUR";"947,54";"864,72";"82,82";"2,05";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-25";"EUR";"862,50";"786,76";"74,92";"0,00";"0,00";"-12,40";"-11,58";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-26";"EUR";"3489,92";"3099,24";"389,35";"19,26";"0,00";"-14,77";"-13,44";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-27";"EUR";"1599,32";"1438,38";"160,94";"3,18";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-29";"EUR";"927,28";"843,43";"81,60";"1,52";"0,00";"-22,20";"-19,95";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-30";"EUR";"980,44";"892,29";"87,34";"6,06";"0,00";"-12,26";"-11,45";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-06";"EUR";"1494,48";"1346,31";"147,34";"1,22";"0,00";"-12,70";"-11,87";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-08";"EUR";"855,50";"774,62";"80,21";"1,00";"0,00";"-10,20";"-9,53";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-11";"EUR";"1157,00";"1047,41";"108,77";"3,68";"0,00";"-7,20";"-6,38";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-16";"EUR";"924,50";"838,01";"84,40";"1,40";"0,00";"-15,00";"-12,91";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-19";"EUR";"1409,48";"1292,92";"114,62";"3,20";"0,00";"-29,50";"-27,56";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-25";"EUR";"862,50";"786,76";"74,92";"0,00";"0,00";"-12,40";"-11,58";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-26";"EUR";"3489,92";"3099,24";"389,35";"19,26";"0,00";"-14,77";"-13,44";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-29";"EUR";"927,28";"843,43";"81,60";"1,52";"0,00";"-22,20";"-19,95";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-30";"EUR";"980,44";"892,29";"87,34";"6,06";"0,00";"-12,26";"-11,45";"0,00";"0,00";"0,00";"0,00"
