"Datum geschlossen";"Geschäfts ID";"Geschäft";"Bestellnummer";"Bestellname";"Verkäufer";"Anmerkungen";"Produkt";"Artikelnummer";"Menge";"Währung";"Stückpreis inkl. MwSt"
"2025-01-05 15:46:01";"55978";"Suedseite - Bakery and Roastery";"573DE5A2-83C6-417B-9203-9592B339E1F8";"A63";"Vendeur";"Tippfehler";"Pour Over";"";"1";"EUR";"5,10"
"2025-01-05 15:46:01";"55978";"Suedseite - Bakery and Roastery";"573DE5A2-83C6-417B-9203-9592B339E1F8";"A63";"Vendeur";"Tippfehler";"Flatwhite";"";"1";"EUR";"4,00"
"2025-01-05 15:46:01";"55978";"Suedseite - Bakery and Roastery";"573DE5A2-83C6-417B-9203-9592B339E1F8";"A63";"Vendeur";"Tippfehler";"Gutschein - Einlösen";"";"1";"EUR";"-9,10"
