"Geschäft";"Geschäfts ID";"Datum";"Währung";"Umsatz inkl. Steuer";"Umsatz ohne Steuer";"Betrag MwSt";"Gesamtrabatt";"Gesamt Stornos";"Gesamtrückerstattung (inkl. Steuer)";"Gesamtrückerstattung (ohne Steuer)";"Gesamt Zahlungen";"Gesamtausgaben";"Gesamtbetrag Kundenkonten";"Gesamtbetrag Trinkgeld"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-01-03";"EUR";"604,18";"559,42";"44,76";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-01-04";"EUR";"835,93";"776,61";"59,32";"18,73";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-01-05";"EUR";"480,40";"440,55";"39,85";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-01-06";"EUR";"700,18";"642,93";"57,25";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-01-07";"EUR";"368,64";"339,30";"29,34";"11,36";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-01-08";"EUR";"315,06";"291,19";"23,87";"16,50";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-01-09";"EUR";"425,71";"393,69";"32,02";"1,29";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-01-10";"EUR";"463,85";"427,92";"35,93";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-01-11";"EUR";"833,07";"768,31";"64,76";"3,18";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-01-12";"EUR";"704,28";"647,37";"56,91";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-01-13";"EUR";"181,05";"166,25";"14,80";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-01-14";"EUR";"399,18";"363,56";"35,62";"1,10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-01-15";"EUR";"325,37";"297,38";"27,99";"1,95";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-01-16";"EUR";"592,97";"547,37";"45,60";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-01-17";"EUR";"432,43";"398,65";"33,78";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-01-18";"EUR";"792,59";"732,52";"60,07";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-01-19";"EUR";"880,80";"807,68";"73,12";"3,80";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-01-20";"EUR";"365,00";"335,13";"29,87";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-01-21";"EUR";"324,00";"299,29";"24,71";"53,30";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-01-22";"EUR";"395,90";"365,32";"30,58";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
