"Geschäft";"Geschäfts ID";"Datum";"Währung";"MwSt";"Umsatz ohne Steuer";"Umsatz inkl. Steuer";"Rückerstattet (ohne Steuer)";"Rückerstattet ( inkl. Steuer)";"MwSt-Betrag"
"Suedseite - Bakery and Roastery";"55978";"2025-07-01";"EUR";"0,07";"376,34";"402,80";"0,00";"0,00";"26,46"
"Suedseite - Bakery and Roastery";"55978";"2025-07-01";"EUR";"0,19";"131,03";"155,90";"0,00";"0,00";"24,87"
"Suedseite - Bakery and Roastery";"55978";"2025-07-02";"EUR";"0,07";"384,86";"412,00";"0,00";"0,00";"27,14"
"Suedseite - Bakery and Roastery";"55978";"2025-07-02";"EUR";"0,19";"126,33";"150,30";"0,00";"0,00";"23,97"
"Suedseite - Bakery and Roastery";"55978";"2025-07-03";"EUR";"0,00";"-18,80";"-18,80";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-07-03";"EUR";"0,07";"507,07";"542,69";"13,08";"14,00";"34,70"
"Suedseite - Bakery and Roastery";"55978";"2025-07-03";"EUR";"0,19";"208,93";"248,60";"8,57";"10,20";"38,04"
"Suedseite - Bakery and Roastery";"55978";"2025-07-04";"EUR";"0,00";"-6,50";"-6,50";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-07-04";"EUR";"0,07";"454,48";"486,50";"0,00";"0,00";"32,02"
"Suedseite - Bakery and Roastery";"55978";"2025-07-04";"EUR";"0,19";"141,32";"168,20";"0,00";"0,00";"26,88"
"Suedseite - Bakery and Roastery";"55978";"2025-07-05";"EUR";"0,07";"796,10";"852,20";"0,00";"0,00";"56,10"
"Suedseite - Bakery and Roastery";"55978";"2025-07-05";"EUR";"0,19";"401,26";"477,50";"0,00";"0,00";"76,24"
"Suedseite - Bakery and Roastery";"55978";"2025-07-06";"EUR";"0,00";"-33,30";"-33,30";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-07-06";"EUR";"0,07";"1012,48";"1083,77";"0,00";"0,00";"71,29"
"Suedseite - Bakery and Roastery";"55978";"2025-07-06";"EUR";"0,19";"545,18";"648,74";"0,00";"0,00";"103,56"
"Suedseite - Bakery and Roastery";"55978";"2025-07-08";"EUR";"0,07";"694,78";"743,54";"0,00";"0,00";"48,76"
"Suedseite - Bakery and Roastery";"55978";"2025-07-08";"EUR";"0,19";"292,26";"347,70";"0,00";"0,00";"55,44"
"Suedseite - Bakery and Roastery";"55978";"2025-07-09";"EUR";"0,07";"538,38";"576,30";"0,00";"0,00";"37,92"
"Suedseite - Bakery and Roastery";"55978";"2025-07-09";"EUR";"0,19";"206,67";"245,90";"0,00";"0,00";"39,23"
"Suedseite - Bakery and Roastery";"55978";"2025-07-10";"EUR";"0,07";"409,56";"438,39";"0,00";"0,00";"28,83"
"Suedseite - Bakery and Roastery";"55978";"2025-07-10";"EUR";"0,19";"201,38";"239,60";"0,00";"0,00";"38,22"
"Suedseite - Bakery and Roastery";"55978";"2025-07-11";"EUR";"0,00";"-11,50";"-11,50";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-07-11";"EUR";"0,07";"740,91";"792,93";"5,61";"6,00";"51,63"
"Suedseite - Bakery and Roastery";"55978";"2025-07-11";"EUR";"0,19";"376,24";"447,74";"4,29";"5,10";"70,69"
