"Geschäft";"Geschäfts ID";"Datum";"Währung";"MwSt";"Umsatz ohne Steuer";"Umsatz inkl. Steuer";"Rückerstattet (ohne Steuer)";"Rückerstattet ( inkl. Steuer)";"MwSt-Betrag"
"Suedseite - Bakery and Roastery";"55978";"2025-07-12";"EUR";"0,07";"708,65";"758,50";"0,00";"0,00";"49,85"
"Suedseite - Bakery and Roastery";"55978";"2025-07-12";"EUR";"0,19";"233,59";"277,95";"0,00";"0,00";"44,36"
"Suedseite - Bakery and Roastery";"55978";"2025-07-13";"EUR";"0,00";"-4,90";"-4,90";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-07-13";"EUR";"0,07";"929,55";"995,00";"0,00";"0,00";"65,45"
"Suedseite - Bakery and Roastery";"55978";"2025-07-13";"EUR";"0,19";"559,89";"666,30";"0,00";"0,00";"106,41"
"Suedseite - Bakery and Roastery";"55978";"2025-07-15";"EUR";"0,07";"584,74";"625,84";"0,00";"0,00";"41,10"
"Suedseite - Bakery and Roastery";"55978";"2025-07-15";"EUR";"0,19";"222,79";"265,10";"0,00";"0,00";"42,31"
"Suedseite - Bakery and Roastery";"55978";"2025-07-16";"EUR";"0,07";"552,42";"591,31";"0,00";"0,00";"38,89"
"Suedseite - Bakery and Roastery";"55978";"2025-07-16";"EUR";"0,19";"226,47";"269,50";"0,00";"0,00";"43,03"
"Suedseite - Bakery and Roastery";"55978";"2025-07-17";"EUR";"0,00";"10,00";"10,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-07-17";"EUR";"0,07";"534,57";"572,24";"0,00";"0,00";"37,67"
"Suedseite - Bakery and Roastery";"55978";"2025-07-17";"EUR";"0,19";"245,28";"291,90";"0,00";"0,00";"46,62"
"Suedseite - Bakery and Roastery";"55978";"2025-07-18";"EUR";"0,07";"670,19";"717,22";"0,00";"0,00";"47,03"
"Suedseite - Bakery and Roastery";"55978";"2025-07-18";"EUR";"0,19";"208,80";"248,50";"0,00";"0,00";"39,70"
"Suedseite - Bakery and Roastery";"55978";"2025-07-19";"EUR";"0,00";"55,00";"55,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-07-19";"EUR";"0,07";"1022,35";"1094,22";"0,00";"0,00";"71,87"
"Suedseite - Bakery and Roastery";"55978";"2025-07-19";"EUR";"0,19";"405,16";"482,10";"0,00";"0,00";"76,94"
"Suedseite - Bakery and Roastery";"55978";"2025-07-20";"EUR";"0,07";"886,15";"948,44";"0,00";"0,00";"62,29"
"Suedseite - Bakery and Roastery";"55978";"2025-07-20";"EUR";"0,19";"480,11";"571,28";"0,00";"0,00";"91,17"
"Suedseite - Bakery and Roastery";"55978";"2025-07-21";"EUR";"0,07";"20,51";"21,94";"0,00";"0,00";"1,43"
"Suedseite - Bakery and Roastery";"55978";"2025-07-22";"EUR";"0,07";"757,47";"810,64";"0,00";"0,00";"53,17"
"Suedseite - Bakery and Roastery";"55978";"2025-07-22";"EUR";"0,19";"233,69";"278,10";"0,00";"0,00";"44,41"
"Suedseite - Bakery and Roastery";"55978";"2025-07-23";"EUR";"0,07";"578,32";"619,00";"44,86";"48,00";"37,54"
"Suedseite - Bakery and Roastery";"55978";"2025-07-23";"EUR";"0,19";"150,18";"178,70";"0,00";"0,00";"28,52"
"Suedseite - Bakery and Roastery";"55978";"2025-07-24";"EUR";"0,07";"789,11";"844,56";"0,00";"0,00";"55,45"
"Suedseite - Bakery and Roastery";"55978";"2025-07-24";"EUR";"0,19";"226,09";"269,05";"0,00";"0,00";"42,96"
"Suedseite - Bakery and Roastery";"55978";"2025-07-25";"EUR";"0,07";"638,61";"683,45";"0,00";"0,00";"44,84"
"Suedseite - Bakery and Roastery";"55978";"2025-07-25";"EUR";"0,19";"192,58";"229,20";"0,00";"0,00";"36,62"
"Suedseite - Bakery and Roastery";"55978";"2025-07-26";"EUR";"0,00";"70,00";"70,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-07-26";"EUR";"0,07";"886,26";"948,78";"0,00";"0,00";"62,52"
"Suedseite - Bakery and Roastery";"55978";"2025-07-26";"EUR";"0,19";"313,03";"372,50";"0,00";"0,00";"59,47"
"Suedseite - Bakery and Roastery";"55978";"2025-07-27";"EUR";"0,00";"15,00";"15,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-07-27";"EUR";"0,07";"961,61";"1029,19";"0,00";"0,00";"67,58"
"Suedseite - Bakery and Roastery";"55978";"2025-07-27";"EUR";"0,19";"479,11";"570,14";"0,00";"0,00";"91,03"
"Suedseite - Bakery and Roastery";"55978";"2025-07-29";"EUR";"0,00";"70,00";"70,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-07-29";"EUR";"0,07";"727,05";"778,12";"0,00";"0,00";"51,07"
"Suedseite - Bakery and Roastery";"55978";"2025-07-29";"EUR";"0,19";"183,88";"218,82";"0,00";"0,00";"34,94"
"Suedseite - Bakery and Roastery";"55978";"2025-07-30";"EUR";"0,00";"-15,20";"-15,20";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-07-30";"EUR";"0,07";"612,82";"655,93";"0,00";"0,00";"43,11"
"Suedseite - Bakery and Roastery";"55978";"2025-07-30";"EUR";"0,19";"268,23";"319,20";"0,00";"0,00";"50,97"
"Suedseite - Bakery and Roastery";"55978";"2025-07-31";"EUR";"0,00";"35,00";"35,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-07-31";"EUR";"0,07";"579,54";"620,30";"0,00";"0,00";"40,76"
"Suedseite - Bakery and Roastery";"55978";"2025-07-31";"EUR";"0,19";"196,22";"233,50";"0,00";"0,00";"37,28"
