"Geschäft";"Geschäfts ID";"Datum";"Währung";"Zahlungsart";"Betrag";"Rückerstatteter Betrag";"Nettosumme"
"Suedseite - Bakery and Roastery";"55978";"2025-07-01";"EUR";"CASH";"224,30";"0,00";"224,30"
"Suedseite - Bakery and Roastery";"55978";"2025-07-01";"EUR";"SUMUP";"345,94";"0,00";"345,94"
"Suedseite - Bakery and Roastery";"55978";"2025-07-02";"EUR";"CASH";"226,30";"0,00";"226,30"
"Suedseite - Bakery and Roastery";"55978";"2025-07-02";"EUR";"SUMUP";"349,87";"0,00";"349,87"
"Suedseite - Bakery and Roastery";"55978";"2025-07-03";"EUR";"CASH";"299,58";"-10,70";"288,88"
"Suedseite - Bakery and Roastery";"55978";"2025-07-03";"EUR";"SUMUP";"489,10";"-13,50";"475,60"
"Suedseite - Bakery and Roastery";"55978";"2025-07-04";"EUR";"CASH";"261,10";"0,00";"261,10"
"Suedseite - Bakery and Roastery";"55978";"2025-07-04";"EUR";"SUMUP";"399,90";"0,00";"399,90"
"Suedseite - Bakery and Roastery";"55978";"2025-07-05";"EUR";"CASH";"401,10";"0,00";"401,10"
"Suedseite - Bakery and Roastery";"55978";"2025-07-05";"EUR";"SUMUP";"976,70";"0,00";"976,70"
"Suedseite - Bakery and Roastery";"55978";"2025-07-06";"EUR";"CASH";"414,27";"0,00";"414,27"
"Suedseite - Bakery and Roastery";"55978";"2025-07-06";"EUR";"SUMUP";"1355,35";"0,00";"1355,35"
"Suedseite - Bakery and Roastery";"55978";"2025-07-08";"EUR";"CASH";"452,80";"0,00";"452,80"
"Suedseite - Bakery and Roastery";"55978";"2025-07-08";"EUR";"SUMUP";"671,21";"0,00";"671,21"
"Suedseite - Bakery and Roastery";"55978";"2025-07-09";"EUR";"CASH";"269,00";"0,00";"269,00"
"Suedseite - Bakery and Roastery";"55978";"2025-07-09";"EUR";"SUMUP";"576,52";"0,00";"576,52"
"Suedseite - Bakery and Roastery";"55978";"2025-07-10";"EUR";"CASH";"305,39";"0,00";"305,39"
"Suedseite - Bakery and Roastery";"55978";"2025-07-10";"EUR";"SUMUP";"393,97";"0,00";"393,97"
"Suedseite - Bakery and Roastery";"55978";"2025-07-11";"EUR";"CASH";"379,39";"0,00";"379,39"
"Suedseite - Bakery and Roastery";"55978";"2025-07-11";"EUR";"CREDIT_NOTE";"25,54";"-11,10";"14,44"
"Suedseite - Bakery and Roastery";"55978";"2025-07-11";"EUR";"SUMUP";"860,93";"0,00";"860,93"
"Suedseite - Bakery and Roastery";"55978";"2025-07-12";"EUR";"CASH";"365,95";"0,00";"365,95"
"Suedseite - Bakery and Roastery";"55978";"2025-07-12";"EUR";"SUMUP";"701,79";"0,00";"701,79"
