"Geschäft";"Geschäfts ID";"Datum";"Währung";"Zahlungsart";"Betrag";"Rückerstatteter Betrag";"Nettosumme"
"Suedseite - Bakery and Roastery";"55978";"2025-07-13";"EUR";"CASH";"461,40";"0,00";"461,40"
"Suedseite - Bakery and Roastery";"55978";"2025-07-13";"EUR";"SUMUP";"1251,55";"0,00";"1251,55"
"Suedseite - Bakery and Roastery";"55978";"2025-07-15";"EUR";"CASH";"414,70";"0,00";"414,70"
"Suedseite - Bakery and Roastery";"55978";"2025-07-15";"EUR";"SUMUP";"502,30";"0,00";"502,30"
"Suedseite - Bakery and Roastery";"55978";"2025-07-16";"EUR";"CASH";"316,21";"0,00";"316,21"
"Suedseite - Bakery and Roastery";"55978";"2025-07-16";"EUR";"SUMUP";"573,94";"0,00";"573,94"
"Suedseite - Bakery and Roastery";"55978";"2025-07-17";"EUR";"CASH";"380,64";"0,00";"380,64"
"Suedseite - Bakery and Roastery";"55978";"2025-07-17";"EUR";"SUMUP";"517,17";"0,00";"517,17"
"Suedseite - Bakery and Roastery";"55978";"2025-07-18";"EUR";"CASH";"341,02";"0,00";"341,02"
"Suedseite - Bakery and Roastery";"55978";"2025-07-18";"EUR";"SUMUP";"648,36";"0,00";"648,36"
"Suedseite - Bakery and Roastery";"55978";"2025-07-19";"EUR";"CASH";"461,88";"0,00";"461,88"
"Suedseite - Bakery and Roastery";"55978";"2025-07-19";"EUR";"SUMUP";"1217,02";"0,00";"1217,02"
"Suedseite - Bakery and Roastery";"55978";"2025-07-20";"EUR";"CASH";"416,22";"0,00";"416,22"
"Suedseite - Bakery and Roastery";"55978";"2025-07-20";"EUR";"SUMUP";"1143,46";"0,00";"1143,46"
"Suedseite - Bakery and Roastery";"55978";"2025-07-21";"EUR";"CASH";"4,34";"0,00";"4,34"
"Suedseite - Bakery and Roastery";"55978";"2025-07-21";"EUR";"SUMUP";"17,60";"0,00";"17,60"
"Suedseite - Bakery and Roastery";"55978";"2025-07-22";"EUR";"CASH";"377,00";"0,00";"377,00"
"Suedseite - Bakery and Roastery";"55978";"2025-07-22";"EUR";"SUMUP";"740,64";"0,00";"740,64"
"Suedseite - Bakery and Roastery";"55978";"2025-07-23";"EUR";"CASH";"352,30";"-48,00";"304,30"
"Suedseite - Bakery and Roastery";"55978";"2025-07-23";"EUR";"SUMUP";"471,71";"0,00";"471,71"
"Suedseite - Bakery and Roastery";"55978";"2025-07-24";"EUR";"CASH";"417,47";"0,00";"417,47"
"Suedseite - Bakery and Roastery";"55978";"2025-07-24";"EUR";"SUMUP";"726,21";"0,00";"726,21"
"Suedseite - Bakery and Roastery";"55978";"2025-07-25";"EUR";"CASH";"428,75";"0,00";"428,75"
"Suedseite - Bakery and Roastery";"55978";"2025-07-25";"EUR";"SUMUP";"504,16";"0,00";"504,16"
"Suedseite - Bakery and Roastery";"55978";"2025-07-26";"EUR";"CASH";"293,46";"0,00";"293,46"
"Suedseite - Bakery and Roastery";"55978";"2025-07-26";"EUR";"SUMUP";"1149,16";"0,00";"1149,16"
"Suedseite - Bakery and Roastery";"55978";"2025-07-27";"EUR";"CASH";"508,90";"0,00";"508,90"
"Suedseite - Bakery and Roastery";"55978";"2025-07-27";"EUR";"SUMUP";"1152,40";"0,00";"1152,40"
"Suedseite - Bakery and Roastery";"55978";"2025-07-29";"EUR";"CASH";"414,74";"0,00";"414,74"
"Suedseite - Bakery and Roastery";"55978";"2025-07-29";"EUR";"SUMUP";"685,82";"0,00";"685,82"
"Suedseite - Bakery and Roastery";"55978";"2025-07-30";"EUR";"CASH";"480,95";"0,00";"480,95"
"Suedseite - Bakery and Roastery";"55978";"2025-07-30";"EUR";"SUMUP";"506,23";"0,00";"506,23"
"Suedseite - Bakery and Roastery";"55978";"2025-07-31";"EUR";"CASH";"359,95";"0,00";"359,95"
"Suedseite - Bakery and Roastery";"55978";"2025-07-31";"EUR";"SUMUP";"563,70";"0,00";"563,70"
