"Geschäft";"Geschäfts ID";"Datum";"Währung";"Zahlungsart";"Trinkgeld-Betrag"
"Suedseite - Bakery and Roastery";"55978";"2025-07-01";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-07-01";"EUR";"SUMUP";"2,13"
"Suedseite - Bakery and Roastery";"55978";"2025-07-01";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-07-01";"EUR";"SUMUP";"1,52"
"Suedseite - Bakery and Roastery";"55978";"2025-07-01";"EUR";"SUMUP";"1,40"
"Suedseite - Bakery and Roastery";"55978";"2025-07-01";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-07-01";"EUR";"SUMUP";"1,06"
"Suedseite - Bakery and Roastery";"55978";"2025-07-01";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-07-01";"EUR";"SUMUP";"1,43"
"Suedseite - Bakery and Roastery";"55978";"2025-07-02";"EUR";"SUMUP";"1,11"
"Suedseite - Bakery and Roastery";"55978";"2025-07-02";"EUR";"SUMUP";"1,17"
"Suedseite - Bakery and Roastery";"55978";"2025-07-02";"EUR";"SUMUP";"1,23"
"Suedseite - Bakery and Roastery";"55978";"2025-07-02";"EUR";"SUMUP";"1,85"
"Suedseite - Bakery and Roastery";"55978";"2025-07-02";"EUR";"CASH";"0,40"
"Suedseite - Bakery and Roastery";"55978";"2025-07-02";"EUR";"SUMUP";"1,07"
"Suedseite - Bakery and Roastery";"55978";"2025-07-02";"EUR";"SUMUP";"1,11"
"Suedseite - Bakery and Roastery";"55978";"2025-07-02";"EUR";"SUMUP";"1,07"
"Suedseite - Bakery and Roastery";"55978";"2025-07-02";"EUR";"SUMUP";"1,20"
"Suedseite - Bakery and Roastery";"55978";"2025-07-02";"EUR";"SUMUP";"1,66"
"Suedseite - Bakery and Roastery";"55978";"2025-07-02";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-07-02";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-07-03";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-07-03";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-07-03";"EUR";"SUMUP";"1,54"
"Suedseite - Bakery and Roastery";"55978";"2025-07-03";"EUR";"SUMUP";"1,16"
"Suedseite - Bakery and Roastery";"55978";"2025-07-03";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-07-03";"EUR";"SUMUP";"1,45"
"Suedseite - Bakery and Roastery";"55978";"2025-07-03";"EUR";"SUMUP";"1,64"
"Suedseite - Bakery and Roastery";"55978";"2025-07-03";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-07-03";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-07-03";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-07-03";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-07-03";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-07-03";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-07-03";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-07-03";"EUR";"SUMUP";"0,40"
"Suedseite - Bakery and Roastery";"55978";"2025-07-04";"EUR";"SUMUP";"1,83"
"Suedseite - Bakery and Roastery";"55978";"2025-07-04";"EUR";"SUMUP";"1,43"
"Suedseite - Bakery and Roastery";"55978";"2025-07-04";"EUR";"SUMUP";"1,31"
"Suedseite - Bakery and Roastery";"55978";"2025-07-04";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-07-04";"EUR";"SUMUP";"2,61"
"Suedseite - Bakery and Roastery";"55978";"2025-07-04";"EUR";"SUMUP";"1,27"
"Suedseite - Bakery and Roastery";"55978";"2025-07-04";"EUR";"SUMUP";"1,41"
"Suedseite - Bakery and Roastery";"55978";"2025-07-04";"EUR";"SUMUP";"0,40"
"Suedseite - Bakery and Roastery";"55978";"2025-07-04";"EUR";"SUMUP";"1,54"
"Suedseite - Bakery and Roastery";"55978";"2025-07-05";"EUR";"SUMUP";"1,69"
"Suedseite - Bakery and Roastery";"55978";"2025-07-05";"EUR";"SUMUP";"1,46"
"Suedseite - Bakery and Roastery";"55978";"2025-07-05";"EUR";"SUMUP";"2,63"
"Suedseite - Bakery and Roastery";"55978";"2025-07-05";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-07-05";"EUR";"SUMUP";"1,58"
"Suedseite - Bakery and Roastery";"55978";"2025-07-05";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-07-05";"EUR";"SUMUP";"1,41"
"Suedseite - Bakery and Roastery";"55978";"2025-07-05";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-07-05";"EUR";"SUMUP";"5,93"
"Suedseite - Bakery and Roastery";"55978";"2025-07-05";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-07-05";"EUR";"SUMUP";"5,64"
"Suedseite - Bakery and Roastery";"55978";"2025-07-05";"EUR";"SUMUP";"1,60"
"Suedseite - Bakery and Roastery";"55978";"2025-07-05";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-07-05";"EUR";"SUMUP";"1,30"
"Suedseite - Bakery and Roastery";"55978";"2025-07-05";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-07-05";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-07-05";"EUR";"SUMUP";"1,99"
"Suedseite - Bakery and Roastery";"55978";"2025-07-05";"EUR";"SUMUP";"1,54"
"Suedseite - Bakery and Roastery";"55978";"2025-07-05";"EUR";"SUMUP";"3,03"
"Suedseite - Bakery and Roastery";"55978";"2025-07-05";"EUR";"SUMUP";"0,50"
"Suedseite - Bakery and Roastery";"55978";"2025-07-05";"EUR";"SUMUP";"1,44"
"Suedseite - Bakery and Roastery";"55978";"2025-07-05";"EUR";"SUMUP";"0,40"
"Suedseite - Bakery and Roastery";"55978";"2025-07-05";"EUR";"SUMUP";"1,75"
"Suedseite - Bakery and Roastery";"55978";"2025-07-05";"EUR";"SUMUP";"2,28"
"Suedseite - Bakery and Roastery";"55978";"2025-07-05";"EUR";"SUMUP";"1,66"
"Suedseite - Bakery and Roastery";"55978";"2025-07-05";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-07-05";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-07-05";"EUR";"SUMUP";"1,27"
"Suedseite - Bakery and Roastery";"55978";"2025-07-06";"EUR";"SUMUP";"1,42"
"Suedseite - Bakery and Roastery";"55978";"2025-07-06";"EUR";"SUMUP";"0,70"
