"Datum geschlossen";"Geschäfts ID";"Geschäft";"Erstattungsnummer";"Bestellnummer";"Von Verkäufer eröffnet";"Anmerkungen";"Produkt";"Artikelnummer";"Menge";"Gutscheincode";"Währung";"Umsatz inkl. Steuer";"Umsatz ohne Steuer";"MwSt.-Betrag"
"2025-05-04 17:53:02";"55978";"Suedseite - Bakery and Roastery";"B69D2A8F-1492-4988-A8A4-C33C23C48769";"895A0B0B-6083-48E9-B27C-1DFBF880ACA1";"Vendeur";"Ich habe einen Fehler gemacht und möchte die Bestellung stornieren";"Classico";"";"-1";"";"EUR";"-3,40";"-3,18";"-0,22"
"2025-05-04 17:53:02";"55978";"Suedseite - Bakery and Roastery";"B69D2A8F-1492-4988-A8A4-C33C23C48769";"895A0B0B-6083-48E9-B27C-1DFBF880ACA1";"Vendeur";"Ich habe einen Fehler gemacht und möchte die Bestellung stornieren";"Limonaden";"";"-2";"";"EUR";"-6,00";"-5,04";"-0,96"
"2025-05-16 10:20:56";"55978";"Suedseite - Bakery and Roastery";"C0468D73-2C06-4AA4-A3D8-E92A66EAA19F";"A5B32F32-7AD2-4040-AB32-EBDF6F0C9771";"Vendeur";"Ich habe einen Fehler gemacht und möchte die Bestellung stornieren";"Cortado";"";"-1";"";"EUR";"-3,80";"-3,19";"-0,61"
"2025-05-16 10:20:56";"55978";"Suedseite - Bakery and Roastery";"C0468D73-2C06-4AA4-A3D8-E92A66EAA19F";"A5B32F32-7AD2-4040-AB32-EBDF6F0C9771";"Vendeur";"Ich habe einen Fehler gemacht und möchte die Bestellung stornieren";"Flatwhite";"";"-1";"";"EUR";"-4,00";"-3,36";"-0,64"
"2025-05-18 12:56:45";"55978";"Suedseite - Bakery and Roastery";"B202EF88-9FEE-44EE-8015-A2739B903155";"33C5AEBC-9CA8-41E0-BF1F-573FC2E6D063";"Vendeur";"Ich habe einen Fehler gemacht und möchte die Bestellung stornieren";"Schnecke";"";"-1";"";"EUR";"-3,15";"-2,94";"-0,21"
"2025-05-20 19:15:45";"55978";"Suedseite - Bakery and Roastery";"10668D6C-8FAA-4575-8747-EEF92206F343";"65A3E960-388B-4A51-AFA0-C56DF760A35A";"Vendeur";"Ich habe einen Fehler gemacht und möchte die Bestellung stornieren";"Limonaden";"";"-1";"";"EUR";"-3,00";"-2,52";"-0,48"
"2025-05-20 19:15:45";"55978";"Suedseite - Bakery and Roastery";"10668D6C-8FAA-4575-8747-EEF92206F343";"65A3E960-388B-4A51-AFA0-C56DF760A35A";"Vendeur";"Ich habe einen Fehler gemacht und möchte die Bestellung stornieren";"Americano";"";"-1";"";"EUR";"-3,70";"-3,11";"-0,59"
"2025-05-20 19:15:45";"55978";"Suedseite - Bakery and Roastery";"10668D6C-8FAA-4575-8747-EEF92206F343";"65A3E960-388B-4A51-AFA0-C56DF760A35A";"Vendeur";"Ich habe einen Fehler gemacht und möchte die Bestellung stornieren";"Americano";"";"-1";"";"EUR";"-3,70";"-3,11";"-0,59"
"2025-05-20 19:15:45";"55978";"Suedseite - Bakery and Roastery";"10668D6C-8FAA-4575-8747-EEF92206F343";"65A3E960-388B-4A51-AFA0-C56DF760A35A";"Vendeur";"Ich habe einen Fehler gemacht und möchte die Bestellung stornieren";"Knoten";"";"-3";"";"EUR";"-9,90";"-9,25";"-0,65"
"2025-05-22 15:09:24";"55978";"Suedseite - Bakery and Roastery";"458C4E02-4C9F-46EC-9408-49B2164449EA";"43D3165F-2D05-4984-B8CA-7DAFEC8A703F";"Vendeur";"Ich habe einen Fehler gemacht und möchte die Bestellung stornieren";"Knoten";"";"-1";"";"EUR";"-3,30";"-3,08";"-0,22"
"2025-05-22 15:09:24";"55978";"Suedseite - Bakery and Roastery";"458C4E02-4C9F-46EC-9408-49B2164449EA";"43D3165F-2D05-4984-B8CA-7DAFEC8A703F";"Vendeur";"Ich habe einen Fehler gemacht und möchte die Bestellung stornieren";"Matcha";"";"-1";"";"EUR";"-4,90";"-4,12";"-0,78"
"2025-05-25 09:52:50";"55978";"Suedseite - Bakery and Roastery";"29E0AAD5-6C88-4D43-A669-3D0F81DAE213";"EBCAE94C-EBDE-409C-B7C8-5A7CC2F62E6B";"Vendeur";"Ich habe einen Fehler gemacht und möchte die Bestellung stornieren";"Flatwhite";"";"-1";"";"EUR";"-2,80";"-2,35";"-0,45"
"2025-05-25 09:52:50";"55978";"Suedseite - Bakery and Roastery";"29E0AAD5-6C88-4D43-A669-3D0F81DAE213";"EBCAE94C-EBDE-409C-B7C8-5A7CC2F62E6B";"Vendeur";"Ich habe einen Fehler gemacht und möchte die Bestellung stornieren";"Flatwhite";"";"-1";"";"EUR";"-2,80";"-2,35";"-0,45"
"2025-05-28 11:11:29";"55978";"Suedseite - Bakery and Roastery";"BD10BF8C-0619-4D1F-AC69-1B21F2D6D044";"94972210-48C8-488A-8DDE-44C08563A0D3";"Vendeur";"Ich habe einen Fehler gemacht und möchte die Bestellung stornieren";"Pizza stk";"";"-1";"";"EUR";"-3,50";"-3,27";"-0,23"
"2025-05-28 11:11:29";"55978";"Suedseite - Bakery and Roastery";"BD10BF8C-0619-4D1F-AC69-1B21F2D6D044";"94972210-48C8-488A-8DDE-44C08563A0D3";"Vendeur";"Ich habe einen Fehler gemacht und möchte die Bestellung stornieren";"Kasten";"";"-1";"";"EUR";"-3,80";"-3,55";"-0,25"
"2025-05-28 11:11:29";"55978";"Suedseite - Bakery and Roastery";"BD10BF8C-0619-4D1F-AC69-1B21F2D6D044";"94972210-48C8-488A-8DDE-44C08563A0D3";"Vendeur";"Ich habe einen Fehler gemacht und möchte die Bestellung stornieren";"Rustico";"";"-1";"";"EUR";"-6,20";"-5,79";"-0,41"
