"Geschäft";"Geschäfts ID";"Eröffnungsdatum";"Datum geschlossen";"Bestellnummer";"Währung";"Produkt";"Artikelnummer";"Menge";"Gutscheincode";"Stückpreis inkl. MwSt";"Rabatt";"Umsatz inkl. Steuer";"Umsatz ohne Steuer";"MwSt.-Betrag"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 09:54:43";"2025-05-01 09:55:58";"8744E1D6-7145-4638-B15F-3BD46A8AA1E3";"EUR";"Knoten";"";"1";"";"3,30";"0,00";"3,30";"3,08";"0,22"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 09:54:43";"2025-05-01 09:55:58";"8744E1D6-7145-4638-B15F-3BD46A8AA1E3";"EUR";"Limonaden";"";"2";"";"3,00";"0,00";"6,00";"5,04";"0,96"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 09:56:57";"2025-05-01 10:01:39";"C255891F-ED4F-4DFE-A420-144817C821BF";"EUR";"Classico";"";"1";"";"5,00";"0,00";"5,00";"4,67";"0,33"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 09:56:57";"2025-05-01 10:01:39";"C255891F-ED4F-4DFE-A420-144817C821BF";"EUR";"Rustico";"";"1";"";"6,20";"0,00";"6,20";"5,79";"0,41"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 10:02:02";"2025-05-01 10:04:52";"03AF62F8-DA7E-431C-A9C3-A7119876C8BE";"EUR";"Buchtel";"";"1";"";"3,50";"0,00";"3,50";"3,27";"0,23"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 10:02:02";"2025-05-01 10:04:52";"03AF62F8-DA7E-431C-A9C3-A7119876C8BE";"EUR";"Classico";"";"1";"";"7,40";"0,00";"7,40";"6,92";"0,48"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 10:02:02";"2025-05-01 10:04:52";"03AF62F8-DA7E-431C-A9C3-A7119876C8BE";"EUR";"Knoten";"";"1";"";"3,30";"0,00";"3,30";"3,08";"0,22"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 10:06:22";"2025-05-01 10:06:48";"71BD1E4A-6A40-48F2-A99A-CA5C7EAD4616";"EUR";"Rustico";"";"1";"";"6,20";"0,00";"6,20";"5,79";"0,41"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 10:13:09";"2025-05-01 10:13:50";"A2B11A04-3C19-4EF9-820C-CB384ADB17F4";"EUR";"Brötchen";"";"4";"";"1,50";"0,00";"6,00";"5,61";"0,39"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 10:17:08";"2025-05-01 10:18:02";"88189140-13F3-4C62-ADCE-495FE9201ECF";"EUR";"Classico";"";"1";"";"5,00";"0,00";"5,00";"4,67";"0,33"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 10:17:08";"2025-05-01 10:18:02";"88189140-13F3-4C62-ADCE-495FE9201ECF";"EUR";"Knoten";"";"2";"";"3,30";"0,00";"6,60";"6,17";"0,43"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 10:17:08";"2025-05-01 10:18:02";"88189140-13F3-4C62-ADCE-495FE9201ECF";"EUR";"Schnecke";"";"1";"";"7,00";"0,00";"7,00";"6,54";"0,46"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 10:23:18";"2025-05-01 10:24:02";"D5C70B83-618E-4ABC-97D1-C814729317D3";"EUR";"Brötchen";"";"2";"";"1,50";"0,00";"3,00";"2,80";"0,20"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 10:23:18";"2025-05-01 10:24:02";"D5C70B83-618E-4ABC-97D1-C814729317D3";"EUR";"Classico";"";"1";"";"7,40";"0,00";"7,40";"6,92";"0,48"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 10:05:00";"2025-05-01 10:25:56";"7C5D9BFF-252F-4130-BD53-6253DF38D63E";"EUR";"Americano";"";"1";"";"3,70";"0,00";"3,70";"3,11";"0,59"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 10:05:00";"2025-05-01 10:25:56";"7C5D9BFF-252F-4130-BD53-6253DF38D63E";"EUR";"Brötchen";"";"4";"";"1,50";"0,00";"6,00";"5,60";"0,40"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 10:05:00";"2025-05-01 10:25:56";"7C5D9BFF-252F-4130-BD53-6253DF38D63E";"EUR";"Knoten";"";"2";"";"3,30";"0,00";"6,60";"6,16";"0,44"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 10:05:00";"2025-05-01 10:25:56";"7C5D9BFF-252F-4130-BD53-6253DF38D63E";"EUR";"Latte";"";"1";"";"4,40";"0,00";"4,40";"3,70";"0,70"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 10:41:14";"2025-05-01 10:44:21";"59D61E69-727A-4EE3-A55E-DBA15D5BB161";"EUR";"Flatwhite";"";"1";"";"4,00";"0,00";"4,00";"3,36";"0,64"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 10:41:14";"2025-05-01 10:44:21";"59D61E69-727A-4EE3-A55E-DBA15D5BB161";"EUR";"Flatwhite";"";"1";"";"4,20";"0,00";"4,20";"3,53";"0,67"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 10:41:14";"2025-05-01 10:44:21";"59D61E69-727A-4EE3-A55E-DBA15D5BB161";"EUR";"Knoten";"";"1";"";"3,30";"0,00";"3,30";"3,08";"0,22"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 10:41:14";"2025-05-01 10:44:21";"59D61E69-727A-4EE3-A55E-DBA15D5BB161";"EUR";"Latte";"";"1";"";"4,20";"0,00";"4,20";"3,53";"0,67"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 10:41:14";"2025-05-01 10:44:21";"59D61E69-727A-4EE3-A55E-DBA15D5BB161";"EUR";"Schnecke";"";"1";"";"3,50";"0,00";"3,50";"3,27";"0,23"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 10:46:08";"2025-05-01 10:53:12";"01B1E22C-E084-423C-BB80-F601B677F77C";"EUR";"Buchtel";"";"1";"";"7,00";"0,00";"7,00";"6,54";"0,46"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 10:46:08";"2025-05-01 10:53:12";"01B1E22C-E084-423C-BB80-F601B677F77C";"EUR";"Kasten";"";"1";"";"3,80";"0,00";"3,80";"3,55";"0,25"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 10:46:08";"2025-05-01 10:53:12";"01B1E22C-E084-423C-BB80-F601B677F77C";"EUR";"Rustico";"";"1";"";"6,20";"0,00";"6,20";"5,79";"0,41"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 10:55:21";"2025-05-01 10:56:56";"1770510C-81FC-4F6E-97AC-39A1DA222FA2";"EUR";"Classico";"";"1";"";"7,40";"0,00";"7,40";"6,92";"0,48"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 10:55:21";"2025-05-01 10:56:56";"1770510C-81FC-4F6E-97AC-39A1DA222FA2";"EUR";"Knoten";"";"2";"";"3,30";"0,00";"6,60";"6,17";"0,43"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 10:55:21";"2025-05-01 10:56:56";"1770510C-81FC-4F6E-97AC-39A1DA222FA2";"EUR";"Rustico";"";"1";"";"6,20";"0,00";"6,20";"5,79";"0,41"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 10:55:21";"2025-05-01 10:56:56";"1770510C-81FC-4F6E-97AC-39A1DA222FA2";"EUR";"Schnecke";"";"1";"";"3,50";"0,00";"3,50";"3,27";"0,23"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 10:35:38";"2025-05-01 10:59:26";"B8379671-446A-4CDC-899E-5FD403506D1D";"EUR";"Flatwhite";"";"2";"";"4,20";"0,00";"8,40";"7,06";"1,34"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 10:35:38";"2025-05-01 10:59:26";"B8379671-446A-4CDC-899E-5FD403506D1D";"EUR";"Knoten";"";"1";"";"3,30";"0,00";"3,30";"3,08";"0,22"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 10:35:38";"2025-05-01 10:59:26";"B8379671-446A-4CDC-899E-5FD403506D1D";"EUR";"Schnecke";"";"1";"";"3,50";"0,00";"3,50";"3,27";"0,23"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 11:08:08";"2025-05-01 11:08:45";"FEC009CA-9C54-42DD-B1EA-4AE3BF064F60";"EUR";"Studenten menü";"";"1";"Icd matcha ";"8,00";"0,00";"8,00";"6,72";"1,28"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 11:08:48";"2025-05-01 11:09:38";"78BC8007-2D1C-4B5C-8B8C-9ACB9828F224";"EUR";"Studenten menü";"";"1";"Icd latte kuh ";"8,00";"0,00";"8,00";"6,72";"1,28"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 11:14:26";"2025-05-01 11:15:15";"D1ADE2DF-A803-4D88-8A81-02549E539C5E";"EUR";"Kasten";"";"1";"";"3,60";"0,00";"3,60";"3,36";"0,24"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 11:14:26";"2025-05-01 11:15:15";"D1ADE2DF-A803-4D88-8A81-02549E539C5E";"EUR";"Knoten";"";"2";"";"3,30";"0,00";"6,60";"6,17";"0,43"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 11:14:26";"2025-05-01 11:15:15";"D1ADE2DF-A803-4D88-8A81-02549E539C5E";"EUR";"Rustico";"";"1";"";"6,20";"0,00";"6,20";"5,79";"0,41"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 10:06:07";"2025-05-01 11:21:01";"B91C2AF0-78EB-4078-B412-1B43EFBE6FAB";"EUR";"Flatwhite";"";"1";"";"4,00";"0,00";"4,00";"3,36";"0,64"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 11:37:57";"2025-05-01 11:39:38";"C4B4DF25-B5A8-4B81-83A6-4236B1871771";"EUR";"Buchtel";"";"1";"";"3,50";"0,00";"3,50";"3,27";"0,23"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 11:37:57";"2025-05-01 11:39:38";"C4B4DF25-B5A8-4B81-83A6-4236B1871771";"EUR";"Flatwhite";"";"2";"";"4,00";"0,00";"8,00";"6,72";"1,28"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 11:37:57";"2025-05-01 11:39:38";"C4B4DF25-B5A8-4B81-83A6-4236B1871771";"EUR";"Rustico";"";"1";"";"6,20";"0,00";"6,20";"5,79";"0,41"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 11:37:57";"2025-05-01 11:39:38";"C4B4DF25-B5A8-4B81-83A6-4236B1871771";"EUR";"Schnecke";"";"1";"";"3,50";"0,00";"3,50";"3,27";"0,23"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 10:59:36";"2025-05-01 11:41:42";"3755924A-428F-4E82-9AC4-B1420ECD3495";"EUR";"Flatwhite";"";"1";"";"4,00";"0,00";"4,00";"3,36";"0,64"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 10:59:36";"2025-05-01 11:41:42";"3755924A-428F-4E82-9AC4-B1420ECD3495";"EUR";"Sandwich";"";"2";"";"6,00";"0,00";"12,00";"11,22";"0,78"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 11:42:03";"2025-05-01 11:42:06";"48FF32CC-2B43-4FED-8011-0451F71C54E6";"EUR";"Knoten";"";"2";"";"3,30";"0,00";"6,60";"6,17";"0,43"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 11:43:52";"2025-05-01 11:45:54";"DB7CBF5A-7521-426E-9602-145659394686";"EUR";"Knoten";"";"1";"";"3,30";"0,00";"3,30";"3,08";"0,22"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 11:43:52";"2025-05-01 11:45:54";"DB7CBF5A-7521-426E-9602-145659394686";"EUR";"Latte";"";"1";"";"4,20";"0,00";"4,20";"3,93";"0,27"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 11:43:52";"2025-05-01 11:45:54";"DB7CBF5A-7521-426E-9602-145659394686";"EUR";"Sandwich";"";"1";"";"6,00";"0,00";"6,00";"5,61";"0,39"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 11:45:57";"2025-05-01 11:46:39";"247C3BB7-3362-493F-8F2C-A5F91E59D287";"EUR";"Knoten";"";"3";"";"3,30";"0,00";"9,90";"9,25";"0,65"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 11:47:29";"2025-05-01 11:47:32";"8931174E-EF45-4810-AC0D-6F2B6AA3915D";"EUR";"Schnecke";"";"2";"";"3,50";"0,00";"7,00";"6,54";"0,46"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 11:05:24";"2025-05-01 11:50:32";"534DBE60-5C89-49F0-AB5B-D1B4E333D5DF";"EUR";"Classico";"";"1";"";"7,40";"0,00";"7,40";"6,92";"0,48"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 11:05:24";"2025-05-01 11:50:32";"534DBE60-5C89-49F0-AB5B-D1B4E333D5DF";"EUR";"Cortado";"";"1";"";"3,80";"0,00";"3,80";"3,19";"0,61"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 11:05:24";"2025-05-01 11:50:32";"534DBE60-5C89-49F0-AB5B-D1B4E333D5DF";"EUR";"Latte";"";"2";"";"4,20";"0,00";"8,40";"7,06";"1,34"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 11:05:24";"2025-05-01 11:50:32";"534DBE60-5C89-49F0-AB5B-D1B4E333D5DF";"EUR";"Sandwich";"";"2";"";"6,00";"0,00";"12,00";"11,22";"0,78"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 11:05:24";"2025-05-01 11:50:32";"534DBE60-5C89-49F0-AB5B-D1B4E333D5DF";"EUR";"Schnecke";"";"2";"";"3,50";"0,00";"7,00";"6,54";"0,46"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 11:05:24";"2025-05-01 11:50:32";"534DBE60-5C89-49F0-AB5B-D1B4E333D5DF";"EUR";"VIVA CON AGUA";"1718708422";"1";"";"2,60";"0,00";"2,60";"2,18";"0,42"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 11:50:49";"2025-05-01 11:55:03";"292C8650-DE86-4D1A-80FC-5B3F0A7770A2";"EUR";"Buchtel";"";"1";"";"3,50";"0,00";"3,50";"3,27";"0,23"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 11:50:49";"2025-05-01 11:55:03";"292C8650-DE86-4D1A-80FC-5B3F0A7770A2";"EUR";"Classico";"";"3";"";"5,00";"0,00";"15,00";"14,02";"0,98"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 11:50:49";"2025-05-01 11:55:03";"292C8650-DE86-4D1A-80FC-5B3F0A7770A2";"EUR";"Fobatta";"";"1";"";"4,00";"0,00";"4,00";"3,74";"0,26"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 11:50:49";"2025-05-01 11:55:03";"292C8650-DE86-4D1A-80FC-5B3F0A7770A2";"EUR";"Limonaden";"";"1";"";"3,00";"0,00";"3,00";"2,52";"0,48"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 11:50:49";"2025-05-01 11:55:03";"292C8650-DE86-4D1A-80FC-5B3F0A7770A2";"EUR";"Pizza stk";"";"1";"";"3,50";"0,00";"3,50";"3,27";"0,23"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 11:55:05";"2025-05-01 12:01:51";"DA8BAB32-E8C0-4D7B-A6A8-89BBD8DFB97B";"EUR";"Rustico";"";"1";"";"6,20";"0,00";"6,20";"5,79";"0,41"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 11:21:22";"2025-05-01 12:04:19";"27E57E54-8CD4-4D3F-9414-B893EE4EC031";"EUR";"Babyccino";"";"2";" It Kakao ";"1,00";"0,00";"2,00";"1,68";"0,32"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 11:21:22";"2025-05-01 12:04:19";"27E57E54-8CD4-4D3F-9414-B893EE4EC031";"EUR";"Buchtel";"";"1";"";"3,50";"0,00";"3,50";"3,27";"0,23"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 11:21:22";"2025-05-01 12:04:19";"27E57E54-8CD4-4D3F-9414-B893EE4EC031";"EUR";"Classico";"";"1";"";"5,00";"0,00";"5,00";"4,67";"0,33"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 11:21:22";"2025-05-01 12:04:19";"27E57E54-8CD4-4D3F-9414-B893EE4EC031";"EUR";"Flatwhite";"";"2";"";"4,00";"0,00";"8,00";"6,72";"1,28"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 11:21:22";"2025-05-01 12:04:19";"27E57E54-8CD4-4D3F-9414-B893EE4EC031";"EUR";"Knoten";"";"2";"";"3,30";"0,00";"6,60";"6,17";"0,43"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 11:21:22";"2025-05-01 12:04:19";"27E57E54-8CD4-4D3F-9414-B893EE4EC031";"EUR";"Pizza stk";"";"2";"";"3,50";"0,00";"7,00";"6,54";"0,46"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 11:21:22";"2025-05-01 12:04:19";"27E57E54-8CD4-4D3F-9414-B893EE4EC031";"EUR";"Rustico";"";"1";"";"6,20";"0,00";"6,20";"5,79";"0,41"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 11:21:22";"2025-05-01 12:04:19";"27E57E54-8CD4-4D3F-9414-B893EE4EC031";"EUR";"Schnecke";"";"1";"";"3,50";"0,00";"3,50";"3,27";"0,23"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 12:06:11";"2025-05-01 12:07:19";"72CFB10B-C813-4935-B349-6119B6CD9838";"EUR";"Jorge Barreto — 250g";"";"1";"";"12,50";"0,00";"12,50";"11,68";"0,82"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 12:06:11";"2025-05-01 12:07:19";"72CFB10B-C813-4935-B349-6119B6CD9838";"EUR";"Knoten";"";"1";"";"3,30";"0,00";"3,30";"3,08";"0,22"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 12:06:11";"2025-05-01 12:07:19";"72CFB10B-C813-4935-B349-6119B6CD9838";"EUR";"MIO (250G)";"171896240550002";"1";"";"11,50";"0,00";"11,50";"10,75";"0,75"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 12:06:11";"2025-05-01 12:07:19";"72CFB10B-C813-4935-B349-6119B6CD9838";"EUR";"Varianten";"";"1";"";"6,50";"0,00";"6,50";"6,07";"0,43"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 12:07:53";"2025-05-01 12:07:56";"B3948CF8-9D59-47C9-A4CA-212B9B0B9FAB";"EUR";"Knoten";"";"1";"";"3,30";"0,00";"3,30";"3,08";"0,22"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 12:36:31";"2025-05-01 12:38:04";"3198CC42-FDE6-4B14-9352-95BBD2F63CAC";"EUR";"Flatwhite";"";"1";"";"4,00";"0,00";"4,00";"3,36";"0,64"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 12:36:31";"2025-05-01 12:38:04";"3198CC42-FDE6-4B14-9352-95BBD2F63CAC";"EUR";"Iced Flatwhite";"";"1";"";"4,20";"0,00";"4,20";"3,53";"0,67"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 12:36:31";"2025-05-01 12:38:04";"3198CC42-FDE6-4B14-9352-95BBD2F63CAC";"EUR";"Schnecke";"";"1";"";"7,00";"0,00";"7,00";"6,54";"0,46"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 12:45:35";"2025-05-01 12:49:15";"1A78F80B-A0F0-477B-B04D-E454258F81CD";"EUR";"Flatwhite";"";"1";"";"4,00";"0,00";"4,00";"3,36";"0,64"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 12:45:35";"2025-05-01 12:49:15";"1A78F80B-A0F0-477B-B04D-E454258F81CD";"EUR";"Limonaden";"";"1";"";"3,00";"0,00";"3,00";"2,52";"0,48"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 12:50:02";"2025-05-01 12:50:05";"875A471F-8C65-4563-974F-7482B48CA6F6";"EUR";"Classico";"";"1";"";"5,00";"0,00";"5,00";"4,67";"0,33"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 13:06:21";"2025-05-01 13:08:32";"46ACFD7E-2E9F-4475-94D2-F4C63CDA5B9E";"EUR";"Flatwhite";"";"1";"";"4,00";"0,00";"4,00";"3,36";"0,64"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 13:06:21";"2025-05-01 13:08:32";"46ACFD7E-2E9F-4475-94D2-F4C63CDA5B9E";"EUR";"Iced Matcha";"";"1";"";"5,10";"0,00";"5,10";"4,29";"0,81"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 13:06:21";"2025-05-01 13:08:32";"46ACFD7E-2E9F-4475-94D2-F4C63CDA5B9E";"EUR";"Pizza stk";"";"1";"";"3,50";"0,00";"3,50";"3,27";"0,23"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 13:06:21";"2025-05-01 13:08:32";"46ACFD7E-2E9F-4475-94D2-F4C63CDA5B9E";"EUR";"Sandwich";"";"1";"";"6,00";"0,00";"6,00";"5,61";"0,39"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 12:34:57";"2025-05-01 13:09:38";"C908D0D7-9BD1-457D-AFC7-47024F0CC062";"EUR";"Brot & Butter";"";"1";"Rogge rusti ";"3,00";"0,00";"3,00";"2,80";"0,20"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 12:34:57";"2025-05-01 13:09:38";"C908D0D7-9BD1-457D-AFC7-47024F0CC062";"EUR";"Fobatta";"";"1";"";"4,50";"0,00";"4,50";"4,21";"0,29"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 12:34:57";"2025-05-01 13:09:38";"C908D0D7-9BD1-457D-AFC7-47024F0CC062";"EUR";"Limonaden";"";"2";"";"3,00";"0,00";"6,00";"5,04";"0,96"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 12:34:57";"2025-05-01 13:09:38";"C908D0D7-9BD1-457D-AFC7-47024F0CC062";"EUR";"Oliven";"";"1";"";"1,00";"0,00";"1,00";"0,93";"0,07"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 12:34:57";"2025-05-01 13:09:38";"C908D0D7-9BD1-457D-AFC7-47024F0CC062";"EUR";"Pizza stk";"";"1";"";"3,50";"0,00";"3,50";"3,27";"0,23"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 12:34:57";"2025-05-01 13:09:38";"C908D0D7-9BD1-457D-AFC7-47024F0CC062";"EUR";"Rustico";"";"1";"";"6,20";"0,00";"6,20";"5,79";"0,41"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 13:12:19";"2025-05-01 13:13:00";"171D5017-C6A8-4EE7-B43B-82B7B01C286E";"EUR";"Rustico";"";"1";"";"6,20";"0,00";"6,20";"5,79";"0,41"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 13:12:19";"2025-05-01 13:13:00";"171D5017-C6A8-4EE7-B43B-82B7B01C286E";"EUR";"Schnecke";"";"1";"";"7,00";"0,00";"7,00";"6,54";"0,46"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 13:21:30";"2025-05-01 13:26:13";"88E18824-3602-43DC-BEAA-D80E48D7E630";"EUR";"Cold Brew";"";"1";"";"4,70";"0,00";"4,70";"3,95";"0,75"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 13:21:30";"2025-05-01 13:26:13";"88E18824-3602-43DC-BEAA-D80E48D7E630";"EUR";"Fobatta";"";"1";"";"4,50";"0,00";"4,50";"4,21";"0,29"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 13:21:30";"2025-05-01 13:26:13";"88E18824-3602-43DC-BEAA-D80E48D7E630";"EUR";"Limonaden";"";"1";"";"3,00";"0,00";"3,00";"2,52";"0,48"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 13:27:36";"2025-05-01 13:29:54";"E1B13ABB-19E9-45A9-A238-8C1DA08728B6";"EUR";"Brot & Butter";"";"1";"";"3,00";"0,00";"3,00";"2,80";"0,20"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 13:27:36";"2025-05-01 13:29:54";"E1B13ABB-19E9-45A9-A238-8C1DA08728B6";"EUR";"Flatwhite";"";"1";"";"4,20";"0,00";"4,20";"3,53";"0,67"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 13:29:58";"2025-05-01 13:30:40";"EA966011-5910-430F-B942-C9977FD0EE5F";"EUR";"Flatwhite";"";"1";"";"4,20";"0,00";"4,20";"3,53";"0,67"
"Suedseite - Bakery and Roastery";"55978";"2025-05-01 13:29:58";"2025-05-01 13:30:40";"EA966011-5910-430F-B942-C9977FD0EE5F";"EUR";"Knoten";"";"1";"";"3,30";"0,00";"3,30";"3,08";"0,22"
