"Geschäft";"Geschäfts ID";"Datum";"Währung";"MwSt";"Umsatz ohne Steuer";"Umsatz inkl. Steuer";"Rückerstattet (ohne Steuer)";"Rückerstattet ( inkl. Steuer)";"MwSt-Betrag"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-18";"EUR";"0,00";"13,90";"13,90";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-18";"EUR";"0,07";"623,44";"667,22";"0,00";"0,00";"43,78"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-18";"EUR";"0,19";"122,41";"145,70";"0,00";"0,00";"23,29"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-19";"EUR";"0,00";"115,90";"115,90";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-19";"EUR";"0,07";"1121,44";"1200,20";"0,00";"0,00";"78,76"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-19";"EUR";"0,19";"323,05";"384,52";"0,00";"0,00";"61,47"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-20";"EUR";"0,00";"24,50";"24,50";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-20";"EUR";"0,07";"630,96";"675,30";"0,00";"0,00";"44,34"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-20";"EUR";"0,19";"181,63";"216,21";"0,00";"0,00";"34,58"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-21";"EUR";"0,00";"19,90";"19,90";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-21";"EUR";"0,07";"768,66";"822,63";"0,00";"0,00";"53,97"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-21";"EUR";"0,19";"142,91";"170,10";"0,00";"0,00";"27,19"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-22";"EUR";"0,00";"134,44";"134,44";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-22";"EUR";"0,07";"511,59";"547,45";"0,00";"0,00";"35,86"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-22";"EUR";"0,19";"100,95";"120,13";"0,00";"0,00";"19,18"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-23";"EUR";"0,00";"33,00";"33,00";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-23";"EUR";"0,07";"623,91";"667,72";"0,00";"0,00";"43,81"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-23";"EUR";"0,19";"106,45";"126,70";"0,00";"0,00";"20,25"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-24";"EUR";"0,00";"19,20";"19,20";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-24";"EUR";"0,07";"581,66";"622,50";"0,00";"0,00";"40,84"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-24";"EUR";"0,19";"90,41";"107,60";"0,00";"0,00";"17,19"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-25";"EUR";"0,00";"44,70";"44,70";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-25";"EUR";"0,07";"671,07";"718,20";"0,00";"0,00";"47,13"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-25";"EUR";"0,19";"93,34";"111,09";"0,00";"0,00";"17,75"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-26";"EUR";"0,00";"19,40";"19,40";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-26";"EUR";"0,07";"1192,99";"1276,70";"6,26";"6,70";"83,27"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-26";"EUR";"0,19";"148,27";"176,50";"0,00";"0,00";"28,23"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-27";"EUR";"0,00";"110,00";"110,00";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-27";"EUR";"0,07";"942,12";"1008,13";"0,00";"0,00";"66,01"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-27";"EUR";"0,19";"148,48";"176,70";"0,00";"0,00";"28,22"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-28";"EUR";"0,00";"63,40";"63,40";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-28";"EUR";"0,07";"424,52";"454,32";"0,00";"0,00";"29,80"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-28";"EUR";"0,19";"111,15";"132,30";"2,94";"3,50";"20,59"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-29";"EUR";"0,00";"119,16";"119,16";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-29";"EUR";"0,07";"401,00";"429,09";"0,00";"0,00";"28,09"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-29";"EUR";"0,19";"57,23";"68,12";"0,00";"0,00";"10,89"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-30";"EUR";"0,00";"158,10";"158,10";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-30";"EUR";"0,07";"467,91";"500,76";"0,00";"0,00";"32,85"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-30";"EUR";"0,19";"118,65";"141,25";"0,00";"0,00";"22,60"
