"Geschäft";"Geschäfts ID";"Datum";"Währung";"Zahlungsart";"Betrag";"Rückerstatteter Betrag";"Nettosumme"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-01";"EUR";"CASH";"150,91";"0,00";"150,91"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-01";"EUR";"SUMUP";"450,53";"0,00";"450,53"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-02";"EUR";"CASH";"282,03";"0,00";"282,03"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-02";"EUR";"SUMUP";"433,48";"0,00";"433,48"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-03";"EUR";"CASH";"202,32";"0,00";"202,32"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-03";"EUR";"SUMUP";"702,52";"0,00";"702,52"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-04";"EUR";"CASH";"292,30";"0,00";"292,30"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-04";"EUR";"SUMUP";"729,71";"0,00";"729,71"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-05";"EUR";"CASH";"388,48";"0,00";"388,48"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-05";"EUR";"SUMUP";"1283,44";"0,00";"1283,44"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-06";"EUR";"CASH";"260,65";"0,00";"260,65"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-06";"EUR";"SUMUP";"1258,39";"0,00";"1258,39"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-07";"EUR";"CASH";"254,90";"0,00";"254,90"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-07";"EUR";"SUMUP";"557,44";"0,00";"557,44"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-08";"EUR";"CASH";"198,20";"0,00";"198,20"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-08";"EUR";"SUMUP";"489,00";"0,00";"489,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-09";"EUR";"CASH";"235,45";"0,00";"235,45"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-09";"EUR";"SUMUP";"437,16";"0,00";"437,16"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-10";"EUR";"CASH";"136,54";"0,00";"136,54"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-10";"EUR";"SUMUP";"497,57";"0,00";"497,57"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-11";"EUR";"CASH";"368,60";"0,00";"368,60"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-11";"EUR";"SUMUP";"712,84";"0,00";"712,84"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-12";"EUR";"CASH";"412,24";"0,00";"412,24"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-12";"EUR";"SUMUP";"1269,42";"0,00";"1269,42"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-13";"EUR";"CASH";"179,83";"-8,60";"171,23"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-13";"EUR";"SUMUP";"832,88";"-13,55";"819,33"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-14";"EUR";"CASH";"207,00";"0,00";"207,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-14";"EUR";"SUMUP";"667,00";"0,00";"667,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-15";"EUR";"CASH";"189,10";"0,00";"189,10"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-15";"EUR";"SUMUP";"485,16";"0,00";"485,16"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-16";"EUR";"CASH";"221,20";"0,00";"221,20"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-16";"EUR";"SUMUP";"583,95";"0,00";"583,95"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-17";"EUR";"CASH";"152,42";"0,00";"152,42"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-17";"EUR";"SUMUP";"500,14";"0,00";"500,14"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-18";"EUR";"CASH";"221,74";"0,00";"221,74"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-18";"EUR";"SUMUP";"645,20";"0,00";"645,20"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-19";"EUR";"CASH";"496,42";"0,00";"496,42"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-19";"EUR";"SUMUP";"1274,40";"0,00";"1274,40"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-20";"EUR";"CASH";"242,70";"0,00";"242,70"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-20";"EUR";"SUMUP";"705,43";"0,00";"705,43"
