"Geschäft";"Geschäfts ID";"Datum";"Währung";"Zahlungsart";"Betrag";"Rückerstatteter Betrag";"Nettosumme"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-21";"EUR";"CASH";"218,74";"0,00";"218,74"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-21";"EUR";"SUMUP";"852,74";"0,00";"852,74"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-22";"EUR";"CASH";"228,62";"0,00";"228,62"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-22";"EUR";"SUMUP";"604,98";"0,00";"604,98"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-23";"EUR";"CASH";"254,12";"0,00";"254,12"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-23";"EUR";"SUMUP";"604,92";"0,00";"604,92"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-24";"EUR";"CASH";"171,13";"0,00";"171,13"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-24";"EUR";"SUMUP";"607,88";"0,00";"607,88"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-25";"EUR";"CASH";"263,40";"0,00";"263,40"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-25";"EUR";"SUMUP";"633,40";"0,00";"633,40"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-26";"EUR";"CASH";"348,15";"-6,70";"341,45"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-26";"EUR";"SUMUP";"1189,46";"0,00";"1189,46"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-27";"EUR";"CASH";"279,40";"0,00";"279,40"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-27";"EUR";"CREDIT_NOTE";"20,00";"0,00";"20,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-27";"EUR";"SUMUP";"1086,30";"0,00";"1086,30"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-27";"EUR";"VOUCHER";"-16,50";"0,00";"-16,50"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-28";"EUR";"CASH";"190,74";"-3,50";"187,24"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-28";"EUR";"SUMUP";"494,56";"0,00";"494,56"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-29";"EUR";"CASH";"152,52";"0,00";"152,52"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-29";"EUR";"SUMUP";"495,26";"0,00";"495,26"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-30";"EUR";"CASH";"274,60";"0,00";"274,60"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-30";"EUR";"SUMUP";"559,10";"0,00";"559,10"
