"Geschäft";"Geschäfts ID";"Datum";"Währung";"Umsatz inkl. Steuer";"Umsatz ohne Steuer";"Betrag MwSt";"Gesamtrabatt";"Gesamt Stornos";"Gesamtrückerstattung (inkl. Steuer)";"Gesamtrückerstattung (ohne Steuer)";"Gesamt Zahlungen";"Gesamtausgaben";"Gesamtbetrag Kundenkonten";"Gesamtbetrag Trinkgeld"
"Suedseite - Bakery and Roastery";"55978";"2025-01-03";"EUR";"1045,90";"946,51";"98,11";"3,10";"0,00";"-8,00";"-6,72";"0,00";"0,00";"0,00";"45,96"
"Suedseite - Bakery and Roastery";"55978";"2025-01-04";"EUR";"1174,60";"1064,18";"110,42";"1,50";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"31,28"
"Suedseite - Bakery and Roastery";"55978";"2025-01-05";"EUR";"871,60";"780,17";"91,43";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"28,55"
"Suedseite - Bakery and Roastery";"55978";"2025-01-06";"EUR";"12,00";"10,08";"1,92";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"2,40"
"Suedseite - Bakery and Roastery";"55978";"2025-01-07";"EUR";"705,10";"637,93";"67,17";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"16,77"
"Suedseite - Bakery and Roastery";"55978";"2025-01-08";"EUR";"539,70";"490,29";"49,41";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"16,68"
"Suedseite - Bakery and Roastery";"55978";"2025-01-09";"EUR";"710,10";"646,70";"63,40";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"29,56"
"Suedseite - Bakery and Roastery";"55978";"2025-01-10";"EUR";"1321,50";"1204,01";"117,49";"0,00";"4,20";"0,00";"0,00";"0,00";"0,00";"0,00";"42,13"
"Suedseite - Bakery and Roastery";"55978";"2025-01-11";"EUR";"1292,20";"1167,87";"124,33";"1,00";"22,30";"0,00";"0,00";"0,00";"0,00";"0,00";"65,51"
"Suedseite - Bakery and Roastery";"55978";"2025-01-12";"EUR";"1458,65";"1301,08";"154,58";"8,40";"0,00";"-22,25";"-19,26";"0,00";"0,00";"0,00";"55,81"
"Suedseite - Bakery and Roastery";"55978";"2025-01-13";"EUR";"1,00";"0,93";"0,07";"0,00";"0,00";"-1,00";"-1,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-01-14";"EUR";"914,00";"834,62";"79,38";"1,20";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"15,99"
"Suedseite - Bakery and Roastery";"55978";"2025-01-15";"EUR";"643,10";"584,82";"58,28";"4,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"22,78"
"Suedseite - Bakery and Roastery";"55978";"2025-01-16";"EUR";"876,14";"793,31";"82,83";"6,86";"4,90";"0,00";"0,00";"0,00";"0,00";"0,00";"29,13"
"Suedseite - Bakery and Roastery";"55978";"2025-01-17";"EUR";"1022,30";"931,77";"90,53";"0,00";"5,00";"0,00";"0,00";"0,00";"0,00";"0,00";"28,06"
"Suedseite - Bakery and Roastery";"55978";"2025-01-18";"EUR";"1324,30";"1202,78";"120,13";"0,00";"4,20";"-15,10";"-13,71";"0,00";"0,00";"0,00";"61,30"
"Suedseite - Bakery and Roastery";"55978";"2025-01-19";"EUR";"1448,70";"1291,95";"156,75";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"51,68"
"Suedseite - Bakery and Roastery";"55978";"2025-01-21";"EUR";"787,55";"718,68";"68,87";"0,35";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"23,89"
"Suedseite - Bakery and Roastery";"55978";"2025-01-22";"EUR";"740,00";"673,82";"65,59";"0,00";"0,00";"-9,00";"-8,41";"0,00";"0,00";"0,00";"24,62"
"Suedseite - Bakery and Roastery";"55978";"2025-01-23";"EUR";"648,30";"593,04";"55,26";"0,00";"8,00";"0,00";"0,00";"0,00";"0,00";"0,00";"24,54"
"Suedseite - Bakery and Roastery";"55978";"2025-01-24";"EUR";"990,12";"900,22";"89,04";"0,00";"0,00";"-13,10";"-12,24";"0,00";"0,00";"0,00";"39,17"
"Suedseite - Bakery and Roastery";"55978";"2025-01-25";"EUR";"1410,30";"1285,02";"123,23";"3,70";"0,00";"-20,50";"-18,45";"0,00";"0,00";"0,00";"51,41"
"Suedseite - Bakery and Roastery";"55978";"2025-01-26";"EUR";"1352,00";"1220,09";"130,30";"1,20";"15,80";"-12,20";"-10,59";"0,00";"0,00";"0,00";"47,26"
"Suedseite - Bakery and Roastery";"55978";"2025-01-28";"EUR";"919,40";"839,31";"80,09";"0,00";"5,00";"0,00";"0,00";"0,00";"0,00";"0,00";"35,21"
"Suedseite - Bakery and Roastery";"55978";"2025-01-29";"EUR";"600,30";"548,85";"51,45";"8,38";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"13,81"
"Suedseite - Bakery and Roastery";"55978";"2025-01-30";"EUR";"899,30";"817,88";"78,58";"1,20";"0,00";"-25,60";"-22,76";"0,00";"0,00";"0,00";"42,47"
"Suedseite - Bakery and Roastery";"55978";"2025-01-31";"EUR";"1067,23";"962,56";"104,67";"0,00";"20,20";"0,00";"0,00";"0,00";"0,00";"0,00";"36,84"
"Suedseite - Bakery and Roastery";"55978";"2025-01-03";"EUR";"1045,90";"946,51";"98,11";"3,10";"0,00";"-8,00";"-6,72";"0,00";"0,00";"0,00";"45,96"
"Suedseite - Bakery and Roastery";"55978";"2025-01-04";"EUR";"1174,60";"1064,18";"110,42";"1,50";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"31,28"
"Suedseite - Bakery and Roastery";"55978";"2025-01-05";"EUR";"871,60";"780,17";"91,43";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"28,55"
"Suedseite - Bakery and Roastery";"55978";"2025-01-06";"EUR";"12,00";"10,08";"1,92";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"2,40"
"Suedseite - Bakery and Roastery";"55978";"2025-01-07";"EUR";"705,10";"637,93";"67,17";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"16,77"
"Suedseite - Bakery and Roastery";"55978";"2025-01-08";"EUR";"539,70";"490,29";"49,41";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"16,68"
"Suedseite - Bakery and Roastery";"55978";"2025-01-09";"EUR";"710,10";"646,70";"63,40";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"29,56"
"Suedseite - Bakery and Roastery";"55978";"2025-01-10";"EUR";"1321,50";"1204,01";"117,49";"0,00";"4,20";"0,00";"0,00";"0,00";"0,00";"0,00";"42,13"
"Suedseite - Bakery and Roastery";"55978";"2025-01-11";"EUR";"1292,20";"1167,87";"124,33";"1,00";"22,30";"0,00";"0,00";"0,00";"0,00";"0,00";"65,51"
"Suedseite - Bakery and Roastery";"55978";"2025-01-12";"EUR";"1458,65";"1301,08";"154,58";"8,40";"0,00";"-22,25";"-19,26";"0,00";"0,00";"0,00";"55,81"
"Suedseite - Bakery and Roastery";"55978";"2025-01-13";"EUR";"1,00";"0,93";"0,07";"0,00";"0,00";"-1,00";"-1,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-01-14";"EUR";"914,00";"834,62";"79,38";"1,20";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"15,99"
"Suedseite - Bakery and Roastery";"55978";"2025-01-15";"EUR";"643,10";"584,82";"58,28";"4,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"22,78"
"Suedseite - Bakery and Roastery";"55978";"2025-01-16";"EUR";"876,14";"793,31";"82,83";"6,86";"4,90";"0,00";"0,00";"0,00";"0,00";"0,00";"29,13"
"Suedseite - Bakery and Roastery";"55978";"2025-01-17";"EUR";"1022,30";"931,77";"90,53";"0,00";"5,00";"0,00";"0,00";"0,00";"0,00";"0,00";"28,06"
"Suedseite - Bakery and Roastery";"55978";"2025-01-18";"EUR";"1324,30";"1202,78";"120,13";"0,00";"4,20";"-15,10";"-13,71";"0,00";"0,00";"0,00";"61,30"
"Suedseite - Bakery and Roastery";"55978";"2025-01-19";"EUR";"1448,70";"1291,95";"156,75";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"51,68"
"Suedseite - Bakery and Roastery";"55978";"2025-01-21";"EUR";"787,55";"718,68";"68,87";"0,35";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"23,89"
"Suedseite - Bakery and Roastery";"55978";"2025-01-22";"EUR";"740,00";"673,82";"65,59";"0,00";"0,00";"-9,00";"-8,41";"0,00";"0,00";"0,00";"24,62"
"Suedseite - Bakery and Roastery";"55978";"2025-01-23";"EUR";"648,30";"593,04";"55,26";"0,00";"8,00";"0,00";"0,00";"0,00";"0,00";"0,00";"24,54"
"Suedseite - Bakery and Roastery";"55978";"2025-01-24";"EUR";"990,12";"900,22";"89,04";"0,00";"0,00";"-13,10";"-12,24";"0,00";"0,00";"0,00";"39,17"
"Suedseite - Bakery and Roastery";"55978";"2025-01-25";"EUR";"1410,30";"1285,02";"123,23";"3,70";"0,00";"-20,50";"-18,45";"0,00";"0,00";"0,00";"51,41"
"Suedseite - Bakery and Roastery";"55978";"2025-01-26";"EUR";"1352,00";"1220,09";"130,30";"1,20";"15,80";"-12,20";"-10,59";"0,00";"0,00";"0,00";"47,26"
"Suedseite - Bakery and Roastery";"55978";"2025-01-28";"EUR";"919,40";"839,31";"80,09";"0,00";"5,00";"0,00";"0,00";"0,00";"0,00";"0,00";"35,21"
"Suedseite - Bakery and Roastery";"55978";"2025-01-29";"EUR";"600,30";"548,85";"51,45";"8,38";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"13,81"
"Suedseite - Bakery and Roastery";"55978";"2025-01-30";"EUR";"899,30";"817,88";"78,58";"1,20";"0,00";"-25,60";"-22,76";"0,00";"0,00";"0,00";"42,47"
"Suedseite - Bakery and Roastery";"55978";"2025-01-31";"EUR";"1067,23";"962,56";"104,67";"0,00";"20,20";"0,00";"0,00";"0,00";"0,00";"0,00";"36,84"
"Suedseite - Bakery and Roastery";"55978";"2025-01-03";"EUR";"1045,90";"946,51";"98,11";"3,10";"0,00";"-8,00";"-6,72";"0,00";"0,00";"0,00";"45,96"
"Suedseite - Bakery and Roastery";"55978";"2025-01-12";"EUR";"1458,65";"1301,08";"154,58";"8,40";"0,00";"-22,25";"-19,26";"0,00";"0,00";"0,00";"55,81"
"Suedseite - Bakery and Roastery";"55978";"2025-01-13";"EUR";"1,00";"0,93";"0,07";"0,00";"0,00";"-1,00";"-1,00";"0,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-01-18";"EUR";"1324,30";"1202,78";"120,13";"0,00";"4,20";"-15,10";"-13,71";"0,00";"0,00";"0,00";"61,30"
"Suedseite - Bakery and Roastery";"55978";"2025-01-22";"EUR";"740,00";"673,82";"65,59";"0,00";"0,00";"-9,00";"-8,41";"0,00";"0,00";"0,00";"24,62"
"Suedseite - Bakery and Roastery";"55978";"2025-01-24";"EUR";"990,12";"900,22";"89,04";"0,00";"0,00";"-13,10";"-12,24";"0,00";"0,00";"0,00";"39,17"
"Suedseite - Bakery and Roastery";"55978";"2025-01-25";"EUR";"1410,30";"1285,02";"123,23";"3,70";"0,00";"-20,50";"-18,45";"0,00";"0,00";"0,00";"51,41"
"Suedseite - Bakery and Roastery";"55978";"2025-01-26";"EUR";"1352,00";"1220,09";"130,30";"1,20";"15,80";"-12,20";"-10,59";"0,00";"0,00";"0,00";"47,26"
"Suedseite - Bakery and Roastery";"55978";"2025-01-30";"EUR";"899,30";"817,88";"78,58";"1,20";"0,00";"-25,60";"-22,76";"0,00";"0,00";"0,00";"42,47"
"Suedseite - Bakery and Roastery";"55978";"2025-01-03";"EUR";"1045,90";"946,51";"98,11";"3,10";"0,00";"-8,00";"-6,72";"0,00";"0,00";"0,00";"45,96"
"Suedseite - Bakery and Roastery";"55978";"2025-01-04";"EUR";"1174,60";"1064,18";"110,42";"1,50";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"31,28"
"Suedseite - Bakery and Roastery";"55978";"2025-01-05";"EUR";"871,60";"780,17";"91,43";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"28,55"
"Suedseite - Bakery and Roastery";"55978";"2025-01-06";"EUR";"12,00";"10,08";"1,92";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"2,40"
"Suedseite - Bakery and Roastery";"55978";"2025-01-07";"EUR";"705,10";"637,93";"67,17";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"16,77"
"Suedseite - Bakery and Roastery";"55978";"2025-01-08";"EUR";"539,70";"490,29";"49,41";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"16,68"
"Suedseite - Bakery and Roastery";"55978";"2025-01-09";"EUR";"710,10";"646,70";"63,40";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"29,56"
"Suedseite - Bakery and Roastery";"55978";"2025-01-10";"EUR";"1321,50";"1204,01";"117,49";"0,00";"4,20";"0,00";"0,00";"0,00";"0,00";"0,00";"42,13"
"Suedseite - Bakery and Roastery";"55978";"2025-01-11";"EUR";"1292,20";"1167,87";"124,33";"1,00";"22,30";"0,00";"0,00";"0,00";"0,00";"0,00";"65,51"
"Suedseite - Bakery and Roastery";"55978";"2025-01-12";"EUR";"1458,65";"1301,08";"154,58";"8,40";"0,00";"-22,25";"-19,26";"0,00";"0,00";"0,00";"55,81"
"Suedseite - Bakery and Roastery";"55978";"2025-01-14";"EUR";"914,00";"834,62";"79,38";"1,20";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"15,99"
"Suedseite - Bakery and Roastery";"55978";"2025-01-15";"EUR";"643,10";"584,82";"58,28";"4,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"22,78"
"Suedseite - Bakery and Roastery";"55978";"2025-01-16";"EUR";"876,14";"793,31";"82,83";"6,86";"4,90";"0,00";"0,00";"0,00";"0,00";"0,00";"29,13"
"Suedseite - Bakery and Roastery";"55978";"2025-01-17";"EUR";"1022,30";"931,77";"90,53";"0,00";"5,00";"0,00";"0,00";"0,00";"0,00";"0,00";"28,06"
"Suedseite - Bakery and Roastery";"55978";"2025-01-18";"EUR";"1324,30";"1202,78";"120,13";"0,00";"4,20";"-15,10";"-13,71";"0,00";"0,00";"0,00";"61,30"
"Suedseite - Bakery and Roastery";"55978";"2025-01-19";"EUR";"1448,70";"1291,95";"156,75";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"51,68"
"Suedseite - Bakery and Roastery";"55978";"2025-01-21";"EUR";"787,55";"718,68";"68,87";"0,35";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"23,89"
"Suedseite - Bakery and Roastery";"55978";"2025-01-22";"EUR";"740,00";"673,82";"65,59";"0,00";"0,00";"-9,00";"-8,41";"0,00";"0,00";"0,00";"24,62"
"Suedseite - Bakery and Roastery";"55978";"2025-01-23";"EUR";"648,30";"593,04";"55,26";"0,00";"8,00";"0,00";"0,00";"0,00";"0,00";"0,00";"24,54"
"Suedseite - Bakery and Roastery";"55978";"2025-01-24";"EUR";"990,12";"900,22";"89,04";"0,00";"0,00";"-13,10";"-12,24";"0,00";"0,00";"0,00";"39,17"
"Suedseite - Bakery and Roastery";"55978";"2025-01-25";"EUR";"1410,30";"1285,02";"123,23";"3,70";"0,00";"-20,50";"-18,45";"0,00";"0,00";"0,00";"51,41"
"Suedseite - Bakery and Roastery";"55978";"2025-01-26";"EUR";"1352,00";"1220,09";"130,30";"1,20";"15,80";"-12,20";"-10,59";"0,00";"0,00";"0,00";"47,26"
"Suedseite - Bakery and Roastery";"55978";"2025-01-28";"EUR";"919,40";"839,31";"80,09";"0,00";"5,00";"0,00";"0,00";"0,00";"0,00";"0,00";"35,21"
"Suedseite - Bakery and Roastery";"55978";"2025-01-29";"EUR";"600,30";"548,85";"51,45";"8,38";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"13,81"
"Suedseite - Bakery and Roastery";"55978";"2025-01-30";"EUR";"899,30";"817,88";"78,58";"1,20";"0,00";"-25,60";"-22,76";"0,00";"0,00";"0,00";"42,47"
"Suedseite - Bakery and Roastery";"55978";"2025-01-31";"EUR";"1067,23";"962,56";"104,67";"0,00";"20,20";"0,00";"0,00";"0,00";"0,00";"0,00";"36,84"
