"Geschäft";"Geschäfts ID";"Datum";"Währung";"MwSt";"Umsatz ohne Steuer";"Umsatz inkl. Steuer";"Rückerstattet (ohne Steuer)";"Rückerstattet ( inkl. Steuer)";"MwSt-Betrag"
"Suedseite - Bakery and Roastery";"55978";"2025-01-19";"EUR";"0,19";"541,82";"644,70";"0,00";"0,00";"102,88"
"Suedseite - Bakery and Roastery";"55978";"2025-01-21";"EUR";"0,07";"565,42";"605,20";"0,00";"0,00";"39,78"
"Suedseite - Bakery and Roastery";"55978";"2025-01-21";"EUR";"0,19";"153,26";"182,35";"0,00";"0,00";"29,09"
"Suedseite - Bakery and Roastery";"55978";"2025-01-22";"EUR";"0,07";"516,08";"552,30";"8,41";"9,00";"35,63"
"Suedseite - Bakery and Roastery";"55978";"2025-01-22";"EUR";"0,19";"157,74";"187,70";"0,00";"0,00";"29,96"
"Suedseite - Bakery and Roastery";"55978";"2025-01-23";"EUR";"0,00";"15,00";"15,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-01-23";"EUR";"0,07";"455,44";"487,40";"0,00";"0,00";"31,96"
"Suedseite - Bakery and Roastery";"55978";"2025-01-23";"EUR";"0,19";"122,60";"145,90";"0,00";"0,00";"23,30"
"Suedseite - Bakery and Roastery";"55978";"2025-01-24";"EUR";"0,00";"-19,50";"-19,50";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-01-24";"EUR";"0,07";"708,76";"758,59";"12,24";"13,10";"48,97"
"Suedseite - Bakery and Roastery";"55978";"2025-01-24";"EUR";"0,19";"210,96";"251,03";"0,00";"0,00";"40,07"
"Suedseite - Bakery and Roastery";"55978";"2025-01-25";"EUR";"0,00";"-22,70";"-22,70";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-01-25";"EUR";"0,07";"1029,17";"1101,50";"12,23";"13,10";"71,46"
"Suedseite - Bakery and Roastery";"55978";"2025-01-25";"EUR";"0,19";"278,55";"331,50";"6,22";"7,40";"51,77"
"Suedseite - Bakery and Roastery";"55978";"2025-01-26";"EUR";"0,00";"17,00";"17,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-01-26";"EUR";"0,07";"807,10";"863,80";"3,27";"3,50";"56,47"
"Suedseite - Bakery and Roastery";"55978";"2025-01-26";"EUR";"0,19";"395,99";"471,20";"7,32";"8,70";"73,83"
"Suedseite - Bakery and Roastery";"55978";"2025-01-28";"EUR";"0,00";"10,00";"10,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-01-28";"EUR";"0,07";"647,83";"693,40";"0,00";"0,00";"45,57"
"Suedseite - Bakery and Roastery";"55978";"2025-01-28";"EUR";"0,19";"181,48";"216,00";"0,00";"0,00";"34,52"
"Suedseite - Bakery and Roastery";"55978";"2025-01-29";"EUR";"0,00";"-7,00";"-7,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-01-29";"EUR";"0,07";"452,32";"484,10";"0,00";"0,00";"31,78"
"Suedseite - Bakery and Roastery";"55978";"2025-01-29";"EUR";"0,19";"103,53";"123,20";"0,00";"0,00";"19,67"
"Suedseite - Bakery and Roastery";"55978";"2025-01-30";"EUR";"0,07";"618,12";"661,60";"12,51";"13,40";"42,59"
"Suedseite - Bakery and Roastery";"55978";"2025-01-30";"EUR";"0,19";"199,76";"237,70";"10,25";"12,20";"35,99"
"Suedseite - Bakery and Roastery";"55978";"2025-01-31";"EUR";"0,00";"-6,20";"-6,20";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-01-31";"EUR";"0,07";"663,05";"709,61";"0,00";"0,00";"46,56"
"Suedseite - Bakery and Roastery";"55978";"2025-01-31";"EUR";"0,19";"305,71";"363,82";"0,00";"0,00";"58,11"
