"Geschäft";"Geschäfts ID";"Datum";"Währung";"Zahlungsart";"Trinkgeld-Betrag"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01";"EUR";"SUMUP";"3,31"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01";"EUR";"SUMUP";"1,15"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01";"EUR";"SUMUP";"2,40"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01";"EUR";"SUMUP";"1,77"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01";"EUR";"SUMUP";"1,06"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01";"EUR";"SUMUP";"1,17"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01";"EUR";"SUMUP";"1,99"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01";"EUR";"SUMUP";"1,52"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01";"EUR";"SUMUP";"1,77"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01";"EUR";"SUMUP";"1,54"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01";"EUR";"SUMUP";"1,60"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01";"EUR";"SUMUP";"3,46"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01";"EUR";"SUMUP";"1,11"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01";"EUR";"SUMUP";"1,46"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01";"EUR";"SUMUP";"2,02"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01";"EUR";"SUMUP";"1,60"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01";"EUR";"SUMUP";"1,50"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01";"EUR";"SUMUP";"2,33"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01";"EUR";"SUMUP";"2,13"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01";"EUR";"SUMUP";"2,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01";"EUR";"SUMUP";"1,02"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01";"EUR";"SUMUP";"0,03"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01";"EUR";"SUMUP";"1,59"
"Suedseite - Bakery and Roastery";"55978";"2025-03-02";"EUR";"SUMUP";"1,28"
"Suedseite - Bakery and Roastery";"55978";"2025-03-02";"EUR";"SUMUP";"1,34"
"Suedseite - Bakery and Roastery";"55978";"2025-03-02";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-02";"EUR";"SUMUP";"1,77"
"Suedseite - Bakery and Roastery";"55978";"2025-03-02";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-02";"EUR";"SUMUP";"2,10"
"Suedseite - Bakery and Roastery";"55978";"2025-03-02";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-02";"EUR";"SUMUP";"3,63"
"Suedseite - Bakery and Roastery";"55978";"2025-03-02";"EUR";"SUMUP";"2,48"
"Suedseite - Bakery and Roastery";"55978";"2025-03-02";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-02";"EUR";"SUMUP";"2,47"
"Suedseite - Bakery and Roastery";"55978";"2025-03-02";"EUR";"SUMUP";"3,65"
"Suedseite - Bakery and Roastery";"55978";"2025-03-02";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-02";"EUR";"SUMUP";"1,13"
"Suedseite - Bakery and Roastery";"55978";"2025-03-02";"EUR";"SUMUP";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-02";"EUR";"SUMUP";"1,48"
"Suedseite - Bakery and Roastery";"55978";"2025-03-02";"EUR";"SUMUP";"1,19"
"Suedseite - Bakery and Roastery";"55978";"2025-03-02";"EUR";"SUMUP";"1,00"
