"Geschäft";"Geschäfts ID";"Datum";"Währung";"MwSt";"Umsatz ohne Steuer";"Umsatz inkl. Steuer";"Rückerstattet (ohne Steuer)";"Rückerstattet ( inkl. Steuer)";"MwSt-Betrag"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-01-23";"EUR";"0,19";"50,17";"59,71";"0,00";"0,00";"9,54"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-01-24";"EUR";"0,07";"545,80";"584,10";"0,00";"0,00";"38,30"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-01-24";"EUR";"0,19";"65,78";"78,30";"0,00";"0,00";"12,52"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-01-25";"EUR";"0,00";"4,55";"4,55";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-01-25";"EUR";"0,07";"911,29";"975,10";"0,00";"0,00";"63,81"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-01-25";"EUR";"0,19";"126,02";"150,00";"0,00";"0,00";"23,98"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-01-26";"EUR";"0,07";"639,87";"684,70";"0,00";"0,00";"44,83"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-01-26";"EUR";"0,19";"100,06";"119,10";"0,00";"0,00";"19,04"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-01-27";"EUR";"0,07";"275,60";"294,88";"0,00";"0,00";"19,28"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-01-27";"EUR";"0,19";"42,69";"50,81";"0,00";"0,00";"8,12"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-01-28";"EUR";"0,00";"-11,30";"-11,30";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-01-28";"EUR";"0,07";"374,24";"400,50";"0,00";"0,00";"26,26"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-01-28";"EUR";"0,19";"50,57";"60,20";"0,00";"0,00";"9,63"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-01-29";"EUR";"0,07";"345,75";"370,06";"0,00";"0,00";"24,31"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-01-29";"EUR";"0,19";"43,76";"52,10";"0,00";"0,00";"8,34"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-01-30";"EUR";"0,07";"296,56";"317,35";"0,00";"0,00";"20,79"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-01-30";"EUR";"0,19";"81,24";"96,70";"0,00";"0,00";"15,46"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-01-31";"EUR";"0,00";"-6,70";"-6,70";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-01-31";"EUR";"0,07";"557,94";"597,12";"7,48";"8,00";"38,66"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-01-31";"EUR";"0,19";"23,27";"27,70";"0,00";"0,00";"4,43"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-01";"EUR";"0,00";"0,00";"0,00";"-0,00";"-0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-01";"EUR";"0,07";"956,00";"1023,02";"17,44";"19,10";"65,36"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-01";"EUR";"0,19";"100,06";"119,10";"0,00";"0,00";"19,04"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-02";"EUR";"0,07";"646,34";"691,70";"0,00";"0,00";"45,36"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-02";"EUR";"0,19";"96,77";"115,20";"0,00";"0,00";"18,43"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-03";"EUR";"0,07";"183,34";"196,20";"0,00";"0,00";"12,86"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-03";"EUR";"0,19";"27,64";"32,90";"0,00";"0,00";"5,26"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-04";"EUR";"0,07";"459,80";"492,08";"0,00";"0,00";"32,28"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-04";"EUR";"0,19";"45,95";"54,70";"0,00";"0,00";"8,75"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-05";"EUR";"0,07";"376,26";"402,70";"0,00";"0,00";"26,44"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-05";"EUR";"0,19";"27,14";"32,30";"0,00";"0,00";"5,16"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-06";"EUR";"0,07";"347,48";"371,84";"0,00";"0,00";"24,36"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-06";"EUR";"0,19";"65,34";"77,78";"0,00";"0,00";"12,44"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-07";"EUR";"0,07";"441,84";"472,83";"0,00";"0,00";"30,99"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-07";"EUR";"0,19";"64,84";"77,19";"0,00";"0,00";"12,35"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-08";"EUR";"0,07";"1158,81";"1240,00";"0,00";"0,00";"81,19"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-08";"EUR";"0,19";"183,77";"218,74";"0,00";"0,00";"34,97"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-09";"EUR";"0,00";"5,10";"5,10";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-09";"EUR";"0,07";"578,01";"618,58";"0,00";"0,00";"40,57"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-09";"EUR";"0,19";"120,41";"143,33";"0,00";"0,00";"22,92"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-10";"EUR";"0,07";"307,91";"329,49";"0,00";"0,00";"21,58"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-10";"EUR";"0,19";"42,16";"50,20";"0,00";"0,00";"8,04"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-11";"EUR";"0,07";"212,48";"227,35";"0,00";"0,00";"14,87"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-11";"EUR";"0,19";"58,28";"69,37";"0,00";"0,00";"11,09"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-12";"EUR";"0,07";"282,16";"301,96";"0,00";"0,00";"19,80"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-12";"EUR";"0,19";"12,94";"15,40";"0,00";"0,00";"2,46"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-13";"EUR";"0,00";"2,31";"2,31";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-13";"EUR";"0,07";"409,83";"438,53";"0,00";"0,00";"28,70"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-13";"EUR";"0,19";"42,25";"50,31";"0,00";"0,00";"8,06"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-14";"EUR";"0,07";"522,81";"559,48";"0,00";"0,00";"36,67"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-14";"EUR";"0,19";"42,77";"50,90";"0,00";"0,00";"8,13"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-15";"EUR";"0,07";"892,72";"955,25";"0,00";"0,00";"62,53"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-15";"EUR";"0,19";"140,63";"167,37";"0,00";"0,00";"26,74"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-16";"EUR";"0,00";"33,00";"33,00";"20,00";"20,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-16";"EUR";"0,07";"543,86";"582,00";"0,00";"0,00";"38,14"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-16";"EUR";"0,19";"96,45";"114,80";"0,00";"0,00";"18,35"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-17";"EUR";"0,07";"369,34";"395,23";"0,00";"0,00";"25,89"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-17";"EUR";"0,19";"49,44";"58,85";"0,00";"0,00";"9,41"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-18";"EUR";"0,07";"334,19";"357,64";"0,00";"0,00";"23,45"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-18";"EUR";"0,19";"43,09";"51,30";"0,00";"0,00";"8,21"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-19";"EUR";"0,00";"-4,00";"-4,00";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-19";"EUR";"0,07";"470,12";"503,08";"0,00";"0,00";"32,96"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-19";"EUR";"0,19";"39,72";"47,29";"0,00";"0,00";"7,57"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-20";"EUR";"0,07";"375,44";"401,75";"0,00";"0,00";"26,31"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-20";"EUR";"0,19";"90,26";"107,44";"0,00";"0,00";"17,18"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-21";"EUR";"0,07";"645,43";"690,71";"16,74";"17,91";"44,11"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-21";"EUR";"0,19";"109,77";"130,68";"0,00";"0,00";"20,91"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-22";"EUR";"0,07";"803,91";"860,22";"0,00";"0,00";"56,31"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-22";"EUR";"0,19";"142,74";"169,89";"0,00";"0,00";"27,15"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-23";"EUR";"0,07";"954,00";"1020,80";"0,00";"0,00";"66,80"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-23";"EUR";"0,19";"196,25";"233,60";"0,00";"0,00";"37,35"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-24";"EUR";"0,07";"326,63";"349,54";"0,00";"0,00";"22,91"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-24";"EUR";"0,19";"72,82";"86,70";"0,00";"0,00";"13,88"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-25";"EUR";"0,07";"232,42";"248,71";"0,00";"0,00";"16,29"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-25";"EUR";"0,19";"44,69";"53,20";"0,00";"0,00";"8,51"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-26";"EUR";"0,00";"-18,30";"-18,30";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-26";"EUR";"0,07";"344,94";"369,18";"7,01";"7,50";"23,75"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-26";"EUR";"0,19";"47,76";"56,85";"0,00";"0,00";"9,09"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-27";"EUR";"0,07";"300,61";"321,65";"0,00";"0,00";"21,04"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-27";"EUR";"0,19";"88,98";"105,90";"0,00";"0,00";"16,92"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-28";"EUR";"0,07";"552,77";"591,60";"0,00";"0,00";"38,83"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-02-28";"EUR";"0,19";"44,28";"52,70";"0,00";"0,00";"8,42"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"0,07";"970,29";"1038,25";"3,93";"4,20";"67,69"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01";"EUR";"0,19";"223,10";"265,60";"2,94";"3,50";"41,94"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-02";"EUR";"0,07";"917,40";"981,71";"0,00";"0,00";"64,31"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-02";"EUR";"0,19";"129,91";"154,65";"0,00";"0,00";"24,74"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-03";"EUR";"0,07";"478,08";"511,60";"0,00";"0,00";"33,52"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-03";"EUR";"0,19";"70,54";"83,95";"0,00";"0,00";"13,41"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-04";"EUR";"0,07";"428,39";"458,48";"0,00";"0,00";"30,09"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-04";"EUR";"0,19";"66,29";"78,90";"0,00";"0,00";"12,61"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-05";"EUR";"0,00";"-8,00";"-8,00";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-05";"EUR";"0,07";"456,87";"488,94";"0,00";"0,00";"32,07"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-05";"EUR";"0,19";"51,63";"61,45";"0,00";"0,00";"9,82"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-06";"EUR";"0,07";"495,79";"530,54";"0,00";"0,00";"34,75"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-06";"EUR";"0,19";"90,48";"107,70";"0,00";"0,00";"17,22"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-07";"EUR";"0,07";"575,06";"615,52";"8,04";"8,60";"39,90"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-07";"EUR";"0,19";"216,40";"257,56";"2,94";"3,50";"40,60"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-08";"EUR";"0,00";"33,30";"33,30";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-08";"EUR";"0,07";"1090,45";"1166,99";"6,26";"6,70";"76,10"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-08";"EUR";"0,19";"235,10";"279,81";"0,00";"0,00";"44,71"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-09";"EUR";"0,00";"64,00";"64,00";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-09";"EUR";"0,07";"740,25";"792,18";"3,55";"3,80";"51,68"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-09";"EUR";"0,19";"157,79";"187,80";"0,00";"0,00";"30,01"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-10";"EUR";"0,07";"260,44";"278,70";"0,00";"0,00";"18,26"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-10";"EUR";"0,19";"42,11";"50,10";"0,00";"0,00";"7,99"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-11";"EUR";"0,07";"368,66";"394,50";"0,00";"0,00";"25,84"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-11";"EUR";"0,19";"87,95";"104,70";"0,00";"0,00";"16,75"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-12";"EUR";"0,00";"1,10";"1,10";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-12";"EUR";"0,07";"377,78";"404,26";"0,00";"0,00";"26,48"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-12";"EUR";"0,19";"36,06";"42,90";"0,00";"0,00";"6,84"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-13";"EUR";"0,07";"379,74";"406,33";"0,00";"0,00";"26,59"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-13";"EUR";"0,19";"41,18";"49,00";"0,00";"0,00";"7,82"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-14";"EUR";"0,00";"20,00";"20,00";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-14";"EUR";"0,07";"511,37";"547,30";"0,00";"0,00";"35,93"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-14";"EUR";"0,19";"91,17";"108,51";"0,00";"0,00";"17,34"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-15";"EUR";"0,00";"10,00";"10,00";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-15";"EUR";"0,07";"939,49";"1005,38";"0,00";"0,00";"65,89"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-15";"EUR";"0,19";"101,06";"120,30";"0,00";"0,00";"19,24"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-16";"EUR";"0,00";"18,90";"18,90";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-16";"EUR";"0,07";"810,33";"867,21";"0,00";"0,00";"56,88"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-16";"EUR";"0,19";"167,42";"199,30";"0,00";"0,00";"31,88"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-17";"EUR";"0,00";"-3,30";"-3,30";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-17";"EUR";"0,07";"358,83";"383,99";"0,00";"0,00";"25,16"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-17";"EUR";"0,19";"54,18";"64,50";"0,00";"0,00";"10,32"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-18";"EUR";"0,00";"8,80";"8,80";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-18";"EUR";"0,07";"358,12";"383,25";"0,00";"0,00";"25,13"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-18";"EUR";"0,19";"29,74";"35,40";"0,00";"0,00";"5,66"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-19";"EUR";"0,00";"15,28";"15,28";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-19";"EUR";"0,07";"511,44";"547,41";"0,00";"0,00";"35,97"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-19";"EUR";"0,19";"76,41";"90,94";"0,00";"0,00";"14,53"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-20";"EUR";"0,00";"8,80";"8,80";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-20";"EUR";"0,07";"420,09";"449,55";"0,00";"0,00";"29,46"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-20";"EUR";"0,19";"64,53";"76,80";"0,00";"0,00";"12,27"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-21";"EUR";"0,00";"58,60";"58,60";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-21";"EUR";"0,07";"622,60";"666,28";"10,19";"10,90";"42,97"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-21";"EUR";"0,19";"128,43";"152,90";"0,00";"0,00";"24,47"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-22";"EUR";"0,00";"88,30";"88,30";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-22";"EUR";"0,07";"984,01";"1053,12";"0,00";"0,00";"69,11"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-22";"EUR";"0,19";"192,49";"229,10";"2,94";"3,50";"36,05"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-23";"EUR";"0,00";"31,60";"31,60";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-23";"EUR";"0,07";"739,04";"790,88";"6,82";"7,30";"51,36"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-23";"EUR";"0,19";"119,13";"141,80";"0,00";"0,00";"22,67"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-24";"EUR";"0,00";"10,00";"10,00";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-24";"EUR";"0,07";"376,46";"402,82";"0,00";"0,00";"26,36"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-24";"EUR";"0,19";"61,81";"73,57";"0,00";"0,00";"11,76"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-25";"EUR";"0,00";"12,70";"12,70";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-25";"EUR";"0,07";"481,50";"515,28";"0,00";"0,00";"33,78"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-25";"EUR";"0,19";"57,80";"68,80";"0,00";"0,00";"11,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-26";"EUR";"0,07";"289,43";"309,72";"0,00";"0,00";"20,29"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-26";"EUR";"0,19";"48,31";"57,50";"0,00";"0,00";"9,19"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-27";"EUR";"0,00";"18,20";"18,20";"0,00";"0,00";"0,00"
