"Geschäft";"Geschäfts ID";"Eröffnungsdatum";"Datum geschlossen";"Bestellnummer";"Währung";"Zahlungsart";"Betrag Trinkgeld"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01 10:04:48";"2025-03-01 10:08:32";"0A1C9608-6AAA-40BD-B344-708CDEAC6168";"EUR";"SumUp";"3,31"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01 10:46:19";"2025-03-01 10:50:35";"D95DAC1E-F498-47B0-8068-A3BF239ABD36";"EUR";"SumUp";"1,15"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01 11:09:58";"2025-03-01 11:13:22";"EBA18C3F-AEFB-44B8-8B7F-D60CB24B7D93";"EUR";"SumUp";"2,40"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01 11:15:39";"2025-03-01 11:16:21";"A12ABFF9-CFA9-4A6F-9867-FB4E9D4A37DA";"EUR";"SumUp";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01 11:33:57";"2025-03-01 11:34:43";"6D3EC5BA-210F-409E-856E-5412C9196CE6";"EUR";"SumUp";"1,77"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01 11:38:29";"2025-03-01 11:39:00";"08B499BD-7ACD-4C0A-A1C8-10949B697D3E";"EUR";"SumUp";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01 11:40:05";"2025-03-01 11:41:32";"7AD5307A-F87F-438B-9C95-EFD76ED5774A";"EUR";"SumUp";"1,06"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01 11:41:54";"2025-03-01 11:42:56";"A5582160-78BD-4A10-8FEF-3E2C2AC69481";"EUR";"SumUp";"1,17"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01 12:01:17";"2025-03-01 12:10:17";"732C3998-C68F-46B0-BF38-F06FF3F75885";"EUR";"SumUp";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01 12:24:46";"2025-03-01 12:34:11";"28A80C5F-F604-4361-80FA-B773868B625F";"EUR";"SumUp";"1,99"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01 12:12:34";"2025-03-01 12:44:58";"72CF3356-F227-4B09-A42F-A2F4C94B9C52";"EUR";"SumUp";"1,52"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01 12:45:04";"2025-03-01 12:48:48";"0D13269A-A3B0-4BC0-9948-8AB797DF53BB";"EUR";"SumUp";"1,77"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01 13:04:26";"2025-03-01 13:07:53";"56BF6BDD-A369-459B-8F56-89B3888E6DCF";"EUR";"SumUp";"1,54"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01 13:15:51";"2025-03-01 13:22:53";"2851180A-FAD7-44D5-B6E0-D1322F97AF24";"EUR";"SumUp";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01 13:25:46";"2025-03-01 13:26:48";"B1D6FACA-BA39-4B0F-ABC3-9930E9BCBF45";"EUR";"SumUp";"1,60"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01 13:46:43";"2025-03-01 13:49:18";"0FF6B13D-1BB1-4203-AA92-793BC75D499C";"EUR";"SumUp";"3,46"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01 13:50:47";"2025-03-01 13:51:29";"019AC70A-E86F-4BE4-8CD0-03EE5C4498EA";"EUR";"SumUp";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01 13:51:38";"2025-03-01 13:52:57";"1072FE24-4F90-427E-81A0-561D656BDC7F";"EUR";"SumUp";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01 13:53:04";"2025-03-01 13:54:28";"0AB6CB37-4839-48A2-B5CC-A79710ACA628";"EUR";"SumUp";"1,11"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01 14:06:47";"2025-03-01 14:07:37";"A714A995-A1A8-421D-9BD0-5E3A7292E8BF";"EUR";"SumUp";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01 14:10:02";"2025-03-01 14:10:35";"2A9B155C-EF20-42AA-933C-DEF9F24834C2";"EUR";"SumUp";"1,46"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01 14:31:47";"2025-03-01 14:32:40";"CBA47133-CFC4-4053-9E6D-04789E5D6F46";"EUR";"SumUp";"2,02"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01 15:35:29";"2025-03-01 15:35:58";"A89954F1-ECB0-409D-AF29-FCAA660F925C";"EUR";"SumUp";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01 15:37:13";"2025-03-01 15:42:44";"827C691E-294E-4C99-BB5B-3D471302FC4F";"EUR";"SumUp";"1,60"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01 15:44:48";"2025-03-01 15:46:20";"C3FAB23D-CFBB-472A-BF9D-9A3C9730166D";"EUR";"SumUp";"1,50"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01 15:47:22";"2025-03-01 15:50:21";"B2F74F68-04D5-45C8-88EF-988E77A46230";"EUR";"SumUp";"2,33"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01 16:05:48";"2025-03-01 16:06:54";"A952EFE5-7D3E-4262-9B9D-E336D823C3FF";"EUR";"SumUp";"1,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01 16:13:23";"2025-03-01 16:14:20";"54B005FE-4F5D-4E51-8234-F23702535BBD";"EUR";"SumUp";"2,13"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01 16:16:27";"2025-03-01 16:17:11";"8238B8AD-7E76-43B9-9BE8-CD37031FE482";"EUR";"SumUp";"2,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01 16:24:19";"2025-03-01 16:25:45";"C2228875-0DBC-4542-A832-5DE564839030";"EUR";"SumUp";"1,02"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01 16:28:34";"2025-03-01 16:43:19";"93EEF1F1-010D-44BF-8D20-C029EAE6DC0C";"EUR";"SumUp";"0,03"
"Suedseite - Bakery and Roastery";"55978";"2025-03-01 17:17:50";"2025-03-01 17:19:30";"2AFF9C4C-4F65-419A-A3DC-2C7219C177FD";"EUR";"SumUp";"1,59"
"Suedseite - Bakery and Roastery";"55978";"2025-03-02 09:38:44";"2025-03-02 09:39:55";"E55102C7-6AD5-40BC-865C-69DC38003EE1";"EUR";"SumUp";"1,28"
