"Datum geschlossen";"Geschäfts ID";"Geschäft";"Erstattungsnummer";"Bestellnummer";"Von Verkäufer eröffnet";"Anmerkungen";"Produkt";"Artikelnummer";"Menge";"Gutscheincode";"Währung";"Umsatz inkl. Steuer";"Umsatz ohne Steuer";"MwSt.-Betrag"
"2025-03-01 14:10:54";"55978";"Suedseite - Bakery and Roastery";"FF30CE39-4514-456F-96CA-643372E891A4";"C2269874-42DB-4032-88CB-E001B87030EE";"Vendeur";"Ich habe einen Fehler gemacht und möchte die Bestellung stornieren";"Matcha";"";"-1";"";"EUR";"-4,90";"-4,12";"-0,78"
"2025-03-01 14:10:54";"55978";"Suedseite - Bakery and Roastery";"FF30CE39-4514-456F-96CA-643372E891A4";"C2269874-42DB-4032-88CB-E001B87030EE";"Vendeur";"Ich habe einen Fehler gemacht und möchte die Bestellung stornieren";"Knotten";"";"-1";"";"EUR";"-3,30";"-3,08";"-0,22"
"2025-03-02 11:37:25";"55978";"Suedseite - Bakery and Roastery";"3DD9434F-DD1C-4927-BD5C-9B7E3221F79D";"1166216F-0475-4D11-B36E-BE19351420AF";"Vendeur";"Ich habe einen Fehler gemacht und möchte die Bestellung stornieren";"Dirty Chai";"";"-1";"";"EUR";"-5,60";"-4,71";"-0,89"
"2025-03-02 11:37:25";"55978";"Suedseite - Bakery and Roastery";"3DD9434F-DD1C-4927-BD5C-9B7E3221F79D";"1166216F-0475-4D11-B36E-BE19351420AF";"Vendeur";"Ich habe einen Fehler gemacht und möchte die Bestellung stornieren";"Sandwich";"";"-1";"";"EUR";"-6,00";"-5,61";"-0,39"
"2025-03-02 11:37:25";"55978";"Suedseite - Bakery and Roastery";"3DD9434F-DD1C-4927-BD5C-9B7E3221F79D";"1166216F-0475-4D11-B36E-BE19351420AF";"Vendeur";"Ich habe einen Fehler gemacht und möchte die Bestellung stornieren";"Schnecke";"";"-1";"";"EUR";"-3,50";"-3,27";"-0,23"
"2025-03-02 11:37:25";"55978";"Suedseite - Bakery and Roastery";"3DD9434F-DD1C-4927-BD5C-9B7E3221F79D";"1166216F-0475-4D11-B36E-BE19351420AF";"Vendeur";"Ich habe einen Fehler gemacht und möchte die Bestellung stornieren";"Sandwich";"";"-1";"";"EUR";"-6,00";"-5,61";"-0,39"
"2025-03-02 11:37:25";"55978";"Suedseite - Bakery and Roastery";"3DD9434F-DD1C-4927-BD5C-9B7E3221F79D";"1166216F-0475-4D11-B36E-BE19351420AF";"Vendeur";"Ich habe einen Fehler gemacht und möchte die Bestellung stornieren";"Americano";"";"-1";"";"EUR";"-3,70";"-3,11";"-0,59"
"2025-03-03 13:38:28";"55978";"Suedseite - Bakery and Roastery";"C5F19F68-3F01-4A04-A93D-77A1A6E875C1";"50890227-7693-4ACD-9736-44965235BE1B";"Vendeur";"Ich habe einen Fehler gemacht und möchte die Bestellung stornieren";"TEST";"";"-1";"";"EUR";"-0,20";"-0,17";"-0,03"
"2025-03-03 13:42:20";"55978";"Suedseite - Bakery and Roastery";"DFB5B33C-1F1D-4D55-87A0-DDE190D10C44";"D3EC477E-6AE6-4A9A-B604-F8C3C1D5BAFC";"Vendeur";"Test";"TEST";"";"-1";"";"EUR";"-0,20";"-0,17";"-0,03"
"2025-03-03 13:42:35";"55978";"Suedseite - Bakery and Roastery";"97DF5032-22D5-4191-98E2-00B09242716A";"889DAB09-B9BC-4CFE-A389-1461709A2F07";"Vendeur";"Test";"TEST";"";"-1";"";"EUR";"-0,20";"-0,17";"-0,03"
"2025-03-03 13:43:41";"55978";"Suedseite - Bakery and Roastery";"6B2FA8BF-DC6F-4462-BF8C-D779D0D2757C";"D00138F5-4865-448F-8A70-133C9D662CA4";"Vendeur";"Test";"TEST";"";"-1";"";"EUR";"-0,20";"-0,17";"-0,03"
"2025-03-03 13:44:16";"55978";"Suedseite - Bakery and Roastery";"B5979BC5-6231-40AE-9C18-2555D730351D";"A88B9460-A73D-4D4F-B1C2-77C8CA64B9F5";"Vendeur";"Test";"TEST";"";"-1";"";"EUR";"-0,20";"-0,17";"-0,03"
"2025-03-03 13:44:38";"55978";"Suedseite - Bakery and Roastery";"5444F5E0-1232-4E59-BE7A-E0D3845611EF";"098B3A09-A5D1-43ED-9234-8E50E1975222";"Vendeur";"Test";"TEST";"";"-1";"";"EUR";"-0,20";"-0,17";"-0,03"
"2025-03-03 13:44:49";"55978";"Suedseite - Bakery and Roastery";"C32F73DA-5EDB-43E3-A33D-A0E1D9FD72D2";"6D18117D-8B74-4C05-99F2-73ECFE32A287";"Vendeur";"Ich habe einen Fehler gemacht und möchte die Bestellung stornieren";"TEST";"";"-1";"";"EUR";"-0,20";"-0,17";"-0,03"
"2025-03-04 13:42:33";"55978";"Suedseite - Bakery and Roastery";"1B7234BB-E9D1-430E-AB8A-28EAD6582737";"58CE9919-6996-4AC1-A87D-B9DBDDF8304A";"Vendeur";"Ich habe einen Fehler gemacht und möchte die Bestellung stornieren";"Oliven";"";"-1";"";"EUR";"-1,00";"-0,93";"-0,07"
"2025-03-04 16:45:33";"55978";"Suedseite - Bakery and Roastery";"60387A90-FA55-4596-885F-B2B95FCF66EF";"0498937C-12AB-4230-89A8-63CEFCCD6348";"Vendeur";"Ich habe einen Fehler gemacht und möchte die Bestellung stornieren";"Schnecke";"";"-1";"";"EUR";"-7,00";"-6,54";"-0,46"
"2025-03-04 16:45:33";"55978";"Suedseite - Bakery and Roastery";"60387A90-FA55-4596-885F-B2B95FCF66EF";"0498937C-12AB-4230-89A8-63CEFCCD6348";"Vendeur";"Ich habe einen Fehler gemacht und möchte die Bestellung stornieren";"Flatwhite";"";"-2";"";"EUR";"-8,00";"-6,72";"-1,28"
"2025-03-05 10:47:22";"55978";"Suedseite - Bakery and Roastery";"1A5C3BC8-AD9B-4F02-ACC8-C12909E04BE2";"74290362-AE3D-470F-82BA-364C3A57550D";"Vendeur";"Ich habe einen Fehler gemacht und möchte die Bestellung stornieren";"Sandwich";"";"-2";"";"EUR";"-12,00";"-11,21";"-0,79"
"2025-03-05 10:47:22";"55978";"Suedseite - Bakery and Roastery";"1A5C3BC8-AD9B-4F02-ACC8-C12909E04BE2";"74290362-AE3D-470F-82BA-364C3A57550D";"Vendeur";"Ich habe einen Fehler gemacht und möchte die Bestellung stornieren";"Flatwhite";"";"-1";"";"EUR";"-4,20";"-3,53";"-0,67"
"2025-03-05 10:47:22";"55978";"Suedseite - Bakery and Roastery";"1A5C3BC8-AD9B-4F02-ACC8-C12909E04BE2";"74290362-AE3D-470F-82BA-364C3A57550D";"Vendeur";"Ich habe einen Fehler gemacht und möchte die Bestellung stornieren";"Americano";"";"-1";"";"EUR";"-3,70";"-3,11";"-0,59"
"2025-03-06 11:16:29";"55978";"Suedseite - Bakery and Roastery";"2D606058-EA4B-4584-A138-3EA5D227B58B";"4BFF5EF6-DAF3-44CF-B031-D0CFC18B1520";"Vendeur";"Ich habe einen Fehler gemacht und möchte die Bestellung stornieren";"Varianten";"";"-1";"";"EUR";"-6,50";"-6,07";"-0,43"
