"Geschäft";"Geschäfts ID";"Datum";"Währung";"Zahlungsart";"Betrag";"Rückerstatteter Betrag";"Nettosumme"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-01";"EUR";"CASH";"338,40";"0,00";"338,40"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-01";"EUR";"SUMUP";"819,97";"0,00";"819,97"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-02";"EUR";"CASH";"219,09";"0,00";"219,09"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-02";"EUR";"SUMUP";"1069,99";"-9,20";"1060,79"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-03";"EUR";"CASH";"307,74";"0,00";"307,74"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-03";"EUR";"SUMUP";"1150,07";"0,00";"1150,07"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-04";"EUR";"CASH";"261,84";"0,00";"261,84"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-04";"EUR";"SUMUP";"766,72";"0,00";"766,72"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-05";"EUR";"CASH";"107,50";"0,00";"107,50"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-05";"EUR";"SUMUP";"590,27";"0,00";"590,27"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-06";"EUR";"CASH";"159,20";"0,00";"159,20"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-06";"EUR";"SUMUP";"526,51";"0,00";"526,51"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-07";"EUR";"CASH";"121,60";"0,00";"121,60"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-07";"EUR";"SUMUP";"385,24";"0,00";"385,24"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-08";"EUR";"CASH";"156,31";"0,00";"156,31"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-08";"EUR";"SUMUP";"459,77";"0,00";"459,77"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-09";"EUR";"CASH";"367,80";"0,00";"367,80"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-09";"EUR";"CREDIT_NOTE";"4,40";"0,00";"4,40"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-09";"EUR";"SUMUP";"763,38";"0,00";"763,38"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-10";"EUR";"CASH";"376,14";"0,00";"376,14"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-10";"EUR";"SUMUP";"1089,99";"0,00";"1089,99"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-11";"EUR";"CASH";"376,30";"0,00";"376,30"
