"Geschäft";"Geschäfts ID";"Datum";"Währung";"Zahlungsart";"Betrag";"Rückerstatteter Betrag";"Nettosumme"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-11";"EUR";"SUMUP";"749,24";"-19,40";"729,84"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-12";"EUR";"CASH";"44,00";"0,00";"44,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-12";"EUR";"SUMUP";"701,72";"0,00";"701,72"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-13";"EUR";"CASH";"132,90";"0,00";"132,90"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-13";"EUR";"CREDIT_NOTE";"7,30";"0,00";"7,30"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-13";"EUR";"SUMUP";"696,96";"0,00";"696,96"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-14";"EUR";"CASH";"194,00";"0,00";"194,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-14";"EUR";"SUMUP";"773,45";"0,00";"773,45"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-15";"EUR";"CASH";"74,70";"0,00";"74,70"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-15";"EUR";"SUMUP";"621,66";"0,00";"621,66"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-16";"EUR";"CASH";"65,40";"0,00";"65,40"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-16";"EUR";"SUMUP";"741,36";"0,00";"741,36"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-17";"EUR";"CASH";"155,20";"0,00";"155,20"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-17";"EUR";"SUMUP";"1592,51";"-19,00";"1573,51"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-18";"EUR";"CASH";"153,30";"0,00";"153,30"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-18";"EUR";"SUMUP";"993,93";"0,00";"993,93"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-19";"EUR";"CASH";"94,52";"0,00";"94,52"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-19";"EUR";"SUMUP";"493,63";"0,00";"493,63"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-20";"EUR";"CASH";"137,60";"0,00";"137,60"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-20";"EUR";"SUMUP";"471,38";"0,00";"471,38"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-21";"EUR";"CASH";"150,30";"0,00";"150,30"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-21";"EUR";"SUMUP";"346,49";"-15,90";"330,59"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-22";"EUR";"CASH";"201,50";"0,00";"201,50"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-22";"EUR";"CREDIT_NOTE";"10,00";"0,00";"10,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-22";"EUR";"SUMUP";"422,20";"0,00";"422,20"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-23";"EUR";"CASH";"231,19";"0,00";"231,19"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-23";"EUR";"CREDIT_NOTE";"1,10";"0,00";"1,10"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-23";"EUR";"SUMUP";"679,46";"0,00";"679,46"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-24";"EUR";"CASH";"248,13";"-16,20";"231,93"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-24";"EUR";"SUMUP";"1276,71";"0,00";"1276,71"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-25";"EUR";"CASH";"151,80";"0,00";"151,80"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-25";"EUR";"SUMUP";"582,19";"0,00";"582,19"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-26";"EUR";"CASH";"72,30";"0,00";"72,30"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-26";"EUR";"SUMUP";"617,70";"0,00";"617,70"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-27";"EUR";"CASH";"86,40";"0,00";"86,40"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-27";"EUR";"SUMUP";"691,22";"0,00";"691,22"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-28";"EUR";"CASH";"172,70";"0,00";"172,70"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-28";"EUR";"SUMUP";"519,72";"-4,30";"515,42"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-29";"EUR";"CASH";"325,60";"0,00";"325,60"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-29";"EUR";"SUMUP";"1018,46";"0,00";"1018,46"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-30";"EUR";"CASH";"239,40";"0,00";"239,40"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-30";"EUR";"SUMUP";"1371,75";"0,00";"1371,75"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-31";"EUR";"CASH";"297,26";"-14,90";"282,36"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-31";"EUR";"SUMUP";"1057,10";"0,00";"1057,10"
