"Geschäft";"Geschäfts ID";"Datum";"Währung";"MwSt";"Umsatz ohne Steuer";"Umsatz inkl. Steuer";"Rückerstattet (ohne Steuer)";"Rückerstattet ( inkl. Steuer)";"MwSt-Betrag"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-18";"EUR";"0,07";"712,54";"762,60";"0,00";"0,00";"50,06"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-18";"EUR";"0,19";"158,98";"189,20";"0,00";"0,00";"30,22"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-19";"EUR";"0,00";"50,00";"50,00";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-19";"EUR";"0,07";"409,48";"438,22";"0,00";"0,00";"28,74"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-19";"EUR";"0,19";"62,16";"74,00";"0,00";"0,00";"11,84"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-20";"EUR";"0,00";"88,52";"88,52";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-20";"EUR";"0,07";"396,99";"424,76";"0,00";"0,00";"27,77"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-20";"EUR";"0,19";"53,30";"63,45";"0,00";"0,00";"10,15"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-21";"EUR";"0,00";"37,40";"37,40";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-21";"EUR";"0,07";"332,84";"356,15";"14,86";"15,90";"22,27"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-21";"EUR";"0,19";"75,94";"90,40";"0,00";"0,00";"14,46"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-22";"EUR";"0,00";"23,60";"23,60";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-22";"EUR";"0,07";"443,75";"474,84";"0,00";"0,00";"31,09"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-22";"EUR";"0,19";"88,88";"105,80";"0,00";"0,00";"16,92"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-23";"EUR";"0,00";"39,20";"39,20";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-23";"EUR";"0,07";"678,70";"726,32";"0,00";"0,00";"47,62"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-23";"EUR";"0,19";"87,93";"104,65";"0,00";"0,00";"16,72"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-24";"EUR";"0,00";"99,69";"99,69";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-24";"EUR";"0,07";"1028,15";"1100,19";"15,14";"16,20";"70,98"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-24";"EUR";"0,19";"211,02";"251,18";"0,00";"0,00";"40,16"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-25";"EUR";"0,00";"22,40";"22,40";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-25";"EUR";"0,07";"497,91";"532,80";"0,00";"0,00";"34,89"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-25";"EUR";"0,19";"133,08";"158,40";"0,00";"0,00";"25,32"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-26";"EUR";"0,00";"61,60";"61,60";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-26";"EUR";"0,07";"409,83";"438,60";"0,00";"0,00";"28,77"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-26";"EUR";"0,19";"128,36";"152,80";"0,00";"0,00";"24,44"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-27";"EUR";"0,00";"68,10";"68,10";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-27";"EUR";"0,07";"486,08";"520,20";"0,00";"0,00";"34,12"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-27";"EUR";"0,19";"124,50";"148,20";"0,00";"0,00";"23,70"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-28";"EUR";"0,00";"39,20";"39,20";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-28";"EUR";"0,07";"522,52";"559,20";"3,61";"4,30";"35,99"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-28";"EUR";"0,19";"52,12";"62,05";"0,00";"0,00";"9,93"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-29";"EUR";"0,00";"141,85";"141,85";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-29";"EUR";"0,07";"840,54";"899,52";"0,00";"0,00";"58,98"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-29";"EUR";"0,19";"198,19";"235,88";"0,00";"0,00";"37,69"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-30";"EUR";"0,00";"265,34";"265,34";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-30";"EUR";"0,07";"940,53";"1006,48";"0,00";"0,00";"65,95"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-30";"EUR";"0,19";"223,58";"266,13";"0,00";"0,00";"42,55"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-31";"EUR";"0,00";"262,90";"262,90";"8,44";"8,70";"-0,26"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-31";"EUR";"0,07";"793,15";"848,70";"5,79";"6,20";"55,14"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-31";"EUR";"0,19";"155,15";"184,70";"0,00";"0,00";"29,55"
