"Geschäft";"Geschäfts ID";"Datum";"Währung";"MwSt";"Umsatz ohne Steuer";"Umsatz inkl. Steuer";"Rückerstattet (ohne Steuer)";"Rückerstattet ( inkl. Steuer)";"MwSt-Betrag"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-01";"EUR";"0,00";"199,71";"199,71";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-01";"EUR";"0,07";"605,78";"648,30";"0,00";"0,00";"42,52"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-01";"EUR";"0,19";"222,56";"264,90";"0,00";"0,00";"42,34"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-02";"EUR";"0,00";"276,38";"276,38";"9,20";"9,20";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-02";"EUR";"0,07";"707,15";"756,73";"0,00";"0,00";"49,58"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-02";"EUR";"0,19";"165,70";"197,20";"0,00";"0,00";"31,50"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-03";"EUR";"0,00";"136,43";"136,43";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-03";"EUR";"0,07";"866,06";"926,80";"0,00";"0,00";"60,74"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-03";"EUR";"0,19";"275,93";"328,41";"0,00";"0,00";"52,48"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-04";"EUR";"0,00";"25,53";"25,53";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-04";"EUR";"0,07";"651,10";"696,63";"0,00";"0,00";"45,53"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-04";"EUR";"0,19";"214,96";"255,87";"0,00";"0,00";"40,91"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-05";"EUR";"0,00";"47,50";"47,50";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-05";"EUR";"0,07";"454,78";"486,60";"0,00";"0,00";"31,82"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-05";"EUR";"0,19";"107,46";"127,91";"0,00";"0,00";"20,45"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-06";"EUR";"0,00";"41,10";"41,10";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-06";"EUR";"0,07";"474,61";"507,80";"0,00";"0,00";"33,19"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-06";"EUR";"0,19";"86,46";"102,90";"0,00";"0,00";"16,44"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-07";"EUR";"0,00";"23,40";"23,40";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-07";"EUR";"0,07";"371,76";"397,85";"0,00";"0,00";"26,09"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-07";"EUR";"0,19";"48,56";"57,80";"0,00";"0,00";"9,24"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-08";"EUR";"0,00";"4,60";"4,60";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-08";"EUR";"0,07";"457,93";"489,98";"0,00";"0,00";"32,05"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-08";"EUR";"0,19";"70,88";"84,35";"0,00";"0,00";"13,47"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-09";"EUR";"0,00";"84,80";"84,80";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-09";"EUR";"0,07";"763,01";"816,44";"0,00";"0,00";"53,43"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-09";"EUR";"0,19";"163,33";"194,40";"0,00";"0,00";"31,07"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-10";"EUR";"0,00";"200,20";"200,20";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-10";"EUR";"0,07";"855,66";"915,63";"0,00";"0,00";"59,97"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-10";"EUR";"0,19";"239,10";"284,60";"0,00";"0,00";"45,50"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-11";"EUR";"0,00";"210,80";"210,80";"5,10";"5,10";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-11";"EUR";"0,07";"681,45";"729,20";"10,09";"10,80";"47,04"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-11";"EUR";"0,19";"124,18";"147,80";"2,94";"3,50";"23,06"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-12";"EUR";"0,00";"92,70";"92,70";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-12";"EUR";"0,07";"471,08";"504,02";"0,00";"0,00";"32,94"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-12";"EUR";"0,19";"91,50";"108,92";"0,00";"0,00";"17,42"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-13";"EUR";"0,00";"69,00";"69,00";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-13";"EUR";"0,07";"597,43";"639,28";"0,00";"0,00";"41,85"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-13";"EUR";"0,19";"78,18";"93,05";"0,00";"0,00";"14,87"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-14";"EUR";"0,00";"184,40";"184,40";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-14";"EUR";"0,07";"586,67";"627,80";"0,00";"0,00";"41,13"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-14";"EUR";"0,19";"89,80";"106,90";"0,00";"0,00";"17,10"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-15";"EUR";"0,00";"75,40";"75,40";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-15";"EUR";"0,07";"449,27";"480,79";"0,00";"0,00";"31,52"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-15";"EUR";"0,19";"84,19";"100,20";"0,00";"0,00";"16,01"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-16";"EUR";"0,00";"58,80";"58,80";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-16";"EUR";"0,07";"565,10";"604,81";"0,00";"0,00";"39,71"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-16";"EUR";"0,19";"75,96";"90,40";"0,00";"0,00";"14,44"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-17";"EUR";"0,00";"70,60";"70,60";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-17";"EUR";"0,07";"1239,50";"1326,40";"17,75";"19,00";"85,65"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-17";"EUR";"0,19";"198,73";"236,52";"0,00";"0,00";"37,79"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-05-18";"EUR";"0,00";"135,70";"135,70";"0,00";"0,00";"0,00"
