"Datum geschlossen";"Geschäfts ID";"Geschäft";"Erstattungsnummer";"Bestellnummer";"Von Verkäufer eröffnet";"Anmerkungen";"Produkt";"Artikelnummer";"Menge";"Gutscheincode";"Währung";"Umsatz inkl. Steuer";"Umsatz ohne Steuer";"MwSt.-Betrag"
"2025-03-01 18:17:33";"56297";"Suedseite - Coffee Roasters & Bakery";"58295182-3884-4F97-A4CC-C51C4E8560E2";"F1A20F94-FB09-41A6-9ADE-94705CDC8B8B";"Vendeur";"I made a mistake and want to cancel the order";"Limo";"";"-1";"";"EUR";"-3,50";"-2,94";"-0,56"
"2025-03-01 18:17:33";"56297";"Suedseite - Coffee Roasters & Bakery";"58295182-3884-4F97-A4CC-C51C4E8560E2";"F1A20F94-FB09-41A6-9ADE-94705CDC8B8B";"Vendeur";"I made a mistake and want to cancel the order";"Tea";"";"-1";"";"EUR";"-4,20";"-3,93";"-0,27"
"2025-03-07 17:17:41";"56297";"Suedseite - Coffee Roasters & Bakery";"AB8BC08E-A4A2-4352-A962-0C49CCBD2C4A";"1C8D97CD-D6D0-4BCE-89D2-5CCB191B880A";"Vendeur";"I made a mistake and want to cancel the order";"Limo";"";"-1";"";"EUR";"-3,50";"-2,94";"-0,56"
"2025-03-07 17:17:41";"56297";"Suedseite - Coffee Roasters & Bakery";"AB8BC08E-A4A2-4352-A962-0C49CCBD2C4A";"1C8D97CD-D6D0-4BCE-89D2-5CCB191B880A";"Vendeur";"I made a mistake and want to cancel the order";"Hot chocolate";"";"-1";"";"EUR";"-4,60";"-4,30";"-0,30"
"2025-03-07 17:50:13";"56297";"Suedseite - Coffee Roasters & Bakery";"B194C2CB-2186-459B-8C9D-C866DCB1ED9C";"F72F836F-AD98-4988-B4DD-FF1928ACA241";"Vendeur";"I made a mistake and want to cancel the order";"Flat White";"";"-1";"";"EUR";"-4,00";"-3,74";"-0,26"
"2025-03-08 14:04:41";"56297";"Suedseite - Coffee Roasters & Bakery";"EAD7CFE6-069F-441B-83DE-12E593A562F4";"4E240D5D-DD2F-4ABE-81B7-2E551B1AC4CD";"Vendeur";"I made a mistake and want to cancel the order";"Flat White";"";"-1";"";"EUR";"-4,00";"-3,74";"-0,26"
"2025-03-08 14:04:41";"56297";"Suedseite - Coffee Roasters & Bakery";"EAD7CFE6-069F-441B-83DE-12E593A562F4";"4E240D5D-DD2F-4ABE-81B7-2E551B1AC4CD";"Vendeur";"I made a mistake and want to cancel the order";"Pastel de Nata";"";"-1";"";"EUR";"-2,70";"-2,52";"-0,18"
"2025-03-09 14:31:57";"56297";"Suedseite - Coffee Roasters & Bakery";"2D4B165B-E224-4C3B-82D2-A75784EC1359";"7AADB680-6F9D-4838-B304-544ECE362205";"Vendeur";"I made a mistake and want to cancel the order";"Cortado";"";"-1";"";"EUR";"-3,80";"-3,55";"-0,25"
"2025-03-21 15:08:42";"56297";"Suedseite - Coffee Roasters & Bakery";"99A7FF7D-A56D-459B-83F4-32E9BB31AF62";"26417BA9-36F5-4086-8404-E35CC0F9D628";"Vendeur";"I made a mistake and want to cancel the order";"Franzbrötchen";"";"-1";"";"EUR";"-2,90";"-2,71";"-0,19"
"2025-03-21 15:08:42";"56297";"Suedseite - Coffee Roasters & Bakery";"99A7FF7D-A56D-459B-83F4-32E9BB31AF62";"26417BA9-36F5-4086-8404-E35CC0F9D628";"Vendeur";"I made a mistake and want to cancel the order";"Flat White";"";"-1";"";"EUR";"-4,00";"-3,74";"-0,26"
"2025-03-21 16:42:56";"56297";"Suedseite - Coffee Roasters & Bakery";"3FDE1383-0D2A-4FE3-952E-6F5FBF1007E0";"F1EB49DD-BFEE-4890-9C4D-0DFD9C9B6038";"Vendeur";"I made a mistake and want to cancel the order";"Flat White";"";"-1";"";"EUR";"-4,00";"-3,74";"-0,26"
"2025-03-22 13:20:28";"56297";"Suedseite - Coffee Roasters & Bakery";"35117CFA-5E80-4057-B34B-DF2CEC1D3C58";"B6631480-D3EE-416E-8563-416C30064AC4";"Vendeur";"I made a mistake and want to cancel the order";"Limo";"";"-1";"";"EUR";"-3,50";"-2,94";"-0,56"
"2025-03-23 18:17:53";"56297";"Suedseite - Coffee Roasters & Bakery";"8BB23215-14C6-47FC-9D23-967FA1DAB22E";"6BD726F8-A8AF-4CA6-B5A3-DCCC0E1F0710";"Vendeur";"I made a mistake and want to cancel the order";"Knoten";"";"-1";"";"EUR";"-3,30";"-3,08";"-0,22"
"2025-03-23 18:17:53";"56297";"Suedseite - Coffee Roasters & Bakery";"8BB23215-14C6-47FC-9D23-967FA1DAB22E";"6BD726F8-A8AF-4CA6-B5A3-DCCC0E1F0710";"Vendeur";"I made a mistake and want to cancel the order";"Flat White";"";"-1";"";"EUR";"-4,00";"-3,74";"-0,26"
"2025-03-27 17:39:00";"56297";"Suedseite - Coffee Roasters & Bakery";"2E8CF5D9-3C93-4158-8B65-53310FD101EF";"B8452D4D-6738-4AA9-9DEC-1FEE940E1DE2";"Vendeur";"I made a mistake and want to cancel the order";"Hot chocolate";"";"-1";"";"EUR";"-4,60";"-4,30";"-0,30"
"2025-03-28 16:57:16";"56297";"Suedseite - Coffee Roasters & Bakery";"638FFA09-6B4B-4E08-82E3-654F7B58045D";"791EE427-D652-4D3E-97E9-5E41392DA246";"Vendeur";"I made a mistake and want to cancel the order";"Pastel de Nata";"";"-1";"";"EUR";"-2,70";"-2,52";"-0,18"
"2025-03-28 16:57:16";"56297";"Suedseite - Coffee Roasters & Bakery";"638FFA09-6B4B-4E08-82E3-654F7B58045D";"791EE427-D652-4D3E-97E9-5E41392DA246";"Vendeur";"I made a mistake and want to cancel the order";"Knoten";"";"-1";"";"EUR";"-3,30";"-3,08";"-0,22"
"2025-03-30 13:13:58";"56297";"Suedseite - Coffee Roasters & Bakery";"B7A8B72F-1584-43CE-816B-FCE6C69D09F5";"E8B32B53-E99D-48E7-BC14-0435ED6DD921";"Vendeur";"I made a mistake and want to cancel the order";"Cortado";"";"-1";"";"EUR";"-3,80";"-3,55";"-0,25"
"2025-03-30 13:13:58";"56297";"Suedseite - Coffee Roasters & Bakery";"B7A8B72F-1584-43CE-816B-FCE6C69D09F5";"E8B32B53-E99D-48E7-BC14-0435ED6DD921";"Vendeur";"I made a mistake and want to cancel the order";"Flat White";"";"-1";"";"EUR";"-4,00";"-3,74";"-0,26"
