"Datum geschlossen";"Geschäfts ID";"Geschäft";"Bestellnummer";"Bestellname";"Verkäufer";"Anmerkungen";"Produkt";"Artikelnummer";"Menge";"Währung";"Stückpreis inkl. MwSt"
"2025-05-16 10:59:54";"56297";"Suedseite - Coffee Roasters & Bakery";"B54750F6-6E9D-4558-A2E5-C037269E0070";"A10";"Vendeur";"Typo";"Latte";"";"1";"EUR";"4,40"
"2025-05-16 10:59:54";"56297";"Suedseite - Coffee Roasters & Bakery";"B54750F6-6E9D-4558-A2E5-C037269E0070";"A10";"Vendeur";"Typo";"Knoten";"";"1";"EUR";"3,30"
"2025-05-16 10:59:54";"56297";"Suedseite - Coffee Roasters & Bakery";"B54750F6-6E9D-4558-A2E5-C037269E0070";"A10";"Vendeur";"Typo";"Pour Over";"";"1";"EUR";"5,10"
"2025-05-16 10:59:54";"56297";"Suedseite - Coffee Roasters & Bakery";"B54750F6-6E9D-4558-A2E5-C037269E0070";"A10";"Vendeur";"Typo";"Knoten";"";"1";"EUR";"3,30"
"2025-05-16 10:59:54";"56297";"Suedseite - Coffee Roasters & Bakery";"B54750F6-6E9D-4558-A2E5-C037269E0070";"A10";"Vendeur";"Typo";"Gift card - Redeem";"";"1";"EUR";"-16,10"
